Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.57,14주 0일,2450,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,657,2017-11-15,3.5,KP,990000,0,,,6.81,4.02,4.1,3.28,3.16,2.94
2,Hanguk,Soon Jung,429263807,,,28.34,14주 0일,80,7,5,7,7,20,TRUE,5,5,1,1,3,1,3,304,2017-11-19,4,KP,770000,0,,,6.91,5.34,5.5,4.03,3.8,3.49
3,Hanguk,Dong-Ho Lee,429263808,,,29.88,14주 0일,410,4,5,5,6,20,TRUE,1,6,5,2,2,2,4,615,2017-11-19,3,W,300000,2,,,3.8,5.8,6.28,5.23,5.57,4.16
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.14,14주 0일,2370,2,2,5,7,20,TRUE,1,9,4,3,4,2,5,904,2017-11-19,4,WB,730000,1,,,4.11,6.77,7.1,5.2,5.05,3.9
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,Y×1,31.72,14주 0일,440,3,5,6,6,20,TRUE,1,7,4,4,3,1,7,697,2017-11-19,3.5,W,310000,3,,,4.32,6.83,6.94,5.75,5.49,4.2
6,Hanguk,Yong-Seo Kwon,429263811,,,27.44,14주 0일,2770,3,4,5,7,20,TRUE,1,9,3,6,4,2,6,908,2017-11-15,4.5,WB,570000,3,,,4.47,7.44,7.19,5.66,4.83,4.32
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,32.56,14주 0일,540,2,5,4,6,20,TRUE,2,7,6,5,5,3,6,680,2017-11-15,3.5,W,320000,2,,,3.96,5.94,6.1,5.6,5.62,4.65
8,Hanguk,Min-Gyu Jung,429263814,,,22.18,14주 0일,1570,1,3,7,7,20,TRUE,1,6,6,4,4,2,5,714,2017-11-19,4,CD,330000,2,,,4.23,7.15,7.5,6.95,7.19,5.45
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.25,14주 0일,1740,3,2,5,6,20,TRUE,1,6,6,3,6,2,6,716,2017-11-19,3.5,CD,330000,0,,,3.38,5.69,6.13,5.64,6.02,4.56
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.99,14주 0일,2680,4,3,6,7,20,TRUE,1,7,7,2,3,2,4,807,2017-11-15,4.5,CD,430000,1,,,4.25,7.14,7.98,6.74,7.47,5.07
11,Hanguk,Ryung-Tae Kim,429263818,,,26.53,14주 0일,1570,2,3,5,7,20,TRUE,2,7,6,3,5,3,5,706,2017-11-15,3.5,CD,350000,2,,,4.45,6.49,6.98,6.05,6.41,5.07
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,25.50,14주 0일,1070,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,709,2017-11-15,4.5,IM,410000,5,,,3.63,5.92,6.48,6.74,7.49,5.95
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,21.65,14주 0일,2740,2,3,7,8,20,TRUE,1,6,6,6,5,3,4,684,2017-11-15,4.5,WB,330000,0,,,4.37,7.76,7.76,7.67,7.56,6.42
15,Hanguk,Bong-Joo Kim,429263823,,,22.111,14주 0일,3990,4,3,7,7,20,TRUE,1,6,6,7,6,2,4,807,2017-11-19,4.5,WB,370000,3,,,4.31,7.83,7.64,7.84,7.5,6.21
16,Hanguk,Kil-Sung Park,429263824,,,19.61,14주 0일,1360,5,2,7,6,20,TRUE,1,3,3,5,4,7,6,775,2017-11-19,5.5,FW,410000,8,,,3.19,4.85,4.5,4.97,4.73,6.39
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×2,34.10,14주 0일,50,5,7,4,5,20,TRUE,1,2,4,3,3,7,5,680,2017-11-19,3.5,FW,290000,6,,,2.61,3.52,3.59,3.97,4.27,5.05
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.25,14주 0일,1230,2,5,7,7,20,TRUE,1,3,5,3,6,6,3,622,2017-11-19,3.5,IM,310000,13,,,3.72,5.46,5.74,6.25,6.8,7.2
28,Portugal,Baltasar Vieira,431142669,,Inj 3,28.31,5주 6일,770,3,5,7,7,7,FALSE,1,5,6,6,4,4,3,597,2017-11-15,4,W,372000,2,,,3.18,6.24,6.2,6.44,6.42,5.7
29,France,Vincent Wallois,403086843,Unpredictable,,28.18,5주 5일,3140,3,3,8,7,7,FALSE,1,6,8,4,6,4,3,796,2017-11-19,4.5,IM,660000,8,,,3.29,6.79,7.45,7.31,8.09,6.27
31,Česká republika,Leoš Broukal,397610518,Head,Y×1,28.7,5주 0일,12770,3,6,4,6,7,FALSE,1,9,9,2,8,5,4,905,2017-11-15,5,IM,1980000,26,,,3.21,6.2,7.12,6.05,6.95,5.28
32,Deutschland,Toktamış Batmaz,413755690,,,23.86,5주 0일,5760,5,2,4,7,7,FALSE,1,6,8,2,8,3,3,879,2017-11-19,2.5,CD,804000,4,,,2.27,4.6,5.37,5.1,5.96,4.25
33,Hanguk,Dong-Hyeon Lee,431740152,,,17.66,3주 6일,90,5,1,6,5,20,TRUE,1,4,4,2,2,4,1,406,2017-11-15,2,CD,250000,0,,,2.68,4.07,4.37,3.89,4.22,3.92
36,Hanguk,Ki-Bum Lee,432028611,,,18.11,6일,60,7,1,6,5,20,TRUE,1,3,3,3,4,3,6,406,,,,250000,0,,,2.36,3.45,3.45,3.52,3.52,3.57
99,Hanguk,In-Guh Park,429263805,,,41.65,14주 0일,0,4,6,2,1,20,TRUE,0,0,0,0,0,0,0,240,,,,250000,0,,,0.77,0.77,0.77,0.77,0.77,0.77
