Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.19,6 s 6 wk 2 d,92260,3,3,6,7,20,TRUE,18,5,1,1,1,2,10,1763,2019-06-12,8.5,KP,40300000,0,14.54,5.2,4.84,4.9,4.47,4.99,5.16,4.32,3.96,3.43,3.36,3.29,3.45,3.23,3.21,3.01,3.15,2.98,3.14,0,KP,14.54
4,Hanguk,Ji-Woon Lee,427619236,,,25.60,6 s 14 wk 2 d,1230,5,4,7,7,20,TRUE,1,7,4,3,5,2,9,736,2019-06-16,4.5,CD,390000,27,4.78,7.77,7.44,7.58,7.12,7.75,7.8,7.22,6.81,6.38,6.36,6.22,6.5,6.33,6.32,6.16,5.23,5.79,5.12,0,CDtw,7.8
8,Hanguk,Hong-Chan Son,427619240,,R,27.101,6 s 14 wk 2 d,1060,5,5,6,7,20,TRUE,1,5,6,5,5,1,10,623,2019-06-16,4,W,310000,17,3.99,6.6,6.66,6.72,6.72,6.79,6.67,6.95,6.81,6.91,6.98,6.83,7.02,6.98,7.06,6.92,5.28,6.06,5.23,0,IMtw,7.06
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,29.107,6 s 14 wk 2 d,1170,4,6,7,6,20,TRUE,1,6,7,3,3,2,11,727,2019-06-16,5,IM,410000,32,4.6,7.59,7.55,7.84,7.54,8.22,7.85,8.39,7.49,7.51,7.75,7.07,8.32,8.15,7.99,7.94,5.83,6.44,5.48,0,Cdo,8.39
11,Hanguk,Kwang-Hwan Yun,427619243,,,32.74,6 s 14 wk 2 d,210,6,6,7,6,20,TRUE,2,5,6,2,5,2,10,590,2019-06-12,3.5,W,300000,24,4.83,6.46,6.42,6.7,6.41,7.07,6.71,7.24,6.57,6.63,6.81,6.31,7.33,7.3,7.09,7.25,5.56,6.35,5.18,0,IMd,7.33
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,31.83,6 s 14 wk 2 d,390,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,694,2019-06-12,4,IM,360000,11,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.71,6 s 14 wk 2 d,1550,2,5,8,7,20,TRUE,1,5,6,6,5,2,10,637,2019-06-16,5,W,330000,34,4.46,7.53,7.63,7.61,7.73,7.58,7.54,7.77,7.79,7.92,7.96,7.92,7.87,7.83,7.98,7.78,6.42,0,6.47,7.06,IMtw,7.98
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,29.12,6 s 14 wk 2 d,1560,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,699,2019-06-12,5,W,340000,22,4.26,7.19,7.26,7.1,7.31,6.9,7.07,6.9,7.33,7.38,7.28,7.58,6.89,6.89,7.16,6.88,6.13,6.69,6.36,0,Wo,7.58
16,Hanguk,Dong-Shik Kim,427619248,,Inj 1,25.6,6 s 14 wk 2 d,1270,6,4,7,8,20,TRUE,1,3,3,6,4,7,12,709,2019-06-12,5.5,FW,410000,71,3.71,5.52,5.62,5.39,5.71,5.07,5.33,5.07,5.7,5.76,5.63,6.06,5.21,5.31,5.44,5.43,7.16,6.38,7.46,0,FWtw,7.46
25,Polska,Pylyp Nagorniak,406205227,,,33.6,6 s 9 wk 2 d,330,5,4,7,6,20,FALSE,1,6,6,3,6,2,11,590,2019-06-12,4.5,IM,348000,15,3.78,6.52,6.42,6.64,6.34,6.94,6.7,6.94,6.42,6.38,6.48,6.13,6.85,6.8,6.68,6.74,5.14,5.99,4.85,0,CD,6.94
