Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.51,6 s 10 wk 4 d,112310,3,4,7,7,20,TRUE,18,5,1,1,1,2,10,1815,2019-07-17,9.5,KP,40300000,0,15.83,5.76,5.37,5.44,4.98,5.54,5.72,4.82,4.43,3.85,3.79,3.7,3.87,3.64,3.62,3.41,3.56,3.37,3.55,0,KP,15.83
4,Hanguk,Ji-Woon Lee,427619236,,,25.92,7 s 2 wk 3 d,1080,5,4,6,7,20,TRUE,1,7,4,3,5,2,9,721,2019-07-14,4,CD,390000,28,4.44,7.2,6.91,7.03,6.61,7.19,7.24,6.69,6.32,5.92,5.9,5.77,6.03,5.88,5.86,5.71,4.86,5.37,4.75,0,CDtw,7.24
8,Hanguk,Hong-Chan Son,427619240,,,28.21,7 s 2 wk 3 d,1030,5,5,7,7,20,TRUE,1,5,6,5,5,1,10,614,2019-07-14,4.5,W,310000,18,4.3,7.12,7.18,7.24,7.25,7.32,7.19,7.5,7.34,7.45,7.52,7.36,7.57,7.52,7.61,7.45,5.7,6.54,5.64,0,IMtw,7.61
10,Hanguk,Kwang-Eul Jeon,427619242,,,30.27,7 s 2 wk 3 d,890,4,6,7,6,20,TRUE,1,6,7,3,3,2,11,703,2019-07-17,5,IM,390000,32,4.6,7.59,7.55,7.84,7.54,8.22,7.85,8.39,7.49,7.51,7.75,7.07,8.32,8.15,7.99,7.94,5.83,6.44,5.48,0,Cdo,8.39
11,Hanguk,Kwang-Hwan Yun,427619243,,Bru,32.106,7 s 2 wk 3 d,170,6,6,6,5,20,TRUE,2,5,6,2,5,2,10,590,2019-06-19,4,W,300000,24,4.26,5.69,5.66,5.91,5.65,6.23,5.91,6.38,5.79,5.85,6,5.56,6.46,6.43,6.25,6.39,4.9,5.59,4.56,0,IMd,6.46
12,Hanguk,Chan-Myung Lee,427619244,,,32.3,7 s 2 wk 3 d,270,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,688,2019-07-17,4.5,IM,330000,13,3.4,5.16,5.38,5.6,5.63,5.89,5.42,6.53,6.02,6.44,6.68,6.16,7.16,7.22,7.03,7.26,5.76,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.103,7 s 2 wk 3 d,1510,2,5,7,7,20,TRUE,1,5,6,6,5,2,10,634,2019-07-14,5,W,330000,41,4.31,7.28,7.38,7.36,7.47,7.33,7.29,7.51,7.54,7.66,7.69,7.66,7.61,7.58,7.72,7.52,6.21,0,6.26,6.82,IMtw,7.72
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,29.44,7 s 2 wk 3 d,1530,5,5,7,6,20,TRUE,1,5,5,7,6,2,10,702,2019-07-17,5,W,340000,22,4.26,7.19,7.26,7.1,7.31,6.9,7.07,6.9,7.33,7.38,7.28,7.58,6.89,6.89,7.16,6.88,6.13,6.69,6.36,0,Wo,7.58
16,Hanguk,Dong-Shik Kim,427619248,,Inj 1,25.38,7 s 2 wk 3 d,1250,6,4,5,7,20,TRUE,1,3,3,6,4,7,12,754,2019-07-07,4.5,FW,410000,73,3.15,4.68,4.77,4.57,4.84,4.3,4.52,4.3,4.84,4.89,4.77,5.14,4.42,4.5,4.61,4.6,6.07,5.41,6.33,0,FWtw,6.33
31,Hanguk,Se-Hee Park,430626797,,,24.85,6 s 1 wk 3 d,1380,4,4,7,8,20,TRUE,1,2,5,5,3,7,9,710,2019-07-17,5,FW,390000,58,3.44,5.04,5.33,5.28,5.62,5.2,5.06,5.74,5.89,6.29,6.38,6.33,6.41,6.54,6.47,6.66,7.47,6.83,7.48,0,FWtw,7.48
