Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.18,15주 0일,8040,4,3,7,7,20,TRUE,8,3,1,1,1,1,6,890,2017-08-20,5,KP,1970000,0,,,8.02,3.96,4.04,3.23,3.11,2.9
2,Hanguk,Jee-Hoon Kim,428709461,,,19.27,7주 0일,3150,3,1,5,6,20,TRUE,7,5,1,1,1,2,2,734,2017-08-16,4,KP,930000,0,,,5.9,3.59,3.72,2.4,2.24,2.17
3,Hanguk,Eun-Seok Hong,427619235,,Inj 2,29.52,15주 0일,300,5,4,5,6,20,TRUE,1,6,6,3,2,2,4,608,2017-08-13,3.5,CD,300000,1,,,3.54,5.76,6.19,5.44,5.79,4.2
4,Hanguk,Ji-Woon Lee,427619236,,,19.68,15주 0일,1050,5,2,6,7,20,TRUE,1,7,4,3,5,2,5,716,2017-08-16,4,CD,390000,3,,,3.97,6.38,6.65,5.42,5.37,4.38
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.2,15주 0일,170,5,5,6,5,20,TRUE,1,6,4,4,2,1,7,596,2017-06-22,2,CD,280000,0,,,3.74,5.81,5.88,5.06,4.87,3.73
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,27.49,15주 0일,1100,5,5,5,7,20,TRUE,1,7,3,6,3,2,6,777,2017-08-20,4,WB,390000,5,,,4.05,6.51,6.2,5.31,4.59,4.22
7,Hanguk,In-Moo Byon,427619239,,,32.37,15주 0일,420,1,6,6,6,20,TRUE,2,6,5,5,5,3,6,594,2017-08-20,4,CD,300000,4,,,4.64,6.62,6.65,6.29,6.18,5.47
8,Hanguk,Hong-Chan Son,427619240,,Y×1,21.109,15주 0일,1160,5,3,7,7,20,TRUE,1,5,6,5,5,1,4,631,2017-08-20,4,WB,310000,0,,,3.96,6.8,6.94,7.07,7.14,5.34
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,20.4,15주 0일,940,2,2,5,6,20,TRUE,1,5,6,3,6,3,6,632,2017-08-13,3,IM,330000,3,,,3.03,5.03,5.43,5.29,5.72,4.69
10,Hanguk,Kwang-Eul Jeon,427619242,,,24.3,15주 0일,1320,4,3,5,7,20,TRUE,1,6,7,3,3,2,5,752,2017-08-20,4,IM,430000,3,,,3.59,6.1,6.67,6.07,6.61,4.64
