Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.71,5 s 13 wk 3 d,86050,3,3,6,8,20,TRUE,17,5,1,1,1,2,10,1729,2019-04-10,9,KP,28890000,0,13.91,5.2,4.84,4.9,4.47,4.99,5.16,4.32,3.96,3.43,3.36,3.29,3.45,3.23,3.21,3.01,3.15,2.98,3.14,0,KP,13.91
4,Hanguk,Ji-Woon Lee,427619236,,,25.0,6 s 5 wk 2 d,1270,5,4,7,7,20,TRUE,1,7,4,3,5,2,9,742,2019-04-14,4.5,CD,390000,26,4.81,7.81,7.49,7.62,7.17,7.8,7.85,7.26,6.85,6.42,6.4,6.26,6.54,6.37,6.36,6.2,5.27,5.83,5.15,0,CDtw,7.85
8,Hanguk,Hong-Chan Son,427619240,,,27.41,6 s 5 wk 2 d,1200,5,4,7,7,20,TRUE,1,5,6,5,5,1,10,637,2019-04-14,4.5,W,310000,11,4.18,7,7.06,7.12,7.13,7.2,7.07,7.38,7.22,7.33,7.4,7.25,7.46,7.41,7.5,7.34,5.58,6.42,5.52,0,IMtw,7.5
10,Hanguk,Kwang-Eul Jeon,427619242,,,29.47,6 s 5 wk 2 d,1140,4,5,7,6,20,TRUE,1,6,7,3,3,2,11,723,2019-04-14,5,IM,410000,23,4.5,7.49,7.45,7.74,7.44,8.12,7.75,8.29,7.39,7.41,7.64,6.97,8.22,8.05,7.89,7.84,5.73,6.34,5.38,0,Cdo,8.29
11,Hanguk,Kwang-Hwan Yun,427619243,,,32.14,6 s 5 wk 2 d,260,6,5,8,6,20,TRUE,2,5,6,2,5,2,10,594,2019-04-14,3.5,W,300000,22,4.91,6.6,6.56,6.85,6.54,7.23,6.86,7.4,6.71,6.78,6.96,6.44,7.5,7.47,7.25,7.42,5.67,6.48,5.27,0,IMd,7.5
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,31.23,6 s 5 wk 2 d,420,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,696,2019-04-10,4.5,IM,360000,11,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.11,6 s 5 wk 2 d,1540,2,5,8,7,20,TRUE,1,5,6,6,5,2,10,636,2019-04-10,5,W,330000,31,4.48,7.57,7.67,7.66,7.77,7.63,7.58,7.81,7.84,7.97,8.01,7.97,7.92,7.88,8.03,7.83,6.46,0,6.51,7.1,IMtw,8.03
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,28.64,6 s 5 wk 2 d,1830,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,704,2019-04-10,5,W,350000,22,4.26,7.19,7.26,7.1,7.31,6.9,7.07,6.9,7.33,7.38,7.28,7.58,6.89,6.89,7.16,6.88,6.13,6.69,6.36,0,Wo,7.58
16,Hanguk,Dong-Shik Kim,427619248,,,24.58,6 s 5 wk 2 d,1710,6,4,7,8,20,TRUE,1,3,3,6,4,7,12,763,2019-04-10,5.5,FW,410000,71,3.71,5.52,5.62,5.38,5.7,5.07,5.32,5.07,5.7,5.76,5.62,6.05,5.21,5.3,5.43,5.42,7.15,6.37,7.45,0,FWtw,7.45
25,Polska,Pylyp Nagorniak,406205227,,,32.58,6 s 0 wk 2 d,570,5,4,8,6,20,FALSE,1,6,6,3,6,3,11,590,2019-04-14,4.5,IM,372000,14,3.91,6.74,6.64,6.87,6.56,7.17,6.93,7.17,6.64,6.59,6.71,6.34,7.11,7.07,6.91,7.02,5.69,6.39,5.38,0,CD,7.17
