Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.36,6 s 8 wk 2 d,104470,3,3,7,7,20,TRUE,18,5,1,1,1,2,10,1779,2019-06-26,8,KP,40300000,0,15.67,5.6,5.21,5.28,4.82,5.38,5.57,4.66,4.27,3.69,3.63,3.55,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,15.67
4,Hanguk,Ji-Woon Lee,427619236,,,25.77,7 s 0 wk 2 d,1040,5,4,5,7,20,TRUE,1,7,4,3,5,2,9,725,2019-06-30,4,CD,390000,27,4.05,6.59,6.31,6.42,6.04,6.57,6.62,6.12,5.78,5.41,5.39,5.28,5.52,5.37,5.36,5.22,4.44,4.91,4.34,0,CDtw,6.62
8,Hanguk,Hong-Chan Son,427619240,,,28.6,7 s 0 wk 2 d,960,5,5,6,7,20,TRUE,1,5,6,5,5,1,10,614,2019-06-30,4,W,310000,17,3.99,6.6,6.66,6.72,6.72,6.79,6.67,6.95,6.81,6.91,6.98,6.83,7.02,6.98,7.06,6.92,5.28,6.06,5.23,0,IMtw,7.06
10,Hanguk,Kwang-Eul Jeon,427619242,,,30.12,7 s 0 wk 2 d,900,4,6,7,6,20,TRUE,1,6,7,3,3,2,11,703,2019-06-30,5,IM,390000,32,4.6,7.59,7.55,7.84,7.54,8.22,7.85,8.39,7.49,7.51,7.75,7.07,8.32,8.15,7.99,7.94,5.83,6.44,5.48,0,Cdo,8.39
11,Hanguk,Kwang-Hwan Yun,427619243,,Inj 3,32.91,7 s 0 wk 2 d,150,6,6,7,5,20,TRUE,2,5,6,2,5,2,10,590,2019-06-19,4,W,300000,24,4.83,6.46,6.42,6.7,6.41,7.07,6.71,7.24,6.57,6.63,6.81,6.31,7.33,7.3,7.09,7.25,5.56,6.35,5.18,0,IMd,7.33
12,Hanguk,Chan-Myung Lee,427619244,,,31.100,7 s 0 wk 2 d,370,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,693,2019-06-26,4,IM,360000,11,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.88,7 s 0 wk 2 d,1550,2,5,7,7,20,TRUE,1,5,6,6,5,2,10,640,2019-06-30,5,W,330000,34,4.31,7.28,7.38,7.36,7.47,7.33,7.29,7.51,7.54,7.66,7.69,7.66,7.61,7.58,7.72,7.52,6.21,0,6.26,6.82,IMtw,7.72
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,29.29,7 s 0 wk 2 d,1470,5,5,6,6,20,TRUE,1,5,5,7,6,2,10,704,2019-06-30,5,W,340000,22,3.95,6.67,6.73,6.59,6.78,6.4,6.55,6.4,6.8,6.84,6.76,7.03,6.39,6.39,6.65,6.38,5.68,6.21,5.9,0,Wo,7.03
16,Hanguk,Dong-Shik Kim,427619248,,,25.23,7 s 0 wk 2 d,1410,6,4,5,7,20,TRUE,1,3,3,6,4,7,12,775,2019-06-30,5,FW,410000,71,3.15,4.68,4.77,4.57,4.84,4.3,4.52,4.3,4.84,4.89,4.77,5.14,4.42,4.5,4.61,4.6,6.07,5.41,6.33,0,FWtw,6.33
25,Polska,Pylyp Nagorniak,406205227,,,33.23,6 s 11 wk 1 d,250,5,4,5,5,20,FALSE,1,6,6,3,6,2,11,590,2019-06-26,4.5,IM,348000,15,3.2,5.53,5.45,5.63,5.38,5.88,5.68,5.88,5.44,5.41,5.5,5.2,5.81,5.77,5.66,5.71,4.36,5.08,4.11,0,CD,5.88
