Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.34,1시즌 8주 0일,10590,3,1,8,7,20,TRUE,9,5,1,1,1,2,8,936,2017-12-13,5.5,KP,1850000,0,,,9.02,4.64,4.81,3.11,2.9,2.81
3,Hanguk,Eun-Seok Hong,427619235,,,30.59,2시즌 -1일,380,5,5,6,6,20,TRUE,1,6,6,3,2,2,7,611,2017-12-13,4,CD,300000,4,,,4.09,6.59,7.07,6.24,6.62,4.83
4,Hanguk,Ji-Woon Lee,427619236,,,20.75,2시즌 -1일,1160,5,2,7,7,20,TRUE,1,7,4,3,5,2,7,726,2017-12-17,4,CD,390000,6,,,4.32,6.93,7.23,5.89,5.84,4.76
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.9,2시즌 -1일,130,5,5,8,6,20,TRUE,1,6,4,4,2,1,10,590,2017-12-17,4,CD,270000,3,,,4.48,6.97,7.05,6.07,5.84,4.47
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.56,2시즌 -1일,820,5,5,4,7,20,TRUE,1,7,3,6,3,2,10,756,2017-12-17,3.5,WB,390000,7,,,3.63,5.84,5.56,4.76,4.12,3.78
7,Hanguk,In-Moo Byon,427619239,,,33.44,2시즌 -1일,180,1,6,5,5,20,TRUE,2,6,5,5,5,2,6,590,2017-12-17,3,WB,290000,4,,,4.07,5.81,5.84,5.52,5.4,4.51
8,Hanguk,Hong-Chan Son,427619240,,Y×2,23.4,2시즌 -1일,1130,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,615,2017-12-13,4,WB,310000,0,,,3.81,6.53,6.66,6.79,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,21.11,2시즌 -1일,1130,2,3,5,7,20,TRUE,1,5,6,3,6,3,10,643,2017-12-17,4,IM,330000,8,,,3.43,5.57,6,5.85,6.31,5.21
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,25.10,2시즌 -1일,1730,4,4,8,8,20,TRUE,1,6,7,3,3,2,9,751,2017-12-13,5,IM,430000,5,,,4.68,7.84,8.56,7.8,8.49,6.01
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.89,2시즌 -1일,790,6,4,5,7,20,TRUE,2,5,6,3,5,2,9,649,2017-12-17,4,IM,330000,10,,,4.1,5.66,6.08,5.86,6.29,4.85
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,26.98,2시즌 -1일,910,3,4,5,7,20,TRUE,1,3,7,3,4,3,8,757,2017-12-13,3.5,IM,410000,7,,,3.11,4.98,5.45,5.97,6.72,5.34
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.86,2시즌 -1일,1440,2,3,6,8,20,TRUE,1,5,6,6,5,2,9,614,2017-12-17,4.5,W,330000,10,,,3.79,6.68,6.64,6.94,6.86,5.58
14,Hanguk,Se-Jong Cho,427619246,,,29.86,2시즌 -1일,730,4,5,6,6,20,TRUE,1,5,5,6,3,4,8,610,2017-12-13,4,WB,290000,18,,,3.92,6.52,6.36,6.38,6.16,5.83
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,24.27,2시즌 -1일,2110,5,3,6,8,20,TRUE,1,5,5,7,6,2,9,751,2017-12-17,4.5,W,350000,11,,,3.81,6.67,6.33,6.78,6.32,5.59
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,20.21,2시즌 -1일,1640,6,2,7,7,20,TRUE,1,3,3,6,4,7,10,773,2017-12-13,5.5,FW,410000,19,,,3.28,5.16,4.62,5.3,4.85,6.67
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,35.72,2시즌 -1일,20,2,6,6,4,20,TRUE,1,2,3,3,3,6,7,590,2017-12-17,4,FW,270000,18,,,2.95,3.82,3.78,4.12,4.26,5.22
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.93,2시즌 -1일,1300,3,4,8,7,20,TRUE,1,2,5,3,6,6,7,644,2017-12-17,5.5,FW,310000,20,,,3.48,5.02,5.27,6.23,6.87,7.4
21,Belgium,Jitse Haes,428112207,,Y×1,32.91,1시즌 10주 6일,580,4,5,7,5,15,FALSE,2,6,6,5,6,2,7,590,2017-12-13,4.5,W,372000,2,,,4.33,6.7,6.88,6.69,6.74,5.28
22,Nederland,Keith Esser,428060480,Quick,Y×1,32.108,1시즌 10주 5일,650,5,6,8,6,15,FALSE,2,6,5,6,6,2,9,590,2017-12-13,4.5,W,372000,3,,,4.55,6.96,6.82,6.69,6.34,5.37
23,Belgium,Mathias Piron,428125893,Technical,,33.60,1시즌 10주 6일,320,6,5,6,5,15,FALSE,2,6,5,5,5,2,9,590,2017-12-13,4.5,W,360000,2,,,3.96,5.95,5.98,5.62,5.48,4.46
25,Polska,Pylyp Nagorniak,406205227,,Y×1,28.21,1시즌 10주 6일,2000,5,3,7,7,15,FALSE,1,6,7,3,6,3,9,702,2017-12-13,5,IM,444000,2,,,3.5,6.45,7.11,6.66,7.35,5.57
31,Hanguk,Se-Hee Park,430626797,,,19.68,14주 6일,1170,4,1,6,6,20,TRUE,1,2,5,5,3,7,8,737,2017-12-13,5,FW,390000,9,,,2.37,4.06,3.94,4.91,5.13,5.96
