Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.65,5 s 12 wk 3 d,88730,3,3,7,8,20,TRUE,17,5,1,1,1,2,10,1700,2019-04-10,9,KP,28890000,0,14.99,5.6,5.21,5.28,4.82,5.38,5.57,4.66,4.27,3.69,3.63,3.55,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,14.99
4,Hanguk,Ji-Woon Lee,427619236,,,24.106,6 s 4 wk 3 d,1280,5,4,8,7,20,TRUE,1,7,4,3,5,2,9,741,2019-03-31,4.5,CD,390000,26,4.98,8.08,7.75,7.88,7.41,8.07,8.12,7.51,7.09,6.64,6.61,6.47,6.77,6.59,6.58,6.41,5.45,6.03,5.33,0,CDtw,8.12
8,Hanguk,Hong-Chan Son,427619240,,,27.35,6 s 4 wk 3 d,1170,5,4,7,7,20,TRUE,1,5,6,5,5,1,10,632,2019-04-07,4.5,W,310000,10,4.18,7,7.06,7.12,7.13,7.2,7.07,7.38,7.22,7.33,7.4,7.25,7.46,7.41,7.5,7.34,5.58,6.42,5.52,0,IMtw,7.5
10,Hanguk,Kwang-Eul Jeon,427619242,,,29.41,6 s 4 wk 3 d,1190,4,5,8,6,20,TRUE,1,6,7,3,3,2,11,727,2019-04-07,5,IM,410000,20,4.65,7.74,7.71,8,7.69,8.4,8.01,8.58,7.65,7.66,7.91,7.21,8.5,8.33,8.16,8.11,5.93,6.55,5.56,0,Cdo,8.58
11,Hanguk,Kwang-Hwan Yun,427619243,,,32.8,6 s 4 wk 3 d,260,6,5,8,6,20,TRUE,2,5,6,2,5,2,10,594,2019-04-07,4,W,300000,21,4.91,6.6,6.56,6.85,6.54,7.23,6.86,7.4,6.71,6.78,6.96,6.44,7.5,7.47,7.25,7.42,5.67,6.48,5.27,0,IMd,7.5
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,31.17,6 s 4 wk 3 d,440,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,697,2019-04-10,4.5,IM,360000,11,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,Inj 1,27.5,6 s 4 wk 3 d,1590,2,5,8,7,20,TRUE,1,5,6,6,5,2,10,643,2019-04-10,5,W,330000,31,4.48,7.57,7.67,7.66,7.77,7.63,7.58,7.81,7.84,7.97,8.01,7.97,7.92,7.88,8.03,7.83,6.46,0,6.51,7.1,IMtw,8.03
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,28.58,6 s 4 wk 3 d,1820,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,704,2019-04-10,5,W,350000,22,4.29,7.24,7.3,7.15,7.36,6.94,7.11,6.94,7.38,7.42,7.33,7.63,6.93,6.93,7.21,6.92,6.16,6.74,6.4,0,Wo,7.63
16,Hanguk,Dong-Shik Kim,427619248,,,24.52,6 s 4 wk 3 d,1660,6,4,7,8,20,TRUE,1,3,3,6,4,7,12,757,2019-04-10,5.5,FW,410000,71,3.7,5.51,5.61,5.37,5.7,5.06,5.32,5.06,5.69,5.75,5.62,6.05,5.2,5.3,5.42,5.41,7.15,6.37,7.45,0,FWtw,7.45
25,Polska,Pylyp Nagorniak,406205227,,,32.52,5 s 15 wk 2 d,580,5,4,8,6,20,FALSE,1,6,6,3,6,3,11,590,2019-04-07,4.5,IM,372000,14,3.91,6.74,6.64,6.87,6.56,7.17,6.93,7.17,6.64,6.59,6.71,6.34,7.11,7.07,6.91,7.02,5.69,6.39,5.38,0,CD,7.17
31,Hanguk,Se-Hee Park,430626797,,,23.99,5 s 3 wk 3 d,1260,4,3,6,8,20,TRUE,1,2,5,5,3,7,9,707,2019-04-07,5,FW,390000,41,3.04,4.53,4.8,4.75,5.07,4.68,4.55,5.18,5.32,5.69,5.77,5.72,5.8,5.92,5.85,6.03,6.78,6.19,6.79,0,FWtw,6.79
34,Sverige,Axel Hermansson,422526443,,Y×1,33.74,5 s 1 wk 2 d,330,5,6,6,5,20,FALSE,2,6,6,2,6,1,9,591,2019-04-10,4.5,IM,384000,21,4.24,6.05,5.94,6.21,5.84,6.56,6.27,6.56,5.93,5.88,6.01,5.58,6.47,6.41,6.25,6.34,4.47,5.46,4.11,0,CD,6.56
