Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.16,2시즌 8주 4일,2300,2,4,6,8,20,TRUE,6,4,1,1,1,1,5,661,2018-05-20,4,KP,990000,0,,,6.86,4.47,4.59,3.41,3.24,2.93
2,Hanguk,Soon Jung,429263807,,,29.105,2시즌 8주 4일,130,7,6,6,6,20,TRUE,5,6,1,1,3,1,3,603,2018-05-23,3.5,KP,720000,0,,,6.69,5.5,5.68,3.96,3.69,3.3
3,Hanguk,Dong-Ho Lee,429263808,,,31.47,2시즌 8주 4일,380,4,6,6,6,20,TRUE,1,7,5,2,2,2,4,689,2018-05-23,4,W,320000,5,,,4.42,6.81,7.36,5.86,6.17,4.56
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.15,2시즌 8주 4일,190,2,6,7,5,20,TRUE,2,7,5,5,5,2,5,680,2018-05-23,4.5,W,310000,16,,,5.27,7.65,7.73,6.96,6.74,5.54
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.96,2시즌 8주 4일,8340,3,3,7,8,20,TRUE,1,9,6,3,6,2,6,972,2018-05-23,5,IM,630000,0,,,5.21,8.89,9.57,7.7,7.97,5.85
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Inj 2,26.58,2시즌 8주 4일,4650,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,904,2018-05-23,5,IM,770000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,,28.12,2시즌 8주 4일,2420,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,801,2018-05-20,5,IM,530000,7,,,5.66,8.33,8.95,7.45,7.8,6.12
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,27.9,2시즌 8주 4일,1170,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,725,2018-05-23,4.5,IM,410000,6,,,3.65,5.95,6.51,6.77,7.53,5.98
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,23.24,2시즌 8주 4일,9150,2,4,7,8,20,TRUE,1,9,6,6,5,3,4,994,2018-05-20,6.5,W,1110000,3,,,5.37,9.6,9.73,8.37,8.08,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,24.70,2시즌 8주 4일,11850,4,4,8,8,20,TRUE,1,9,6,7,6,2,4,1008,2018-05-20,7,W,810000,5,,,5.56,10.12,10.06,8.96,8.41,6.7
16,Hanguk,Kil-Sung Park,429263824,,,21.20,2시즌 8주 4일,1640,5,2,6,8,20,TRUE,1,4,3,5,4,7,6,761,2018-05-23,5.5,FW,410000,14,,,3.34,5.19,4.89,4.95,4.66,6.17
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.81,2시즌 8주 4일,10,5,7,6,4,20,TRUE,1,2,3,2,2,5,5,490,2018-05-23,4.5,FW,260000,17,,,3.11,3.86,3.97,4.08,4.36,4.9
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,27.96,2시즌 8주 4일,1320,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,654,2018-05-20,5.5,FW,310000,27,,,3.5,5.14,5.4,5.89,6.4,6.77
31,Česká republika,Leoš Broukal,397610518,Head,Y×2,29.78,1시즌 15주 3일,16220,3,7,8,6,16,FALSE,1,9,9,2,8,4,4,907,2018-05-20,6.5,IM,1860000,42,,,4.99,9.13,10.41,8.92,10.14,7.46
33,Hanguk,Dong-Hyeon Lee,431740152,,,19.25,1시즌 14주 3일,1890,5,2,7,7,20,TRUE,1,8,4,2,2,4,1,853,2018-05-23,4.5,CD,470000,4,,,4.62,7.33,7.86,5.64,5.78,4.99
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×1,19.33,1시즌 5주 3일,2970,3,2,5,7,20,TRUE,1,9,4,4,3,3,3,932,2018-05-23,4.5,CD,670000,0,,,4.1,6.9,7.07,5.27,4.98,4.18
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,20.0,1시즌 4주 3일,2720,2,2,6,7,20,TRUE,1,7,6,6,5,4,2,705,2018-05-20,3.5,WB,410000,3,,,3.98,7.28,7.32,6.86,6.74,5.94
46,Hanguk,Jung-Oh Han,433730490,Technical,Y×1,20.6,1시즌 2주 4일,1330,4,1,6,6,20,TRUE,1,8,3,5,1,3,3,805,2018-05-20,4.5,WB,450000,3,,,3.84,6.59,6.45,4.78,4.14,3.75
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,19.22,1시즌 3일,1100,1,1,6,6,20,TRUE,1,7,5,4,2,4,5,717,2018-05-20,3.5,CD,330000,0,,,3.61,6.37,6.61,5.44,5.46,4.67
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,18.109,9주 3일,420,2,1,6,6,20,TRUE,1,4,5,4,5,4,2,510,2018-05-23,2.5,WB,250000,6,,,2.78,4.73,4.85,5.04,5.24,4.92
58,Hanguk,Yi-Sub Kang,435570656,,,19.28,5주 4일,620,5,1,6,5,20,TRUE,1,4,3,5,5,5,4,602,2018-05-23,2.5,WB,270000,0,,,2.63,4.26,4,4.12,3.81,4.6
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,18.13,4주 4일,340,5,1,7,5,20,TRUE,1,5,4,3,5,2,6,514,2018-05-20,3,CD,250000,3,,,3.19,5.13,5.34,4.85,4.91,4.11
60,Hanguk,Chu-Seok Ahn,435761718,,,18.0,3주 3일,900,3,1,7,5,20,TRUE,1,4,5,3,3,7,5,705,2018-05-20,5,FW,350000,0,,,2.78,4.57,4.85,4.72,5.17,5.58
61,Schweiz,Francois Baumgartner,434542904,,,17.92,3주 2일,4150,5,2,7,7,6,FALSE,1,5,7,6,7,6,3,680,2018-05-20,2.5,CD,444000,3,,,2.61,5.85,5.95,6.57,6.85,6.6
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,34.79,2주 2일,6680,6,8,4,5,5,FALSE,1,9,13,11,5,4,14,1280,2018-05-23,4.5,W,7044000,90,,,2.97,7.37,7.5,7.88,8.06,5.75
64,Hanguk,Koo-Joong Kim,435928762,,,17.103,1주 4일,640,3,1,6,5,20,TRUE,1,7,4,3,2,2,3,743,2018-05-23,3.5,CD,330000,0,,,3.35,5.57,5.82,4.47,4.41,3.34
65,Hanguk,Ji-Min Seo,436018009,,,17.71,3일,60,2,1,6,5,20,TRUE,1,3,4,2,3,3,3,410,,,,250000,0,,,2.36,3.47,3.74,3.68,4.02,3.58
99,Hanguk,In-Guh Park,429263805,,,43.24,2시즌 8주 4일,0,4,6,2,1,20,TRUE,0,0,0,0,0,0,0,240,,,,250000,0,,,0.77,0.77,0.77,0.77,0.77,0.77
