Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.86,1시즌 15주 3일,12350,3,2,4,7,20,TRUE,10,5,1,1,1,2,8,1079,2018-02-07,4.5,KP,1850000,0,,,7.5,3.74,3.87,2.6,2.44,2.38
3,Hanguk,Eun-Seok Hong,427619235,,,30.111,2시즌 7주 3일,340,5,5,5,6,20,TRUE,1,6,6,3,2,1,7,611,2018-02-04,3.5,CD,300000,8,,,3.76,6.06,6.5,5.73,6.05,4.12
4,Hanguk,Ji-Woon Lee,427619236,,,21.15,2시즌 7주 3일,1180,5,2,7,7,20,TRUE,1,7,4,3,5,2,7,729,2018-02-07,4,CD,390000,9,,,4.32,6.93,7.23,5.89,5.84,4.76
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.61,2시즌 7주 3일,100,5,5,6,6,20,TRUE,1,6,4,4,2,1,10,590,2018-02-07,3,CD,270000,3,,,4.04,6.28,6.35,5.47,5.26,4.03
6,Hanguk,Jae-Shin Cha,427619238,,,28.108,2시즌 7주 3일,1160,5,5,7,7,20,TRUE,1,7,3,6,3,2,10,756,2018-02-04,5,WB,390000,8,,,4.77,7.69,7.31,6.27,5.41,4.98
7,Hanguk,In-Moo Byon,427619239,,Inj 2,33.96,2시즌 7주 3일,120,1,6,6,5,20,TRUE,2,6,5,5,5,2,6,590,2018-01-14,4.5,WB,290000,5,,,4.53,6.46,6.49,6.14,6,5.01
8,Hanguk,Hong-Chan Son,427619240,,Y×1,23.56,2시즌 7주 3일,1150,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,615,2018-02-07,3.5,WB,310000,1,,,3.81,6.53,6.66,6.78,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.63,2시즌 7주 3일,1390,2,3,8,7,20,TRUE,1,5,6,3,6,3,10,646,2018-02-07,5,IM,330000,10,,,4.19,6.81,7.33,7.15,7.72,6.37
10,Hanguk,Kwang-Eul Jeon,427619242,,,25.62,2시즌 7주 3일,1610,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,760,2018-02-04,5,IM,430000,6,,,4.52,7.57,8.26,7.52,8.18,5.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.29,2시즌 7주 3일,760,6,4,6,7,20,TRUE,2,5,6,3,5,2,9,621,2018-02-07,4.5,IM,330000,10,,,4.46,6.17,6.63,6.38,6.85,5.28
