Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.85,1시즌 2주 0일,2280,2,3,6,7,20,TRUE,6,3,1,1,1,1,5,660,2017-12-13,3.5,KP,990000,0,,,6.37,3.76,3.84,3.07,2.95,2.75
2,Hanguk,Soon Jung,429263807,,,28.62,1시즌 2주 0일,90,7,5,6,7,20,TRUE,5,5,1,1,3,1,3,316,2017-12-17,4,KP,770000,0,,,6.41,4.96,5.11,3.74,3.53,3.24
3,Hanguk,Dong-Ho Lee,429263808,,,30.4,1시즌 2주 0일,430,4,5,8,6,20,TRUE,1,6,5,2,2,2,4,612,2017-12-17,4,W,310000,4,,,4.65,7.08,7.67,6.39,6.8,5.08
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.42,1시즌 2주 0일,3320,2,2,6,7,20,TRUE,1,9,4,3,4,2,5,937,2017-12-17,4.5,WB,730000,1,,,4.52,7.45,7.8,5.71,5.55,4.29
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,31.100,1시즌 2주 0일,520,3,5,7,6,20,TRUE,1,7,4,4,3,1,7,700,2017-12-17,4,W,310000,4,,,4.66,7.37,7.49,6.21,5.93,4.54
6,Hanguk,Yong-Seo Kwon,429263811,,,27.72,1시즌 2주 0일,4450,3,4,8,7,20,TRUE,1,9,3,6,4,2,6,961,2017-12-13,5.5,WB,570000,3,,,5.45,9.07,8.76,6.9,5.88,5.26
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,32.84,1시즌 2주 0일,770,2,5,7,6,20,TRUE,2,7,6,5,5,3,6,680,2017-12-13,4.5,W,320000,2,,,5.24,7.86,8.07,7.41,7.43,6.16
8,Hanguk,Min-Gyu Jung,429263814,,,22.46,1시즌 2주 0일,1620,1,3,4,7,20,TRUE,1,7,6,4,4,2,5,768,2017-12-17,3.5,CD,330000,2,,,3.45,5.89,6.2,5.46,5.59,4.18
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.53,1시즌 2주 0일,2440,3,2,6,7,20,TRUE,1,7,6,3,6,2,6,748,2017-12-17,4,CD,330000,0,,,4,6.82,7.35,6.43,6.79,5.07
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.15,1시즌 2주 0일,3230,4,3,6,7,20,TRUE,1,8,7,2,3,2,4,847,2017-12-13,4.5,CD,570000,1,,,4.54,7.7,8.58,6.94,7.63,5.1
