Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.83,5 시즌 2 주 0 일,1790,2,5,4,7,20,TRUE,6,5,1,1,1,1,5,655,2019-03-10,3.5,KP,1010000,0,5.82,4.4,4.11,4.16,3.81,4.23,4.37,3.69,3.4,2.97,2.92,2.86,2.97,2.79,2.8,2.6,2.45,2.45,2.45,0,KP,5.82
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.82,5 시즌 2 주 0 일,40,2,6,7,4,20,TRUE,1,6,4,3,3,0,5,590,2019-03-06,4,W,270000,17,4.07,6.31,6.12,6.22,5.93,6.35,6.35,6.04,5.66,5.38,5.4,5.21,5.51,5.32,5.38,5.11,3.75,4.32,3.69,0,CD,6.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.13,5 시즌 2 주 0 일,4530,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,904,2019-03-06,5,IM,1060000,6,5.37,9.35,8.99,9.41,8.66,9.97,9.65,9.62,8.24,7.82,8.05,7.18,8.83,8.49,8.24,8.09,5.7,6.36,5.23,0,CD,9.97
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.76,5 시즌 2 주 0 일,730,5,5,3,7,20,TRUE,1,5,7,3,5,3,4,703,2019-03-10,3,IM,390000,18,2.77,4.49,4.53,4.7,4.58,4.94,4.66,5.16,4.73,4.85,4.99,4.63,5.34,5.34,5.2,5.31,4.2,4.64,3.94,0,IM,5.34
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.91,5 시즌 2 주 0 일,12450,2,5,8,8,20,TRUE,1,10,6,6,5,3,4,1064,2019-03-10,6.5,W,1650000,11,5.95,10.99,10.59,10.66,10.18,10.76,10.95,10.02,9.54,8.93,8.88,8.74,8.9,8.56,8.69,8.2,6.93,0,6.97,7.37,WBd,10.99
15,Hanguk,Bong-Joo Kim,429263823,,,27.25,5 시즌 2 주 0 일,14410,4,5,7,7,20,TRUE,1,10,6,7,6,2,4,1091,2019-03-10,6.5,W,1790000,24,5.69,10.65,10.31,10.3,9.95,10.29,10.56,9.58,9.38,8.83,8.72,8.77,8.54,8.24,8.49,7.93,6.5,7.19,6.65,0,WBd,10.65
16,Hanguk,Kil-Sung Park,429263824,,,23.87,5 시즌 2 주 0 일,2220,5,3,6,8,20,TRUE,1,6,3,5,4,7,6,740,2019-03-06,6,FW,410000,32,4.07,6.66,6.45,6.35,6.23,6.22,6.51,5.72,5.86,5.5,5.37,5.6,5.18,5.1,5.14,5.03,6.4,5.73,6.57,0,WBd,6.66
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.51,5 시즌 2 주 0 일,870,2,6,7,6,20,TRUE,1,5,5,3,6,6,3,600,2019-03-10,5.5,FW,300000,41,4.13,6.35,6.29,6.43,6.24,6.63,6.47,6.63,6.35,6.34,6.39,6.21,6.69,6.74,6.54,6.8,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,32.33,4 시즌 9 주 0 일,7040,3,7,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-03-10,6,IM,1500000,48,4.8,8.83,8.51,9.08,8.23,9.84,9.28,9.68,8.23,7.98,8.26,7.3,9.32,9.17,8.7,9,6.63,7.71,5.86,0,CD,9.84
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×2,21.100,3 시즌 15 주 0 일,14450,3,2,7,8,20,TRUE,1,11,4,4,3,3,3,1179,2019-03-06,6,W,3310000,1,5.56,10.22,9.54,9.67,8.85,9.84,10.16,8.57,7.82,6.79,6.69,6.49,6.8,6.31,6.38,5.81,5.11,0,5.13,5.14,WBd,10.22
59,Hanguk,Hyung-Hwa Jung,435660098,,,20.80,2 시즌 14 주 0 일,11880,5,2,7,8,20,TRUE,1,11,4,3,5,2,6,1130,2019-03-10,6,CD,1470000,16,5.55,10.05,9.34,9.54,8.63,9.82,10.06,8.56,7.76,6.75,6.66,6.44,6.87,6.45,6.45,6.03,4.9,5.46,4.78,0,CDtw,10.06
