Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.31,1시즌 10주 4일,2280,2,3,6,8,20,TRUE,6,3,1,1,1,1,5,660,2018-02-11,3.5,KP,990000,0,,,6.41,3.79,3.86,3.09,2.97,2.77
2,Hanguk,Soon Jung,429263807,,,29.8,1시즌 10주 4일,80,7,5,5,7,20,TRUE,5,6,1,1,3,1,3,590,2018-02-14,3.5,KP,720000,0,,,6.09,4.99,5.16,3.57,3.32,2.96
3,Hanguk,Dong-Ho Lee,429263808,,,30.62,1시즌 10주 4일,460,4,5,8,6,20,TRUE,1,7,5,2,2,2,4,693,2018-02-14,4,W,310000,5,,,4.87,7.56,8.18,6.5,6.85,5.03
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.100,1시즌 10주 4일,5000,2,2,5,7,20,TRUE,1,10,4,3,4,2,5,1022,2018-02-14,4.5,CD,730000,1,,,4.38,7.3,7.66,5.39,5.19,3.94
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.46,1시즌 10주 4일,400,3,6,8,6,20,TRUE,1,7,4,4,3,1,7,693,2018-02-14,4.5,W,350000,5,,,4.87,7.64,7.77,6.46,6.17,4.75
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.30,1시즌 10주 4일,490,2,5,8,6,20,TRUE,2,7,5,5,5,2,6,680,2018-02-14,5,IM,320000,8,,,5.4,7.89,7.97,7.16,6.94,5.69
8,Hanguk,Min-Gyu Jung,429263814,,,22.104,1시즌 10주 4일,3300,1,3,6,7,20,TRUE,1,8,6,4,4,2,5,863,2018-02-14,4.5,CD,330000,2,,,4.55,7.85,8.26,6.95,7.07,5.21
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.111,1시즌 10주 4일,4190,3,2,7,7,20,TRUE,1,8,6,3,6,2,6,847,2018-02-14,5,CD,330000,0,,,4.67,8.04,8.67,7.23,7.57,5.57
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.73,1시즌 10주 4일,4100,4,4,6,7,20,TRUE,1,8,7,2,3,2,4,886,2018-02-14,5,IM,570000,1,,,4.69,7.85,8.74,7.1,7.78,5.26
11,Hanguk,Ryung-Tae Kim,429263818,,,27.27,1시즌 10주 4일,2230,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,774,2018-02-11,4.5,IM,490000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,26.24,1시즌 10주 4일,1070,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,709,2018-02-14,4,IM,410000,5,,,3.66,5.97,6.53,6.79,7.56,6
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.39,1시즌 10주 4일,4270,2,3,6,8,20,TRUE,1,8,6,6,5,3,4,824,2018-02-14,4.5,WB,470000,2,,,4.58,8.25,8.32,7.46,7.24,5.98
15,Hanguk,Bong-Joo Kim,429263823,,,23.85,1시즌 10주 4일,6340,4,3,6,8,20,TRUE,1,8,6,7,6,2,4,884,2018-02-14,5,WB,410000,5,,,4.57,8.4,8.31,7.71,7.28,5.85
16,Hanguk,Kil-Sung Park,429263824,,,20.35,1시즌 10주 4일,1520,5,2,7,7,20,TRUE,1,4,3,5,4,7,6,752,2018-02-14,5.5,FW,410000,12,,,3.55,5.52,5.2,5.27,4.96,6.56
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×1 Bru,34.96,1시즌 10주 4일,30,5,7,6,5,20,TRUE,1,2,4,3,3,6,5,590,2018-01-21,4.5,FW,290000,13,,,2.95,3.98,4.06,4.5,4.81,5.41
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.111,1시즌 10주 4일,930,2,5,4,7,20,TRUE,1,3,5,3,6,6,3,627,2018-02-11,3.5,FW,310000,20,,,2.86,4.2,4.41,4.8,5.22,5.53
