Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.97,2시즌 1주 0일,15550,3,2,5,7,20,TRUE,11,5,1,1,1,2,8,1114,2018-02-14,4,KP,1850000,0,,,9,4.2,4.34,2.92,2.74,2.67
3,Hanguk,Eun-Seok Hong,427619235,,,31.10,2시즌 9주 0일,290,5,5,6,6,20,TRUE,1,6,6,3,2,1,7,607,2018-02-18,4,CD,290000,9,,,4.1,6.61,7.09,6.25,6.61,4.5
4,Hanguk,Ji-Woon Lee,427619236,,,21.26,2시즌 9주 0일,1240,5,2,7,7,20,TRUE,1,7,4,3,5,2,7,738,2018-02-14,4.5,CD,390000,9,,,4.32,6.93,7.23,5.89,5.84,4.76
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.72,2시즌 9주 0일,100,5,5,6,6,20,TRUE,1,6,4,4,2,1,10,590,2018-02-14,3,CD,270000,3,,,4.04,6.28,6.35,5.47,5.26,4.03
6,Hanguk,Jae-Shin Cha,427619238,,,29.7,2시즌 9주 0일,1000,5,5,7,7,20,TRUE,1,7,3,6,3,2,10,734,2018-02-18,5,WB,380000,9,,,4.78,7.7,7.33,6.28,5.42,4.98
7,Hanguk,In-Moo Byon,427619239,,Inj 1,33.107,2시즌 9주 0일,120,1,6,5,5,20,TRUE,2,6,4,5,5,2,6,590,2018-01-14,4.5,WB,290000,5,,,4.14,5.74,5.66,5.24,4.94,4.36
8,Hanguk,Hong-Chan Son,427619240,,Y×1,23.67,2시즌 9주 0일,1130,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,615,2018-02-14,3.5,WB,310000,1,,,3.81,6.53,6.66,6.79,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.74,2시즌 9주 0일,1400,2,3,7,7,20,TRUE,1,5,6,3,6,3,10,652,2018-02-14,5,IM,330000,10,,,4.07,6.62,7.13,6.95,7.5,6.19
10,Hanguk,Kwang-Eul Jeon,427619242,,Bru,25.73,2시즌 9주 0일,1480,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,754,2018-02-18,4,IM,430000,6,,,3.98,6.67,7.27,6.63,7.21,5.11
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.40,2시즌 9주 0일,760,6,4,6,7,20,TRUE,2,5,6,3,5,2,9,621,2018-02-18,4,W,330000,10,,,4.46,6.17,6.63,6.38,6.85,5.28
12,Hanguk,Chan-Myung Lee,427619244,,,27.49,2시즌 9주 0일,1040,3,4,7,7,20,TRUE,1,3,7,3,4,3,8,751,2018-02-14,4.5,IM,410000,8,,,3.64,5.84,6.4,7,7.88,6.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.37,2시즌 9주 0일,1420,2,3,6,8,20,TRUE,1,5,6,6,5,2,9,614,2018-02-14,4,W,330000,10,,,3.81,6.71,6.67,6.98,6.9,5.61
14,Hanguk,Se-Jong Cho,427619246,,,30.37,2시즌 9주 0일,610,4,5,7,6,20,TRUE,1,5,5,6,3,4,8,601,2018-02-14,4,WB,280000,18,,,4.19,6.96,6.78,6.81,6.57,6.22
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,24.90,2시즌 9주 0일,2290,5,4,7,8,20,TRUE,1,5,5,7,6,2,9,745,2018-02-14,5,W,350000,13,,,4.27,7.35,6.99,7.48,6.97,6.19
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,20.84,2시즌 9주 0일,1270,6,2,4,7,20,TRUE,1,3,3,6,4,7,10,779,2018-02-14,4.5,FW,410000,21,,,2.5,3.93,3.52,4.04,3.7,5.09
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,36.23,2시즌 9주 0일,10,2,7,7,4,20,TRUE,0,2,3,2,2,5,7,490,2018-02-18,4,FW,250000,25,,,2.65,4.02,4.14,4.25,4.54,5.1
18,Hanguk,Kwang-Rae Kim,427619250,Head,Y×1,28.44,2시즌 9주 0일,1060,3,4,7,7,20,TRUE,1,2,5,3,6,6,7,614,2018-02-18,5,FW,310000,30,,,3.34,4.83,5.06,5.99,6.6,7.1
21,Belgium,Jitse Haes,428112207,,,33.42,2시즌 3주 6일,200,4,5,3,5,17,FALSE,2,6,5,5,5,2,7,590,2018-02-18,3,W,348000,2,,,2.88,4.29,4.31,4.06,3.95,3.23
23,Belgium,Mathias Piron,428125893,Technical,,34.11,2시즌 3주 6일,130,6,6,7,5,17,FALSE,2,6,5,5,5,2,9,590,2018-02-18,4,W,324000,7,,,4.46,6.6,6.64,6.25,6.09,4.99
25,Polska,Pylyp Nagorniak,406205227,,,28.84,2시즌 3주 6일,1550,5,3,5,7,17,FALSE,1,6,7,3,6,3,9,699,2018-02-18,3.5,IM,444000,8,,,3.09,5.61,6.19,5.8,6.39,4.86
31,Hanguk,Se-Hee Park,430626797,,,20.19,1시즌 8주 0일,1210,4,2,6,7,20,TRUE,1,2,5,5,3,7,8,723,2018-02-14,5.5,FW,390000,11,,,2.76,4.46,4.35,5.33,5.55,6.39
34,Sverige,Axel Hermansson,422526443,,Y×1,29.106,1시즌 5주 6일,1990,5,5,7,6,13,FALSE,2,7,7,2,6,2,9,702,2018-02-14,4.5,IM,516000,8,,,4.58,6.95,7.83,6.78,7.57,5.23
38,Latvija,Artem Skurlatov,409641598,,,28.0,1시즌 2주 3일,2500,5,5,5,6,12,FALSE,1,8,6,3,4,3,4,844,2018-02-14,3.5,CD,732000,8,,,3.45,6.15,6.66,5.37,5.66,4.24
40,Perú,Matías Pichis,416567166,,,23.62,1시즌 1주 5일,9860,6,2,7,7,12,FALSE,1,10,8,2,4,4,6,1003,2018-02-18,5,CD,1764000,4,,,4.34,8.51,9.69,7.31,8.22,5.63
41,Deutschland,Reinold Kisch,413993877,,,24.66,1시즌 1주 5일,2320,5,2,6,7,12,FALSE,1,8,6,2,4,5,3,801,2018-02-18,3.5,CD,588000,10,,,3.43,6.31,7.04,5.41,5.98,4.93
48,Hanguk,Dong-Suk Lee,432205385,Technical,,19.33,11주 6일,1070,6,1,7,5,20,TRUE,1,5,4,5,6,5,4,622,2018-02-18,4.5,FW,290000,1,,,3.14,5.38,5.25,5.21,5.02,5.46
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×2,18.1,8주 1일,5360,4,1,7,6,20,TRUE,1,7,7,7,4,5,4,801,2018-02-18,5,WB,550000,4,,,3.77,7.57,7.57,7.32,7.24,6.4
55,Hanguk,Geun-Ho Han,433728993,,,19.3,5주 0일,1990,3,1,7,5,20,TRUE,1,5,6,4,3,7,3,741,2018-02-14,3.5,WB,410000,1,,,3.14,5.61,5.9,5.68,6.11,6.16
58,Hanguk,Tae-Hwan Lee,434006765,,,17.31,2주 0일,3160,4,1,7,6,20,TRUE,7,1,1,1,1,1,4,700,2018-02-18,3,KP,950000,0,,,5.93,2.19,2.19,2.19,2.19,2.19
60,Hanguk,Young-Rim Jung,434511713,,,18.34,0일,550,4,0,6,5,20,TRUE,4,4,1,1,1,1,5,469,,,,550000,0,,,4.21,3.24,3.34,2.33,2.18,1.91
99,Hanguk,Je-Min Jung,427619232,,,42.100,2시즌 9주 0일,0,3,8,3,1,20,TRUE,0,0,0,0,0,0,0,340,,,,250000,0,,,1.03,1.03,1.03,1.03,1.03,1.03
