Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,25.101,4 시즌 4 주 5 일,1960,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,652,2018-12-05,3.5,KP,990000,0,6.57,4.96,4.63,4.69,4.3,4.77,4.93,4.17,3.84,3.35,3.3,3.23,3.35,3.14,3.16,2.93,2.77,2.77,2.77,0,KP,6.57
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,35.100,4 시즌 4 주 5 일,80,2,6,7,5,20,TRUE,1,7,4,4,4,1,5,680,2018-12-05,4,W,290000,17,4.36,7.09,6.84,6.88,6.58,6.94,7.06,6.48,6.23,5.85,5.81,5.76,5.79,5.6,5.7,5.39,4.38,4.86,4.4,0,WBd,7.09
9,Hanguk,Seung-Min Lee,429263815,Quick,,23.69,4 시즌 4 주 5 일,10620,3,4,8,8,20,TRUE,1,10,6,3,6,2,6,1024,2018-12-02,5.5,IM,1550000,8,5.85,10.44,9.93,10.25,9.44,10.68,10.6,9.93,8.95,8.31,8.36,7.88,8.84,8.53,8.41,8.2,6.22,7.16,5.89,0,CD,10.68
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,28.31,4 시즌 4 주 5 일,5000,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,912,2018-12-05,6,IM,990000,6,5.27,9.26,8.91,9.33,8.58,9.89,9.57,9.54,8.15,7.73,7.96,7.09,8.75,8.4,8.16,8.01,5.6,6.27,5.13,0,CD,9.89
11,Hanguk,Ryung-Tae Kim,429263818,,,29.97,4 시즌 4 주 5 일,2010,2,4,5,6,20,TRUE,2,8,6,3,5,3,5,801,2018-10-31,4.5,IM,570000,9,4.5,6.85,6.62,6.83,6.4,7.12,6.99,6.83,6.19,5.92,6,5.63,6.36,6.21,6.08,6.03,4.87,5.33,4.63,0,CD,7.12
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,28.94,4 시즌 4 주 5 일,1310,5,5,8,7,20,TRUE,1,5,7,3,5,3,4,704,2018-12-05,5.5,IM,410000,15,4.4,7.14,7.19,7.48,7.28,7.85,7.41,8.21,7.51,7.71,7.93,7.36,8.5,8.48,8.26,8.44,6.67,7.38,6.27,0,IMd,8.5
13,Hanguk,Hong-Woon Kim,429263820,Technical,,24.109,4 시즌 4 주 5 일,10960,2,4,7,8,20,TRUE,1,10,6,6,5,3,4,1037,2018-12-02,7,W,1430000,9,5.65,10.55,10.16,10.23,9.77,10.33,10.51,9.61,9.14,8.55,8.5,8.37,8.52,8.19,8.32,7.84,6.6,0,6.64,7.03,WBd,10.55
15,Hanguk,Bong-Joo Kim,429263823,,,26.43,4 시즌 4 주 5 일,11930,4,5,6,7,20,TRUE,1,10,6,7,6,2,4,1054,2018-12-02,6,W,1570000,19,5.3,9.92,9.6,9.59,9.26,9.58,9.83,8.92,8.74,8.22,8.12,8.16,7.95,7.68,7.91,7.38,6.06,6.69,6.19,0,WBd,9.92
16,Hanguk,Kil-Sung Park,429263824,,Y×2,22.105,4 시즌 4 주 5 일,2100,5,3,7,8,20,TRUE,1,5,3,5,4,7,6,759,2018-12-05,6,FW,410000,27,4.1,6.51,6.38,6.26,6.24,6.1,6.36,5.74,5.99,5.75,5.62,5.88,5.4,5.37,5.41,5.36,6.88,6.16,7.07,0,FWtw,7.07
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,29.69,4 시즌 4 주 5 일,1100,2,6,8,6,20,TRUE,1,4,5,3,6,6,3,611,2018-12-02,6,FW,300000,35,4,5.95,5.98,6.11,6.02,6.29,6.08,6.46,6.26,6.39,6.46,6.29,6.76,6.87,6.65,6.99,7.15,7.2,6.91,0,FWd,7.2
