Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.40,3시즌 8주 3일,41720,3,2,6,8,20,TRUE,14,5,1,1,1,2,8,1417,2018-07-29,7,KP,11930000,0,,,11.76,4.61,4.76,3.2,3.01,2.93
3,Hanguk,Eun-Seok Hong,427619235,,,32.65,4시즌 2일,190,5,5,7,6,20,TRUE,1,6,5,3,2,1,7,590,2018-08-01,4,CD,290000,9,,,4.42,6.92,7.3,6.27,6.44,4.57
4,Hanguk,Ji-Woon Lee,427619236,,,22.81,4시즌 2일,1270,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,726,2018-08-01,4.5,CD,390000,25,,,4.65,7.33,7.64,6.27,6.21,5.11
6,Hanguk,Jae-Shin Cha,427619238,,,30.62,4시즌 2일,770,5,6,7,6,20,TRUE,1,7,3,6,3,1,10,732,2018-08-01,5,WB,360000,15,,,4.86,7.77,7.4,6.35,5.47,4.68
8,Hanguk,Hong-Chan Son,427619240,,,25.10,4시즌 2일,1180,5,4,7,7,20,TRUE,1,5,6,5,5,1,8,634,2018-08-01,5,W,310000,3,,,4.23,7.15,7.29,7.42,7.5,5.64
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,23.17,4시즌 2일,870,2,3,3,8,20,TRUE,1,5,6,3,6,3,10,632,2018-07-29,3,IM,330000,10,,,2.66,4.33,4.66,4.54,4.9,4.04
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,27.16,4시즌 2일,1520,4,5,6,7,20,TRUE,1,6,7,3,3,2,9,758,2018-08-01,4.5,IM,430000,15,,,4.27,7.07,7.71,7.04,7.64,5.44
11,Hanguk,Kwang-Hwan Yun,427619243,,,29.95,4시즌 2일,670,6,5,7,6,20,TRUE,2,5,6,2,5,2,9,631,2018-07-29,4,W,320000,12,,,4.86,6.5,7.16,6.71,7.4,5.62
12,Hanguk,Chan-Myung Lee,427619244,,,28.104,4시즌 2일,930,3,5,8,7,20,TRUE,1,3,7,3,4,3,8,732,2018-07-29,5,IM,410000,8,,,3.87,6.13,6.7,7.33,8.22,6.56
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.92,4시즌 2일,1650,2,4,8,8,20,TRUE,1,5,6,6,5,2,9,626,2018-08-01,5,W,330000,21,,,4.41,7.65,7.6,7.95,7.86,6.42
