Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.24,2시즌 9주 4일,2250,2,4,6,8,20,TRUE,6,4,1,1,1,1,5,658,2018-05-27,4,KP,990000,0,,,6.86,4.47,4.59,3.41,3.24,2.93
2,Hanguk,Soon Jung,429263807,,,30.1,2시즌 9주 4일,120,7,6,5,6,20,TRUE,5,6,1,1,3,1,3,605,2018-05-30,3.5,KP,680000,0,,,6.12,5.02,5.2,3.62,3.37,3.02
3,Hanguk,Dong-Ho Lee,429263808,,,31.55,2시즌 9주 4일,400,4,6,7,6,20,TRUE,1,7,5,2,2,2,4,689,2018-05-30,4,W,320000,5,,,4.77,7.34,7.94,6.32,6.66,4.92
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.23,2시즌 9주 4일,180,2,6,7,5,20,TRUE,2,7,5,5,5,2,5,680,2018-05-27,4.5,W,310000,16,,,5.27,7.65,7.73,6.96,6.74,5.54
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.104,2시즌 9주 4일,8570,3,3,8,8,20,TRUE,1,9,6,3,6,2,6,977,2018-05-30,5.5,IM,630000,0,,,5.39,9.19,9.89,7.96,8.25,6.05
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Inj 1,26.66,2시즌 9주 4일,4300,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,903,2018-05-23,5,IM,770000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.20,2시즌 9주 4일,2400,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,800,2018-05-30,5,IM,530000,7,,,5.66,8.33,8.95,7.45,7.8,6.12
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,27.17,2시즌 9주 4일,1100,5,4,5,7,20,TRUE,1,4,7,3,5,3,4,735,2018-05-30,4,IM,410000,6,,,3.34,5.44,5.95,6.19,6.88,5.46
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,23.32,2시즌 9주 4일,9160,2,4,7,8,20,TRUE,1,9,6,6,5,3,4,994,2018-05-27,6.5,W,1110000,3,,,5.37,9.6,9.73,8.37,8.08,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,24.78,2시즌 9주 4일,11920,4,4,8,8,20,TRUE,1,9,6,7,6,2,4,1008,2018-05-30,6.5,W,810000,5,,,5.56,10.12,10.06,8.96,8.41,6.7
16,Hanguk,Kil-Sung Park,429263824,,,21.28,2시즌 9주 4일,1570,5,2,6,8,20,TRUE,1,4,3,5,4,7,6,753,2018-05-30,5,FW,410000,14,,,3.34,5.19,4.89,4.95,4.66,6.17
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.89,2시즌 9주 4일,10,5,7,5,4,20,TRUE,1,2,3,2,2,5,5,490,2018-05-30,4,FW,260000,17,,,2.84,3.52,3.63,3.73,3.98,4.48
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,27.104,2시즌 9주 4일,1290,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,649,2018-05-27,5,FW,310000,27,,,3.5,5.14,5.4,5.89,6.4,6.77
31,Česká republika,Leoš Broukal,397610518,Head,R,29.86,2시즌 3일,16260,3,7,8,6,16,FALSE,1,9,9,2,8,4,4,908,2018-05-27,6.5,IM,1860000,42,,,4.99,9.13,10.41,8.92,10.14,7.46
33,Hanguk,Dong-Hyeon Lee,431740152,,,19.33,1시즌 15주 3일,2090,5,2,7,7,20,TRUE,1,8,4,2,2,4,1,868,2018-05-30,4.5,CD,470000,4,,,4.62,7.34,7.86,5.64,5.78,5
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×1,19.41,1시즌 6주 3일,3290,3,2,6,7,20,TRUE,1,9,4,4,3,3,3,935,2018-05-30,4.5,CD,670000,0,,,4.49,7.56,7.75,5.78,5.46,4.58
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,20.8,1시즌 5주 3일,2680,2,2,5,7,20,TRUE,1,7,6,6,5,4,2,716,2018-05-27,3.5,WB,410000,3,,,3.65,6.68,6.72,6.3,6.18,5.45
46,Hanguk,Jung-Oh Han,433730490,Technical,Y×1,20.14,1시즌 3주 4일,1510,4,1,7,6,20,TRUE,1,8,3,5,1,3,3,808,2018-05-27,4.5,WB,450000,3,,,4.16,7.14,6.99,5.18,4.49,4.06
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,19.30,1시즌 1주 3일,1170,1,1,5,6,20,TRUE,1,7,5,4,2,4,5,745,2018-05-27,3.5,CD,330000,0,,,3.31,5.84,6.05,4.98,5.01,4.28
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,19.5,10주 3일,430,2,1,6,6,20,TRUE,1,4,5,4,5,4,2,510,2018-05-30,2.5,WB,250000,6,,,2.8,4.76,4.88,5.07,5.27,4.95
58,Hanguk,Yi-Sub Kang,435570656,,,19.36,6주 4일,660,5,1,6,5,20,TRUE,1,4,3,5,5,5,4,615,2018-05-30,2.5,WB,270000,0,,,2.66,4.31,4.04,4.17,3.85,4.65
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,18.21,5주 4일,390,5,1,7,5,20,TRUE,1,5,4,3,5,2,6,524,2018-05-27,3,CD,250000,3,,,3.21,5.16,5.37,4.88,4.95,4.14
60,Hanguk,Chu-Seok Ahn,435761718,,,18.8,4주 3일,930,3,1,7,5,20,TRUE,1,4,5,3,3,7,5,708,2018-05-27,5,FW,350000,0,,,2.78,4.57,4.85,4.72,5.17,5.58
61,Schweiz,Francois Baumgartner,434542904,,,17.100,4주 2일,4470,5,2,7,7,6,FALSE,1,5,7,6,7,6,3,684,2018-05-27,3,CD,444000,3,,,2.62,5.86,5.96,6.59,6.86,6.62
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,34.87,3주 2일,7850,6,8,5,5,6,FALSE,1,9,13,11,5,4,14,1280,2018-05-30,5.5,W,7044000,90,,,3.38,8.32,8.47,8.9,9.11,6.5
64,Hanguk,Koo-Joong Kim,435928762,,,17.111,2주 4일,710,3,1,6,5,20,TRUE,1,7,4,3,2,2,3,759,2018-05-30,3.5,CD,330000,0,,,3.38,5.62,5.88,4.51,4.45,3.37
99,Hanguk,In-Guh Park,429263805,,,43.32,2시즌 9주 4일,0,3,6,2,1,20,TRUE,0,0,0,0,0,0,0,240,,,,250000,0,,,0.77,0.77,0.77,0.77,0.77,0.77
