Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.102,3시즌 1주 3일,37650,3,2,7,8,20,TRUE,13,5,1,1,1,2,8,1344,2018-06-13,7,KP,5450000,0,,,12.04,4.99,5.15,3.47,3.26,3.17
3,Hanguk,Eun-Seok Hong,427619235,,,32.15,3시즌 9주 3일,190,5,5,6,6,20,TRUE,1,6,5,3,2,1,7,590,2018-06-10,4,CD,290000,9,,,4.1,6.41,6.78,5.82,5.98,4.24
4,Hanguk,Ji-Woon Lee,427619236,,Y×2,22.31,3시즌 9주 3일,1250,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,724,2018-06-10,4.5,CD,390000,25,,,4.66,7.35,7.65,6.28,6.23,5.12
6,Hanguk,Jae-Shin Cha,427619238,,,30.12,3시즌 9주 3일,790,5,5,7,6,20,TRUE,1,7,3,6,3,2,10,714,2018-06-10,5,WB,360000,13,,,4.76,7.67,7.3,6.26,5.4,4.97
8,Hanguk,Hong-Chan Son,427619240,,,24.72,3시즌 9주 3일,1130,5,3,6,7,20,TRUE,1,5,6,5,5,1,8,635,2018-06-13,3,WB,310000,1,,,3.78,6.48,6.61,6.74,6.81,5.09
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,22.79,3시즌 9주 3일,1300,2,3,6,8,20,TRUE,1,5,6,3,6,3,10,618,2018-06-13,4.5,IM,330000,10,,,3.81,6.19,6.67,6.5,7.02,5.79
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,26.78,3시즌 9주 3일,1690,4,4,8,7,20,TRUE,1,6,7,3,3,2,9,764,2018-06-10,5,IM,430000,13,,,4.64,7.78,8.49,7.74,8.41,5.96
11,Hanguk,Kwang-Hwan Yun,427619243,,Y×1,29.45,3시즌 9주 3일,680,6,5,7,6,20,TRUE,2,5,6,2,5,2,9,634,2018-06-13,4,W,320000,12,,,4.89,6.54,7.21,6.76,7.45,5.65
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,28.54,3시즌 9주 3일,860,3,4,6,7,20,TRUE,1,3,7,3,4,3,8,731,2018-06-13,4.5,IM,410000,8,,,3.36,5.39,5.9,6.46,7.26,5.77
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.42,3시즌 9주 3일,1510,2,4,6,8,20,TRUE,1,5,6,6,5,2,9,618,2018-06-10,5,W,330000,18,,,3.96,6.86,6.82,7.13,7.04,5.76
14,Hanguk,Se-Jong Cho,427619246,,,31.42,3시즌 9주 3일,430,4,6,7,6,20,TRUE,1,5,5,6,3,3,8,596,2018-06-13,4,WB,280000,18,,,4.24,6.98,6.81,6.83,6.56,5.88
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,25.95,3시즌 9주 3일,2080,5,4,6,7,20,TRUE,1,5,5,7,6,2,9,765,2018-06-13,4,W,350000,13,,,3.93,6.78,6.44,6.89,6.43,5.71
16,Hanguk,Dong-Shik Kim,427619248,,Y×1 Bru,21.89,3시즌 9주 3일,1480,6,3,6,8,20,TRUE,1,3,3,6,4,7,10,749,2018-06-13,5.5,FW,410000,24,,,3.13,4.81,4.32,4.93,4.53,6.16
18,Hanguk,Kwang-Rae Kim,427619250,Head,,29.49,3시즌 9주 3일,650,3,5,4,6,20,TRUE,1,2,5,3,6,6,7,613,2018-06-13,4,FW,300000,32,,,2.59,3.69,3.87,4.56,5.02,5.39
23,Belgium,Mathias Piron,428125893,Technical,,35.16,3시즌 4주 3일,70,6,6,7,5,20,FALSE,2,5,5,5,5,1,8,490,2018-06-10,4.5,W,312000,12,,,4.2,6.03,6.03,6.03,5.9,4.61
25,Polska,Pylyp Nagorniak,406205227,,Y×1,29.89,3시즌 4주 3일,1620,5,3,7,6,20,FALSE,1,6,6,3,6,3,9,658,2018-06-13,4.5,IM,432000,8,,,3.79,6.56,7.1,6.51,6.99,5.6
31,Hanguk,Se-Hee Park,430626797,,,21.24,2시즌 8주 3일,1130,4,2,5,7,20,TRUE,1,2,5,5,3,7,8,728,2018-06-10,4.5,FW,390000,23,,,2.58,4.17,4.07,4.98,5.19,5.98
34,Sverige,Axel Hermansson,422526443,,Y×1,30.111,2시즌 6주 2일,1640,5,5,8,6,18,FALSE,2,6,7,2,6,2,9,703,2018-06-10,4.5,IM,492000,16,,,4.7,6.88,7.74,7.08,7.95,5.64
38,Latvija,Artem Skurlatov,409641598,,,29.5,2시즌 2주 6일,2100,5,5,6,7,17,FALSE,1,8,6,3,4,3,4,802,2018-06-10,4.5,CD,684000,8,,,3.99,6.95,7.5,6.09,6.41,4.86
40,Perú,Matías Pichis,416567166,,,24.67,2시즌 2주 2일,8320,6,2,5,8,17,FALSE,1,10,8,2,4,4,6,999,2018-06-13,4.5,CD,1764000,4,,,3.93,7.5,8.51,6.47,7.25,5.03
41,Deutschland,Reinold Kisch,413993877,,,25.71,2시즌 2주 2일,2330,5,2,5,7,17,FALSE,1,8,6,2,4,5,3,803,2018-06-13,4,CD,588000,11,,,3.43,6.13,6.82,5.29,5.82,4.83
48,Hanguk,Dong-Suk Lee,432205385,Technical,,20.38,1시즌 12주 2일,1280,6,1,8,7,20,TRUE,1,5,4,5,6,5,4,613,2018-06-10,5,FW,290000,5,,,3.49,5.98,5.84,5.8,5.58,6.07
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×1,19.6,1시즌 8주 4일,5670,4,2,7,7,20,TRUE,1,7,7,7,4,5,4,793,2018-06-10,5,WB,550000,10,,,4.34,8.32,8.32,8.07,7.98,7.09
55,Hanguk,Geun-Ho Han,433728993,,Y×1,20.8,1시즌 5주 4일,2320,3,1,8,7,20,TRUE,1,5,6,4,3,7,3,719,2018-06-13,5,FW,410000,5,,,3.49,6.24,6.57,6.32,6.81,6.86
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,19.71,1시즌 2일,5910,3,3,6,7,12,FALSE,1,8,5,7,7,2,4,857,2018-06-10,4.5,WB,708000,2,,,3.64,7.16,6.94,6.33,5.71,4.77
65,Hanguk,Sang-Hyun Yun,434942107,,Y×1 Inj 1,18.34,11주 4일,2400,3,1,6,6,20,TRUE,1,6,5,4,7,4,2,768,2018-06-10,4,W,390000,2,,,3.22,5.61,5.81,5.43,5.52,5.13
70,Hanguk,Min-Gyu Jung,429263814,,,24.0,7주 1일,5710,1,3,7,8,8,FALSE,1,9,6,4,4,2,5,938,2018-06-13,4.5,CD,1030000,2,,,4.12,7.96,8.46,6.62,6.68,4.56
72,Hanguk,Gyeong-Ryeol Kim,435840503,,,18.48,5주 4일,1530,3,1,6,5,20,TRUE,1,7,6,4,4,3,5,744,2018-06-06,4,WB,390000,0,,,3.24,5.89,6.22,5.42,5.6,4.36
76,Hanguk,Nam-Han Kim,436538053,,,17.54,4일,770,5,1,6,5,20,TRUE,5,4,1,1,1,1,5,507,2018-06-10,2.5,KP,530000,0,,,4.8,3.27,3.37,2.35,2.2,1.93
99,Hanguk,Je-Min Jung,427619232,,,43.105,3시즌 9주 3일,0,3,8,4,1,20,TRUE,0,0,0,0,0,0,0,440,,,,250000,0,,,1.2,1.2,1.2,1.2,1.2,1.2
