Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.45,3시즌 9주 3일,41720,3,2,6,8,20,TRUE,14,5,1,1,1,2,8,1417,2018-08-05,7,KP,11930000,0,,,11.77,4.61,4.77,3.21,3.01,2.93
3,Hanguk,Eun-Seok Hong,427619235,,,32.70,4시즌 1주 3일,180,5,5,7,6,20,TRUE,1,6,5,3,2,1,7,590,2018-08-08,4,CD,290000,9,,,4.42,6.92,7.3,6.27,6.44,4.57
4,Hanguk,Ji-Woon Lee,427619236,,,22.86,4시즌 1주 3일,1270,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,726,2018-08-08,4.5,CD,390000,25,,,4.66,7.34,7.65,6.27,6.22,5.11
6,Hanguk,Jae-Shin Cha,427619238,,,30.67,4시즌 1주 3일,760,5,6,7,6,20,TRUE,1,7,3,6,3,1,10,730,2018-08-08,5,WB,360000,15,,,4.86,7.77,7.4,6.35,5.47,4.68
8,Hanguk,Hong-Chan Son,427619240,,,25.15,4시즌 1주 3일,1180,5,4,7,7,20,TRUE,1,5,6,5,5,1,8,634,2018-08-08,4.5,W,310000,3,,,4.23,7.15,7.29,7.42,7.5,5.64
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,23.22,4시즌 1주 3일,870,2,3,3,8,20,TRUE,1,5,6,3,6,3,10,632,2018-07-29,3,IM,330000,10,,,2.66,4.33,4.66,4.54,4.9,4.04
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,27.21,4시즌 1주 3일,1520,4,5,6,7,20,TRUE,1,6,7,3,3,2,9,758,2018-08-08,4.5,IM,430000,15,,,4.26,7.06,7.7,7.03,7.63,5.44
11,Hanguk,Kwang-Hwan Yun,427619243,,,29.100,4시즌 1주 3일,670,6,5,7,6,20,TRUE,2,5,6,2,5,2,9,631,2018-08-05,4,W,320000,12,,,4.87,6.51,7.17,6.72,7.41,5.62
12,Hanguk,Chan-Myung Lee,427619244,,,28.109,4시즌 1주 3일,930,3,5,8,7,20,TRUE,1,3,7,3,4,3,8,732,2018-08-05,5,IM,410000,8,,,3.87,6.13,6.7,7.33,8.22,6.56
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.97,4시즌 1주 3일,1650,2,4,8,8,20,TRUE,1,5,6,6,5,2,9,626,2018-08-08,5,W,330000,21,,,4.41,7.65,7.6,7.95,7.86,6.42
14,Hanguk,Se-Jong Cho,427619246,,,31.97,4시즌 1주 3일,390,4,6,7,6,20,TRUE,1,5,5,6,3,3,8,594,2018-08-05,4,WB,280000,18,,,4.22,6.95,6.77,6.8,6.53,5.85
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,26.38,4시즌 1주 3일,1790,5,4,5,7,20,TRUE,1,5,5,7,6,2,9,752,2018-08-05,4,W,350000,13,,,3.57,6.15,5.85,6.25,5.83,5.18
16,Hanguk,Dong-Shik Kim,427619248,,,22.32,4시즌 1주 3일,1720,6,3,8,8,20,TRUE,1,3,3,6,4,7,10,759,2018-08-08,5.5,FW,410000,28,,,3.66,5.62,5.06,5.77,5.3,7.21
25,Polska,Pylyp Nagorniak,406205227,,,30.32,3시즌 12주 3일,1130,5,3,6,6,20,FALSE,1,6,6,3,6,3,9,611,2018-08-05,4,IM,420000,8,,,3.52,6.08,6.58,6.04,6.48,5.19
31,Hanguk,Se-Hee Park,430626797,,,21.79,3시즌 3일,1410,4,2,8,8,20,TRUE,1,2,5,5,3,7,8,709,2018-08-05,5,FW,390000,23,,,3.16,5.11,4.98,6.11,6.36,7.32
34,Sverige,Axel Hermansson,422526443,,,31.54,2시즌 14주 2일,1130,5,5,6,6,19,FALSE,2,6,7,2,6,2,9,695,2018-08-08,4.5,IM,456000,16,,,4.22,6.15,6.92,6.33,7.1,5.06
38,Latvija,Artem Skurlatov,409641598,,,29.60,2시즌 10주 6일,2130,5,5,7,6,19,FALSE,1,8,6,3,4,3,4,804,2018-08-08,5,CD,684000,8,,,4.4,7.59,8.18,6.66,7,5.33
40,Perú,Matías Pichis,416567166,,,25.10,2시즌 10주 2일,9970,6,2,7,7,18,FALSE,1,10,8,2,4,4,6,1003,2018-08-05,5.5,CD,1764000,4,,,4.67,8.85,10.04,7.65,8.56,5.96
41,Deutschland,Reinold Kisch,413993877,,,26.14,2시즌 10주 2일,2110,5,2,5,7,18,FALSE,1,8,6,2,4,5,3,800,2018-08-05,3.5,CD,588000,11,,,3.47,6.17,6.86,5.33,5.86,4.87
48,Hanguk,Dong-Suk Lee,432205385,Technical,,20.93,2시즌 4주 2일,1270,6,2,7,7,20,TRUE,1,5,4,5,6,5,4,614,2018-08-08,5,FW,290000,10,,,3.82,6.29,6.15,6.1,5.89,6.37
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,19.61,2시즌 4일,5100,4,2,6,7,20,TRUE,1,7,7,7,4,5,4,766,2018-08-08,4.5,WB,550000,13,,,4.04,7.75,7.75,7.5,7.42,6.6
55,Hanguk,Geun-Ho Han,433728993,,Y×1,20.63,1시즌 13주 4일,1960,3,2,5,7,20,TRUE,1,5,6,4,3,7,3,732,2018-08-05,4.5,FW,410000,7,,,3.22,5.51,5.78,5.57,5.98,6.02
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,20.14,1시즌 8주 2일,5440,3,3,5,7,14,FALSE,1,8,5,7,7,2,4,851,2018-08-08,4,WB,708000,2,,,3.41,6.63,6.43,5.87,5.31,4.44
