Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.5,5 시즌 3 주 6 일,82300,3,3,8,8,20,TRUE,16,5,1,1,1,2,10,1627,2019-02-06,9,KP,28890000,0,14.8,5.79,5.39,5.46,4.99,5.56,5.76,4.82,4.42,3.82,3.75,3.67,3.84,3.6,3.58,3.36,3.51,3.32,3.5,0,KP,14.8
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,24.46,5 시즌 11 주 6 일,1100,5,4,5,8,20,TRUE,1,7,4,3,5,2,9,719,2019-02-03,4,CD,390000,26,4.08,6.63,6.35,6.46,6.08,6.61,6.66,6.16,5.81,5.45,5.42,5.31,5.55,5.4,5.39,5.26,4.47,4.94,4.37,0,CDtw,6.66
8,Hanguk,Hong-Chan Son,427619240,,,26.87,5 시즌 11 주 6 일,1140,5,4,6,7,20,TRUE,1,5,6,5,5,1,10,637,2019-02-06,4,W,310000,9,3.91,6.54,6.6,6.66,6.66,6.73,6.61,6.89,6.75,6.85,6.92,6.77,6.97,6.92,7,6.86,5.21,6,5.16,0,IMtw,7
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.93,5 시즌 11 주 6 일,1400,4,5,7,7,20,TRUE,1,6,7,3,3,2,11,738,2019-02-06,5,IM,430000,19,4.52,7.53,7.49,7.78,7.48,8.16,7.79,8.34,7.43,7.45,7.69,7.01,8.26,8.1,7.93,7.89,5.77,6.37,5.41,0,Cdo,8.34
11,Hanguk,Kwang-Hwan Yun,427619243,,,31.60,5 시즌 11 주 6 일,380,6,5,8,6,20,TRUE,2,5,6,2,5,2,10,604,2019-02-06,4,W,310000,19,4.96,6.67,6.63,6.92,6.61,7.31,6.93,7.48,6.78,6.85,7.03,6.51,7.58,7.55,7.33,7.5,5.73,6.55,5.32,0,IMd,7.58
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,30.69,5 시즌 11 주 6 일,550,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,702,2019-02-06,4.5,IM,380000,10,3.4,5.16,5.38,5.6,5.63,5.89,5.42,6.53,6.02,6.44,6.68,6.16,7.16,7.22,7.03,7.26,5.76,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.57,5 시즌 11 주 6 일,1590,2,4,8,7,20,TRUE,1,5,6,6,5,2,10,643,2019-02-03,5,W,330000,27,4.35,7.44,7.54,7.52,7.64,7.5,7.45,7.68,7.71,7.84,7.87,7.84,7.78,7.75,7.9,7.69,6.33,0,6.38,6.97,IMtw,7.9
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,27.110,5 시즌 11 주 6 일,2290,5,5,8,7,20,TRUE,1,5,5,7,6,2,10,749,2019-02-03,5.5,W,350000,18,4.45,7.51,7.58,7.42,7.64,7.21,7.38,7.21,7.66,7.71,7.61,7.92,7.2,7.19,7.48,7.19,6.4,6.99,6.65,0,Wo,7.92
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,23.104,5 시즌 11 주 6 일,1340,6,4,5,7,20,TRUE,1,3,3,6,4,7,12,766,2019-02-03,5,FW,410000,62,3.15,4.68,4.77,4.57,4.84,4.3,4.52,4.3,4.84,4.89,4.77,5.14,4.42,4.5,4.61,4.6,6.08,5.41,6.33,0,FWtw,6.33
25,Polska,Pylyp Nagorniak,406205227,,,31.104,5 시즌 6 주 5 일,800,5,4,6,6,20,FALSE,1,6,6,3,6,3,11,601,2019-02-06,4.5,IM,396000,13,3.56,6.14,6.05,6.26,5.98,6.54,6.31,6.54,6.05,6.01,6.11,5.78,6.48,6.44,6.29,6.4,5.19,5.82,4.91,0,CD,6.54
31,Hanguk,Se-Hee Park,430626797,,,23.39,4 시즌 10 주 6 일,1170,4,3,5,8,20,TRUE,1,2,5,5,3,7,9,711,2019-02-06,4.5,FW,390000,31,2.78,4.14,4.38,4.34,4.63,4.28,4.16,4.73,4.86,5.2,5.27,5.23,5.3,5.41,5.35,5.52,6.2,5.66,6.21,0,FWtw,6.21
34,Sverige,Axel Hermansson,422526443,,,33.14,4 시즌 8 주 5 일,440,5,6,8,6,20,FALSE,2,6,6,2,6,2,9,590,2019-02-03,4.5,IM,384000,19,4.72,6.73,6.6,6.9,6.49,7.3,6.98,7.3,6.59,6.54,6.68,6.2,7.21,7.16,6.95,7.1,5.35,6.27,4.94,0,CD,7.3
40,Perú,Matías Pichis,416567166,,,26.82,4 시즌 4 주 4 일,9920,6,3,7,7,20,FALSE,1,10,8,2,4,4,9,1003,2019-02-06,5.5,CD,1764000,6,4.95,9.49,9.1,9.61,8.74,10.27,9.86,9.92,8.34,7.9,8.17,7.17,9.15,8.81,8.44,8.43,6.23,6.77,5.63,0,CD,10.27
48,Hanguk,Dong-Suk Lee,432205385,Technical,,22.53,3 시즌 14 주 5 일,1370,6,2,8,7,20,TRUE,1,5,4,5,6,5,6,615,2019-02-06,4.5,FW,290000,16,3.99,6.62,6.55,6.49,6.48,6.41,6.54,6.22,6.46,6.36,6.27,6.49,6.11,6.14,6.19,6.19,6.64,0,6.73,6.72,FWtw,6.73
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,21.21,3 시즌 10 주 6 일,6100,4,3,7,8,20,TRUE,1,7,7,7,4,5,7,791,2019-02-06,4.5,CD,550000,21,4.65,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.51,8.46,8.51,8.35,8.52,8.37,8.46,8.19,7.47,7.45,7.53,0,CD,8.72
55,Hanguk,Geun-Ho Han,433728993,,Y×1,22.23,3 시즌 7 주 6 일,2420,3,2,7,8,20,TRUE,1,5,6,4,3,7,6,711,2019-02-03,5.5,FW,410000,19,3.86,6.58,6.61,6.75,6.65,6.93,6.72,7.11,6.62,6.69,6.83,6.44,7.22,7.17,6.96,7.11,7.22,6.75,7.02,0,IMd,7.22
