Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,21.93,3주 3일,2090,2,3,5,6,20,TRUE,6,2,1,1,1,1,5,662,2017-09-06,3,KP,990000,0,,,5.29,2.81,2.85,2.51,2.46,2.38
2,Hanguk,Soon Jung,429263807,,,27.70,3주 3일,1290,7,5,6,6,20,TRUE,5,5,1,1,3,1,3,574,2017-09-06,3.5,KP,770000,0,,,6.29,4.86,5.01,3.67,3.47,3.18
3,Hanguk,Dong-Ho Lee,429263808,,,29.12,3주 3일,370,4,5,6,7,20,TRUE,1,6,5,2,2,2,4,607,2017-09-06,3,W,300000,0,,,4.18,6.37,6.9,5.75,6.12,4.57
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.50,3주 3일,740,2,1,4,6,20,TRUE,1,7,4,3,4,2,5,743,2017-09-03,2.5,WB,370000,0,,,2.9,4.81,5.03,3.99,3.95,3.11
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1 Inj 1,30.108,3주 3일,400,3,5,7,6,20,TRUE,1,6,5,4,3,1,7,607,2017-09-06,4.5,CD,280000,0,,,4.41,7.06,7.28,6.52,6.51,4.82
6,Hanguk,Yong-Seo Kwon,429263811,,,26.80,3주 3일,1650,3,4,6,7,20,TRUE,1,7,3,6,4,2,6,805,2017-09-06,4,CD,390000,1,,,4.38,7.12,6.78,5.87,5.07,4.71
7,Hanguk,Ang-Ri Choi,429263812,Powerful,Bru,31.92,3주 3일,920,2,5,6,5,20,TRUE,2,6,6,5,6,3,6,598,2017-09-06,4,W,310000,1,,,4.26,6.28,6.42,6.26,6.34,5.38
8,Hanguk,Min-Gyu Jung,429263814,,,21.54,3주 3일,670,1,3,5,6,20,TRUE,1,5,6,4,4,2,5,661,2017-09-03,2.5,CD,310000,0,,,3.22,5.38,5.64,5.51,5.76,4.43
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.61,3주 3일,880,3,2,5,5,20,TRUE,1,5,6,3,6,2,6,661,2017-09-03,2.5,CD,330000,0,,,3,4.99,5.38,5.24,5.65,4.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.23,3주 3일,1300,4,3,5,6,20,TRUE,1,6,7,2,3,2,4,779,2017-09-03,3.5,CD,430000,0,,,3.57,5.91,6.63,5.86,6.57,4.52
11,Hanguk,Ryung-Tae Kim,429263818,,,25.89,3주 3일,870,2,3,6,6,20,TRUE,2,5,6,3,5,3,5,658,2017-09-06,3,CD,330000,1,,,4.24,5.92,6.37,6.13,6.62,5.39
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,24.86,3주 3일,830,5,4,5,6,20,TRUE,1,3,7,3,5,3,4,730,2017-09-06,3.5,IM,410000,3,,,2.99,4.8,5.25,5.82,6.55,5.27
13,Hanguk,Hong-Woon Kim,429263820,Technical,,20.101,3주 3일,1590,2,3,7,7,20,TRUE,1,5,6,6,5,3,4,633,2017-09-06,4,WB,330000,0,,,4.04,7.11,7.07,7.39,7.34,6.33
14,Hanguk,Moon-Hak Park,429263822,Powerful,Inj 1,28.13,3주 3일,1140,4,4,6,7,20,TRUE,1,6,5,6,4,4,3,606,2017-08-23,4,WB,310000,0,,,4.12,7,6.87,6.59,6.32,5.94
15,Hanguk,Bong-Joo Kim,429263823,,,22.35,3주 3일,2530,4,3,6,6,20,TRUE,1,5,6,7,6,2,4,796,2017-09-06,3.5,WB,370000,1,,,3.61,6.52,6.32,6.87,6.62,5.55
16,Hanguk,Kil-Sung Park,429263824,,Y×1,18.97,3주 3일,990,5,2,4,6,20,TRUE,1,3,3,5,4,7,6,770,2017-09-06,4,FW,410000,3,,,2.32,3.53,3.27,3.61,3.44,4.65
17,Hanguk,Seung-Ok Lee,429263826,Technical,,33.46,3주 3일,170,5,6,5,6,20,TRUE,1,2,4,3,3,7,5,681,2017-09-03,4.5,FW,310000,0,,,2.99,4.05,4.13,4.58,4.93,5.85
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,25.61,3주 3일,1140,2,4,7,6,20,TRUE,1,2,5,3,6,6,3,647,2017-09-03,5,FW,310000,3,,,3.19,4.6,4.83,5.71,6.29,6.77
19,Hanguk,Yong-Jae Kim,429284705,Unpredictable,,17.106,3주 2일,10,3,1,7,5,20,TRUE,1,2,2,3,3,2,2,290,2017-09-06,1.5,CD,250000,1,,,2.4,3.17,3.01,3.27,3.09,3.25
20,Hanguk,Yi-Chun Jin,429677916,,,18.94,2주 3일,30,3,1,5,5,20,TRUE,1,2,4,3,2,1,2,428,2017-09-06,2,IM,250000,0,,,2.06,3.06,3.14,3.5,3.66,2.81
21,Hanguk,Chung-Ho Seo,430376571,,,18.108,1주 3일,50,4,1,6,5,20,TRUE,1,3,3,2,3,4,3,408,2017-09-03,2,IM,250000,0,,,2.46,3.44,3.6,3.43,3.63,3.83
22,Hanguk,Chang-Duk Jung,430628518,,,17.105,3일,20,5,1,6,5,20,TRUE,1,2,2,3,4,3,4,395,2017-09-03,2,W,250000,0,,,2.14,2.83,2.68,2.98,2.86,3.34
99,Hanguk,In-Guh Park,429263805,,,40.101,3주 3일,0,4,6,4,3,20,TRUE,1,1,1,1,0,0,0,102,,,,250000,0,,,1.9,1.9,1.9,1.85,1.83,1.59
