Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.13,1시즌 5주 0일,8110,3,1,7,7,20,TRUE,8,5,1,1,1,2,8,892,2017-11-22,5,KP,1850000,0,,,7.98,4.45,4.61,2.98,2.78,2.69
3,Hanguk,Eun-Seok Hong,427619235,,,30.38,1시즌 12주 6일,430,5,4,8,6,20,TRUE,1,6,6,3,2,2,7,612,2017-11-22,4.5,CD,300000,4,,,4.44,7.23,7.76,6.83,7.26,5.27
4,Hanguk,Ji-Woon Lee,427619236,,,20.54,1시즌 12주 6일,1050,5,2,6,7,20,TRUE,1,7,4,3,5,2,7,716,2017-11-26,4,CD,390000,5,,,4,6.42,6.7,5.46,5.42,4.41
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.100,1시즌 12주 6일,150,5,5,6,6,20,TRUE,1,6,4,4,2,1,10,590,2017-11-26,3.5,CD,280000,3,,,3.98,6.2,6.27,5.4,5.19,3.97
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.35,1시즌 12주 6일,1130,5,5,7,7,20,TRUE,1,7,3,6,3,2,10,752,2017-11-22,5,WB,390000,7,,,4.82,7.75,7.38,6.32,5.46,5.02
7,Hanguk,In-Moo Byon,427619239,,,33.23,1시즌 12주 6일,220,1,6,7,5,20,TRUE,2,6,5,5,5,2,6,590,2017-11-15,4,WB,290000,4,,,5.08,7.24,7.28,6.88,6.73,5.62
8,Hanguk,Hong-Chan Son,427619240,,Y×2,22.95,1시즌 12주 6일,1140,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,615,2017-11-26,3.5,WB,310000,0,,,3.8,6.52,6.65,6.77,6.84,5.12
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,20.102,1시즌 12주 6일,1140,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,618,2017-11-26,4,IM,330000,6,,,3.67,5.97,6.43,6.27,6.77,5.58
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,24.101,1시즌 12주 6일,1720,4,4,7,8,20,TRUE,1,6,7,3,3,2,9,753,2017-11-22,5,IM,430000,5,,,4.53,7.59,8.28,7.55,8.21,5.81
11,Hanguk,Kwang-Hwan Yun,427619243,,Inj 2,27.68,1시즌 12주 6일,910,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,644,2017-11-26,4.5,IM,330000,10,,,4.83,6.68,7.18,6.91,7.41,5.71
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,26.77,1시즌 12주 6일,930,3,4,5,7,20,TRUE,1,3,7,3,4,3,8,761,2017-11-22,5,IM,410000,7,,,3.11,4.98,5.45,5.97,6.72,5.34
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.65,1시즌 12주 6일,1620,2,3,8,7,20,TRUE,1,5,6,6,5,2,9,647,2017-11-26,5,W,330000,9,,,4.21,7.42,7.38,7.72,7.63,6.2
14,Hanguk,Se-Jong Cho,427619246,,,29.65,1시즌 12주 6일,740,4,5,7,6,20,TRUE,1,5,5,6,3,4,8,607,2017-11-26,4,WB,290000,18,,,4.23,7.03,6.85,6.87,6.63,6.28
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,24.6,1시즌 12주 6일,2200,5,3,6,8,20,TRUE,1,5,5,7,6,2,9,762,2017-11-26,5,W,350000,11,,,3.8,6.66,6.32,6.77,6.3,5.58
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,20.0,1시즌 12주 6일,1540,6,2,7,7,20,TRUE,1,3,3,6,4,7,10,762,2017-11-22,5.5,FW,410000,19,,,3.26,5.13,4.59,5.27,4.83,6.64
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,35.51,1시즌 12주 6일,30,2,6,6,5,20,TRUE,1,2,4,3,3,6,7,590,2017-11-22,4,FW,270000,18,,,2.94,3.99,4.07,4.51,4.83,5.44
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.72,1시즌 12주 6일,1220,3,4,7,7,20,TRUE,1,2,5,3,6,6,7,637,2017-11-26,5,FW,310000,18,,,3.36,4.85,5.08,6.01,6.63,7.14
20,Brasil,Jader da Matta,427827635,,Y×1,33.29,1시즌 7주 5일,370,4,6,7,6,14,FALSE,2,6,6,5,6,2,8,590,2017-11-22,4,WB,360000,2,,,4.33,6.69,6.86,6.67,6.73,5.28
21,Belgium,Jitse Haes,428112207,,Y×1,32.70,1시즌 7주 6일,600,4,5,7,5,14,FALSE,2,6,6,5,6,2,7,590,2017-11-22,4.5,W,372000,2,,,4.28,6.66,6.83,6.64,6.69,5.24
22,Nederland,Keith Esser,428060480,Quick,Y×1,32.87,1시즌 7주 6일,650,5,6,7,6,14,FALSE,2,6,5,6,6,2,9,590,2017-11-22,4,W,372000,3,,,4.35,6.68,6.55,6.43,6.09,5.14
23,Belgium,Mathias Piron,428125893,Technical,,33.39,1시즌 7주 6일,320,6,5,6,6,14,FALSE,2,6,5,5,6,2,9,590,2017-11-22,4.5,W,360000,2,,,3.92,5.91,5.94,5.66,5.51,4.55
25,Polska,Pylyp Nagorniak,406205227,,Y×1,28.0,1시즌 7주 6일,2280,5,3,8,6,14,FALSE,1,6,7,3,6,3,9,732,2017-11-26,4.5,IM,444000,2,,,3.57,6.62,7.31,6.84,7.55,5.71
31,Hanguk,Se-Hee Park,430626797,,,19.47,12주 0일,1160,4,1,6,6,20,TRUE,1,2,5,5,3,7,8,736,2017-11-26,5,FW,390000,6,,,2.32,3.96,3.86,4.8,5.02,5.82
34,Sverige,Axel Hermansson,422526443,,Y×1 Bru,29.22,9주 5일,1690,5,4,6,6,9,FALSE,2,7,7,2,6,2,9,698,2017-11-19,4,IM,516000,5,,,3.76,5.85,6.62,5.7,6.39,4.33
38,Latvija,Artem Skurlatov,409641598,,,27.28,6주 2일,1190,5,4,2,6,8,FALSE,1,8,6,3,4,3,4,803,2017-11-26,1.5,CD,732000,8,,,1.95,3.59,3.9,3.12,3.29,2.43
40,Perú,Matías Pichis,416567166,,,22.90,5주 5일,9060,6,1,7,7,7,FALSE,1,10,8,2,4,4,6,1000,2017-11-22,4.5,CD,1524000,4,,,3.65,7.74,8.9,6.56,7.45,4.91
