Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,21.100,4주 3일,2060,2,3,5,6,20,TRUE,6,2,1,1,1,1,5,660,2017-09-13,3,KP,990000,0,,,5.29,2.81,2.85,2.51,2.46,2.38
2,Hanguk,Soon Jung,429263807,,,27.77,4주 3일,1270,7,5,6,6,20,TRUE,5,5,1,1,3,1,3,571,2017-09-13,3.5,KP,770000,0,,,6.29,4.86,5.01,3.67,3.47,3.18
3,Hanguk,Dong-Ho Lee,429263808,,,29.19,4주 3일,380,4,5,6,7,20,TRUE,1,6,5,2,2,2,4,608,2017-09-13,3,W,300000,1,,,4.18,6.37,6.9,5.74,6.12,4.57
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.57,4주 3일,1000,2,2,5,6,20,TRUE,1,7,4,3,4,2,5,773,2017-09-10,3.5,WB,370000,1,,,3.56,5.72,5.97,4.79,4.75,3.81
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1 Bru,31.3,4주 3일,300,3,5,7,6,20,TRUE,1,6,5,4,3,1,7,597,2017-09-13,3.5,CD,310000,0,,,4.19,6.71,6.91,6.2,6.18,4.57
6,Hanguk,Yong-Seo Kwon,429263811,,,26.87,4주 3일,1750,3,4,6,7,20,TRUE,1,7,3,6,4,2,6,806,2017-09-13,4,CD,390000,1,,,4.39,7.13,6.78,5.88,5.08,4.72
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,31.99,4주 3일,930,2,5,6,5,20,TRUE,2,6,6,5,6,3,6,599,2017-09-13,3.5,W,310000,2,,,4.5,6.64,6.79,6.62,6.7,5.69
8,Hanguk,Min-Gyu Jung,429263814,,Inj 1,21.61,4주 3일,580,1,3,4,6,20,TRUE,1,5,6,4,4,2,5,663,2017-09-10,3,CD,310000,0,,,2.87,4.8,5.03,4.92,5.14,3.96
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.68,4주 3일,940,3,2,5,5,20,TRUE,1,5,6,3,6,2,6,674,2017-09-10,2.5,CD,330000,0,,,3.02,5.02,5.42,5.28,5.68,4.38
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.30,4주 3일,1290,4,3,5,6,20,TRUE,1,6,7,2,3,2,4,778,2017-09-10,3,CD,430000,1,,,3.58,5.94,6.65,5.89,6.6,4.54
11,Hanguk,Ryung-Tae Kim,429263818,,,25.96,4주 3일,950,2,3,6,6,20,TRUE,2,5,6,3,5,3,5,675,2017-09-13,3,CD,330000,1,,,4.26,5.95,6.4,6.16,6.65,5.42
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,24.93,4주 3일,800,5,4,4,6,20,TRUE,1,3,7,3,5,3,4,751,2017-09-13,3,IM,410000,4,,,2.68,4.3,4.72,5.23,5.87,4.73
13,Hanguk,Hong-Woon Kim,429263820,Technical,,20.108,4주 3일,1710,2,3,7,7,20,TRUE,1,5,6,6,5,3,4,650,2017-09-13,3.5,WB,330000,0,,,4.05,7.12,7.08,7.41,7.36,6.35
