Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,27.25,5 s 9 wk 5 d,2500,2,5,8,7,20,TRUE,6,5,1,1,1,1,5,647,2019-04-28,4.5,KP,1010000,0,7.95,6,5.61,5.68,5.21,5.78,5.96,5.04,4.64,4.06,3.99,3.9,4.05,3.8,3.82,3.55,3.35,3.35,3.35,0,KP,7.95
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,37.24,5 s 9 wk 5 d,20,2,6,6,4,20,TRUE,1,6,3,3,3,0,5,590,2019-05-01,3.5,W,250000,17,3.77,5.73,5.5,5.55,5.27,5.6,5.71,5.17,4.94,4.6,4.56,4.51,4.55,4.37,4.46,4.18,3.25,3.7,3.27,0,WBd,5.73
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.67,5 s 9 wk 5 d,4990,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,912,2019-05-01,5.5,IM,1060000,6,5.32,9.27,8.92,9.34,8.59,9.89,9.57,9.54,8.18,7.76,7.98,7.12,8.76,8.42,8.18,8.03,5.65,6.31,5.18,0,CD,9.89
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,30.18,5 s 9 wk 5 d,710,5,5,4,6,20,TRUE,1,5,7,3,5,3,4,701,2019-04-28,4,IM,380000,20,3.22,5.22,5.27,5.47,5.33,5.74,5.43,6.01,5.5,5.64,5.81,5.39,6.22,6.21,6.05,6.18,4.88,5.4,4.59,0,IMd,6.22
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,26.33,5 s 9 wk 5 d,12930,2,5,7,7,20,TRUE,1,10,6,6,5,3,4,1091,2019-04-28,7,W,1930000,11,5.73,10.59,10.21,10.28,9.82,10.37,10.56,9.66,9.2,8.61,8.56,8.43,8.58,8.25,8.38,7.91,6.68,0,6.72,7.1,WBd,10.59
15,Hanguk,Bong-Joo Kim,429263823,,,27.79,5 s 9 wk 5 d,15500,4,5,8,7,20,TRUE,1,10,6,7,6,2,4,1105,2019-04-28,7,W,1790000,25,5.88,11.01,10.65,10.65,10.28,10.64,10.91,9.9,9.7,9.12,9.02,9.06,8.83,8.52,8.78,8.2,6.72,7.43,6.87,0,WBd,11.01
16,Hanguk,Kil-Sung Park,429263824,,Y×1,24.29,5 s 9 wk 5 d,2600,5,3,8,8,20,TRUE,1,6,3,5,4,7,6,750,2019-05-01,6,FW,410000,32,4.55,7.43,7.19,7.09,6.95,6.94,7.26,6.38,6.54,6.14,5.99,6.24,5.78,5.69,5.73,5.61,7.14,6.39,7.33,0,WBd,7.43
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.105,5 s 9 wk 5 d,890,2,6,7,6,20,TRUE,1,5,4,3,6,6,3,608,2019-04-28,5.5,FW,300000,42,4.13,6.21,6.09,6.17,5.97,6.29,6.26,6.13,6,5.88,5.87,5.83,6.04,6.09,5.93,6.15,6.65,6.6,6.51,0,FW,6.65
31,Česká republika,,397610518,Head,,32.87,5 s 0 wk 5 d,6880,3,8,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-05-01,6.5,IM,1500000,52,4.84,8.85,8.53,9.1,8.25,9.85,9.29,9.69,8.24,8,8.27,7.33,9.34,9.19,8.71,9.02,6.65,7.73,5.89,0,CD,9.85
43,Hanguk,Ji-Soo Kim,433466579,Technical,Inj 1,22.42,4 s 6 wk 5 d,10490,3,3,7,8,20,TRUE,1,11,4,4,3,3,3,1118,2019-05-01,5.5,W,3810000,3,5.79,10.45,9.77,9.89,9.08,10.06,10.39,8.8,8.04,7.01,6.92,6.72,7.03,6.54,6.61,6.03,5.34,0,5.36,5.37,WBd,10.45
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,21.22,3 s 5 wk 5 d,18150,5,3,8,8,20,TRUE,1,12,4,3,5,2,6,1213,2019-04-28,7,CD,3890000,18,6.27,11.32,10.49,10.72,9.64,11.02,11.32,9.53,8.6,7.41,7.29,7.05,7.53,7.04,7.04,6.53,5.31,5.89,5.19,0,CDtw,11.32
60,Hanguk,Chu-Seok Ahn,435761718,,,21.9,3 s 4 wk 5 d,1230,3,1,7,7,20,TRUE,1,5,5,3,3,7,5,702,2019-05-01,5,FW,370000,8,3.38,5.71,5.65,5.8,5.59,6,5.84,6,5.5,5.44,5.55,5.21,5.94,5.89,5.66,5.83,6.24,5.73,6.03,0,FW,6.24
61,Schweiz,Francois Baumgartner,434542904,,,20.101,3 s 4 wk 3 d,20530,5,3,7,8,20,FALSE,1,10,7,6,7,6,3,1013,2019-05-01,6,IM,2292000,10,5,10.03,9.71,9.84,9.39,10.02,10.07,9.48,9,8.56,8.54,8.36,8.73,8.54,8.49,8.33,7.73,7.97,7.62,0,CDtw,10.07
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,37.88,3 s 3 wk 4 d,2320,6,9,7,4,20,FALSE,0,8,10,9,2,1,13,980,2019-05-01,5,W,888000,95,3.6,8.44,8.57,8.61,8.71,8.65,8.51,8.95,8.49,8.6,8.78,8.35,8.83,8.57,8.79,8.23,5.59,6.15,5.65,0,Cdo,8.95
64,Hanguk,Koo-Joong Kim,435928762,,Y×1,21.0,3 s 2 wk 5 d,24050,3,2,7,8,20,TRUE,1,12,4,3,2,2,3,1259,2019-05-01,6.5,WB,6930000,3,5.84,10.73,9.91,10.14,9.1,10.43,10.72,8.99,7.88,6.67,6.61,6.21,6.9,6.3,6.32,5.66,4.44,4.61,4.37,0,WBd,10.73
67,Hanguk,Hae-Won Kim,437472967,,,21.20,2 s 7 wk 5 d,22940,3,2,7,8,20,TRUE,1,12,3,3,6,5,3,1262,2019-04-28,6,WB,4970000,5,5.84,10.57,9.69,9.85,8.81,10.07,10.49,8.45,7.78,6.53,6.33,6.3,6.47,6.06,6,5.68,5.97,5.99,5.91,0,WBd,10.57
