Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.63,2시즌 15주 1일,2500,2,4,8,8,20,TRUE,6,4,1,1,1,1,5,647,2018-07-08,4.5,KP,990000,0,,,7.64,4.98,5.11,3.81,3.61,3.27
2,Hanguk,Soon Jung,429263807,,,30.40,2시즌 15주 1일,120,7,6,6,6,20,TRUE,5,6,1,1,3,1,3,600,2018-07-04,3,KP,680000,0,,,6.64,5.45,5.64,3.92,3.66,3.28
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.62,2시즌 15주 1일,160,2,6,7,5,20,TRUE,2,7,5,4,5,2,5,680,2018-07-04,5,W,310000,16,,,5.27,7.49,7.73,6.77,6.74,5.44
9,Hanguk,Seung-Min Lee,429263815,Quick,,22.31,2시즌 15주 1일,8040,3,3,6,8,20,TRUE,1,10,6,3,6,2,6,1000,2018-07-08,5,IM,1330000,2,,,5.09,8.75,9.42,7.3,7.5,5.42
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,26.105,2시즌 15주 1일,4890,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,908,2018-07-04,5,IM,770000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.59,2시즌 15주 1일,2690,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,803,2018-07-08,5.5,IM,530000,8,,,5.62,8.27,8.89,7.4,7.75,6.08
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,Y×1,27.56,2시즌 15주 1일,1340,5,4,7,7,20,TRUE,1,5,7,3,5,3,4,706,2018-07-08,5,IM,410000,7,,,4.19,6.93,7.57,7.44,8.19,6.42
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,23.71,2시즌 15주 1일,9010,2,4,6,8,20,TRUE,1,9,6,6,5,3,4,1001,2018-07-08,6,W,1110000,4,,,4.98,8.9,9.02,7.77,7.49,6.12
15,Hanguk,Bong-Joo Kim,429263823,,,25.5,2시즌 15주 1일,12360,4,4,8,8,20,TRUE,1,9,6,7,6,2,4,1009,2018-07-08,7,W,1350000,6,,,5.56,10.12,10.06,8.96,8.41,6.7
16,Hanguk,Kil-Sung Park,429263824,,,21.67,2시즌 15주 1일,1730,5,2,6,8,20,TRUE,1,4,3,5,4,7,6,770,2018-07-04,5.5,FW,410000,14,,,3.34,5.19,4.89,4.95,4.66,6.17
17,Hanguk,Seung-Ok Lee,429263826,Technical,,36.16,2시즌 15주 1일,10,5,7,7,4,20,TRUE,0,2,3,2,2,5,5,490,2018-07-01,4.5,FW,250000,17,,,2.74,4.16,4.28,4.4,4.7,5.28
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,28.31,2시즌 15주 1일,1130,2,5,6,7,20,TRUE,1,4,5,3,6,6,3,612,2018-07-08,5,FW,310000,28,,,3.75,5.65,5.94,6.04,6.5,6.77
31,Česká republika,Leoš Broukal,397610518,Head,,30.13,2시즌 6주 0일,10890,3,7,5,6,17,FALSE,1,9,9,2,8,4,4,893,2018-07-04,6,IM,1740000,42,,,4.12,7.5,8.55,7.33,8.32,6.14
33,Hanguk,Dong-Hyeon Lee,431740152,,,19.72,2시즌 5주 0일,3470,5,2,7,7,20,TRUE,1,9,4,2,2,4,1,949,2018-07-04,5,CD,470000,4,,,4.89,7.89,8.45,5.82,5.9,5
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×1,19.80,1시즌 12주 0일,5650,3,2,7,7,20,TRUE,1,10,4,4,3,3,3,1019,2018-07-04,5.5,CD,670000,0,,,5.15,8.77,9.02,6.45,6.05,4.99
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,20.47,1시즌 11주 0일,3510,2,2,4,7,20,TRUE,1,8,6,6,5,4,2,804,2018-07-08,3.5,WB,410000,3,,,3.51,6.45,6.51,5.82,5.67,4.92
46,Hanguk,Jung-Oh Han,433730490,Technical,Y×1,20.53,1시즌 9주 1일,2820,4,2,8,7,20,TRUE,1,9,3,5,1,3,3,902,2018-07-08,5,WB,450000,3,,,5.04,8.46,8.35,6.02,5.23,4.66
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,19.69,1시즌 7주 0일,1770,1,1,7,7,20,TRUE,1,7,5,4,2,4,5,765,2018-07-08,4.5,CD,330000,0,,,3.91,6.9,7.16,5.89,5.92,5.06
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,19.44,1시즌 0일,670,2,1,5,6,20,TRUE,1,5,5,4,5,4,2,563,2018-07-01,2.5,WB,250000,7,,,2.84,4.9,5.05,4.89,5.02,4.63
58,Hanguk,Yi-Sub Kang,435570656,,,19.75,12주 1일,1010,5,1,6,6,20,TRUE,1,5,3,5,5,5,4,617,2018-07-04,3,WB,270000,0,,,3.01,4.98,4.73,4.5,4.12,4.86
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,18.60,11주 1일,820,5,1,8,6,20,TRUE,1,6,4,3,5,2,6,680,2018-07-01,3.5,CD,250000,3,,,3.68,6.03,6.29,5.36,5.37,4.39
60,Hanguk,Chu-Seok Ahn,435761718,,Y×1,18.47,10주 0일,1000,3,1,7,6,20,TRUE,1,4,5,3,3,7,5,704,2018-07-08,5,FW,350000,0,,,2.96,4.87,5.17,5.02,5.51,5.94
