Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.105,6 s 2 wk 1 d,97590,3,3,7,8,20,TRUE,17,5,1,1,1,2,10,1746,2019-05-15,9,KP,28890000,0,14.99,5.6,5.21,5.28,4.82,5.38,5.57,4.66,4.27,3.69,3.63,3.55,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,14.99
4,Hanguk,Ji-Woon Lee,427619236,,,25.34,6 s 10 wk 1 d,1040,5,4,5,7,20,TRUE,1,7,4,3,5,2,9,725,2019-05-19,4,CD,390000,26,4.05,6.59,6.31,6.42,6.04,6.57,6.62,6.12,5.78,5.41,5.39,5.28,5.52,5.37,5.36,5.22,4.44,4.91,4.34,0,CDtw,6.62
8,Hanguk,Hong-Chan Son,427619240,,Y×2,27.75,6 s 10 wk 1 d,1100,5,4,6,7,20,TRUE,1,5,6,5,5,1,10,630,2019-05-19,4,W,310000,15,3.88,6.49,6.55,6.6,6.61,6.68,6.56,6.84,6.7,6.8,6.86,6.72,6.91,6.87,6.95,6.8,5.17,5.95,5.12,0,IMtw,6.95
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,29.81,6 s 10 wk 1 d,1180,4,6,8,6,20,TRUE,1,6,7,3,3,2,11,726,2019-05-19,5,IM,410000,29,4.75,7.85,7.81,8.11,7.79,8.5,8.12,8.68,7.75,7.77,8.01,7.31,8.6,8.43,8.26,8.22,6.03,6.66,5.67,0,Cdo,8.68
11,Hanguk,Kwang-Hwan Yun,427619243,,,32.48,6 s 10 wk 1 d,220,6,6,6,6,20,TRUE,2,5,6,2,5,2,10,592,2019-05-15,3,W,300000,24,4.48,5.99,5.96,6.22,5.95,6.56,6.23,6.72,6.09,6.15,6.32,5.85,6.8,6.77,6.58,6.73,5.16,5.89,4.8,0,IMd,6.8
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,31.57,6 s 10 wk 1 d,380,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,695,2019-05-15,4,IM,360000,11,3.4,5.16,5.38,5.6,5.63,5.89,5.42,6.53,6.02,6.44,6.68,6.16,7.16,7.22,7.03,7.26,5.76,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,Bru,27.45,6 s 10 wk 1 d,1480,2,5,8,7,20,TRUE,1,5,6,6,5,2,10,627,2019-05-19,4.5,W,330000,33,4.23,7.15,7.25,7.23,7.34,7.21,7.16,7.38,7.4,7.53,7.56,7.53,7.48,7.44,7.58,7.39,6.1,0,6.15,6.7,IMtw,7.58
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,28.98,6 s 10 wk 1 d,1480,5,5,5,7,20,TRUE,1,5,5,7,6,2,10,704,2019-05-15,4,W,350000,22,3.61,6.1,6.15,6.02,6.2,5.85,5.99,5.85,6.22,6.25,6.18,6.43,5.84,5.84,6.07,5.84,5.2,5.68,5.4,0,Wo,6.43
16,Hanguk,Dong-Shik Kim,427619248,,,24.92,6 s 10 wk 1 d,1710,6,4,7,8,20,TRUE,1,3,3,6,4,7,12,763,2019-05-15,5,FW,410000,71,3.71,5.52,5.62,5.39,5.71,5.07,5.33,5.07,5.7,5.76,5.63,6.06,5.21,5.31,5.44,5.43,7.16,6.38,7.46,0,FWtw,7.46
25,Polska,Pylyp Nagorniak,406205227,,,32.92,6 s 5 wk 0 d,470,5,4,6,6,20,FALSE,1,6,6,3,6,3,11,590,2019-05-19,4,IM,372000,15,3.5,6.05,5.96,6.16,5.89,6.43,6.21,6.43,5.95,5.91,6.01,5.69,6.38,6.34,6.2,6.3,5.11,5.73,4.83,0,CD,6.43
31,Hanguk,Se-Hee Park,430626797,,,24.27,5 s 9 wk 1 d,1310,4,3,7,8,20,TRUE,1,2,5,5,3,7,9,704,2019-05-19,5,FW,390000,47,3.28,4.88,5.17,5.12,5.46,5.04,4.91,5.58,5.73,6.13,6.22,6.17,6.25,6.38,6.31,6.51,7.31,6.67,7.32,0,FWtw,7.32
34,Sverige,Axel Hermansson,422526443,,Y×1,34.2,5 s 7 wk 0 d,160,5,6,7,5,20,FALSE,2,6,6,1,5,1,9,590,2019-05-19,4.5,IM,348000,24,4.56,6.37,6.22,6.58,6.09,7.06,6.67,7.06,6.14,6.06,6.25,5.62,6.91,6.81,6.56,6.69,4.56,5.55,4.08,0,CD,7.06
40,Perú,Matías Pichis,416567166,,,27.70,5 s 2 wk 6 d,9820,6,3,8,7,20,FALSE,1,10,8,2,4,4,9,1002,2019-05-19,6,CD,1764000,7,5.09,9.76,9.36,9.87,8.99,10.56,10.14,10.2,8.57,8.12,8.4,7.37,9.4,9.05,8.67,8.66,6.4,6.96,5.78,0,CD,10.56
48,Hanguk,Dong-Suk Lee,432205385,Technical,,23.41,4 s 13 wk 0 d,1330,6,2,7,8,20,TRUE,1,5,4,5,6,5,6,613,2019-05-19,4.5,FW,290000,23,3.88,6.45,6.38,6.32,6.31,6.24,6.37,6.06,6.29,6.2,6.11,6.32,5.95,5.98,6.03,6.03,6.47,0,6.55,6.54,FWtw,6.55
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×1,22.9,4 s 9 wk 2 d,5310,4,3,5,8,20,TRUE,1,7,7,7,4,5,7,772,2019-05-15,4.5,CD,550000,25,3.95,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.23,7.19,7.23,7.1,7.24,7.12,7.19,6.96,6.35,6.33,6.4,0,CD,7.41
55,Hanguk,Geun-Ho Han,433728993,,,23.11,4 s 6 wk 2 d,2230,3,2,6,8,20,TRUE,1,5,6,4,3,7,6,712,2019-05-15,5,FW,410000,26,3.6,6.13,6.16,6.29,6.2,6.46,6.26,6.63,6.17,6.23,6.37,6.01,6.73,6.68,6.49,6.62,6.73,6.29,6.54,0,IMd,6.73
61,Oceania,Cedrick Williamson,430364099,Powerful,,22.74,4 s 1 wk 0 d,7080,3,3,8,8,20,FALSE,1,8,5,7,7,2,7,879,2019-05-19,4.5,WB,708000,6,4.61,8.89,8.66,8.55,8.42,8.41,8.73,7.85,8.08,7.7,7.53,7.84,7.14,6.99,7.29,6.84,5.9,6.64,6.14,0,WBd,8.89
65,Hanguk,Sang-Hyun Yun,434942107,,Y×1 Bru,21.37,3 s 12 wk 2 d,2980,3,1,6,8,20,TRUE,1,6,5,4,7,4,5,770,2019-05-19,4,W,390000,12,3.29,5.85,5.74,5.82,5.63,5.94,5.9,5.78,5.66,5.55,5.54,5.5,5.64,5.65,5.59,5.66,5.24,5.68,5.12,0,CD,5.94
70,Hanguk,Min-Gyu Jung,429263814,,,27.3,3 s 7 wk 6 d,5100,1,4,6,7,20,FALSE,1,9,6,4,4,2,7,940,2019-05-15,4.5,CD,1050000,5,4.49,8.35,8.02,8.22,7.7,8.48,8.45,7.98,7.24,6.79,6.84,6.46,7.14,6.84,6.83,6.52,4.89,5.44,4.73,0,CD,8.48
78,Hanguk,Jung-Oh Han,433730490,Technical,,23.32,2 s 5 wk 6 d,4420,4,2,6,8,17,FALSE,1,9,3,5,1,3,6,955,2019-05-15,4,WB,1270000,6,4.04,7.65,7.17,7.12,6.68,7.06,7.48,6.06,5.73,4.93,4.8,4.82,4.62,4.2,4.41,3.77,3.69,0,3.93,3.28,WBd,7.65
79,España,Jimeno Eguiruren,415605434,,,27.88,2 s 3 wk 1 d,26190,5,6,7,7,17,FALSE,1,8,11,3,9,2,6,1097,2019-05-15,6.5,IM,4116000,33,4.6,9,9.02,9.59,9.08,10.34,9.53,10.87,9.55,9.83,10.21,9.18,11.28,11.26,10.85,11.2,7.37,9.19,6.56,0,IMd,11.28
80,Andorra,Joaquim Muntaner,427020395,Technical,,29.34,2 s 1 wk 4 d,11820,6,7,8,7,16,FALSE,1,9,6,8,7,4,10,905,2019-05-19,5.5,WB,1296000,39,5,9.82,9.6,9.49,9.36,9.35,9.66,8.81,8.97,8.58,8.44,8.68,8.1,7.93,8.19,7.75,7.17,0,7.41,7.61,WBd,9.82
81,Hanguk,Sang-Yong Jang,433566477,,,23.26,2 s 1 wk 1 d,7540,2,3,6,8,16,FALSE,1,9,6,6,5,4,5,932,2019-05-15,4.5,WB,1170000,15,4.21,8.4,8.13,8.18,7.86,8.25,8.37,7.74,7.41,6.99,6.96,6.85,6.98,6.75,6.83,6.5,5.71,5.94,5.74,0,WBd,8.4
