Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,25.9,3시즌 7주 3일,2440,2,4,7,8,20,TRUE,6,4,1,1,1,1,5,656,2018-09-02,4.5,KP,990000,0,,,7.39,4.82,4.95,3.68,3.5,3.16
2,Hanguk,Soon Jung,429263807,,,30.98,3시즌 7주 3일,160,7,6,6,6,20,TRUE,5,6,1,1,3,1,3,610,2018-09-05,4,KP,680000,0,,,6.62,5.44,5.62,3.92,3.65,3.27
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,35.8,3시즌 7주 3일,130,2,6,7,5,20,TRUE,2,7,5,4,5,1,5,680,2018-09-05,4.5,W,290000,16,,,5.27,7.49,7.73,6.77,6.71,5.07
9,Hanguk,Seung-Min Lee,429263815,Quick,,22.89,3시즌 7주 3일,8540,3,3,6,8,20,TRUE,1,10,6,3,6,2,6,1002,2018-09-02,4.5,IM,1330000,4,,,5.09,8.76,9.43,7.3,7.5,5.43
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,27.51,3시즌 7주 3일,4940,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,910,2018-09-05,5.5,IM,870000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,R,29.5,3시즌 7주 3일,2280,2,4,6,7,20,TRUE,2,8,6,3,5,3,5,800,2018-09-05,5,IM,570000,9,,,5.22,7.67,8.25,6.86,7.19,5.64
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,28.2,3시즌 7주 3일,1090,5,5,6,7,20,TRUE,1,5,7,3,5,3,4,701,2018-09-02,5,IM,410000,13,,,4,6.54,7.14,7.01,7.71,6.07
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,24.17,3시즌 7주 3일,10350,2,4,8,8,20,TRUE,1,10,6,6,5,3,4,1019,2018-09-02,6.5,W,1430000,5,,,5.84,10.5,10.67,8.84,8.46,6.82
15,Hanguk,Bong-Joo Kim,429263823,,,25.63,3시즌 7주 3일,12730,4,4,7,7,20,TRUE,1,10,6,7,6,2,4,1061,2018-09-02,6.5,W,1350000,12,,,5.62,10.28,10.27,8.79,8.2,6.44
16,Hanguk,Kil-Sung Park,429263824,,,22.13,3시즌 7주 3일,1980,5,3,8,8,20,TRUE,1,5,3,5,4,7,6,742,2018-09-05,6,FW,410000,21,,,4.24,6.59,6.3,5.93,5.54,7.11
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,28.89,3시즌 7주 3일,1150,2,6,6,6,20,TRUE,1,4,5,3,6,6,3,621,2018-08-12,5,FW,310000,32,,,3.84,5.74,6.04,6.14,6.6,6.87
31,Česká republika,Leoš Broukal,397610518,Head,,30.71,2시즌 14주 2일,12770,3,7,7,6,19,FALSE,1,9,9,1,8,4,4,900,2018-09-05,6,IM,1740000,42,,,4.92,8.7,10.1,8.49,9.84,7.17
43,Hanguk,Ji-Soo Kim,433466579,Technical,,20.26,2시즌 4주 3일,9160,3,2,7,7,20,TRUE,1,11,4,4,3,3,3,1106,2018-09-05,6,CD,1950000,0,,,5.47,9.39,9.68,6.68,6.21,5.03
44,Hanguk,Sang-Yong Jang,433566477,,,20.105,2시즌 3주 2일,6500,2,2,6,7,20,TRUE,1,9,6,6,5,4,2,911,2018-09-02,5,WB,410000,4,,,4.59,8.49,8.6,7.36,7.12,6.09
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,20.15,1시즌 15주 2일,1670,1,1,6,7,20,TRUE,1,8,5,4,2,4,5,800,2018-09-05,3.5,W,470000,1,,,3.88,6.89,7.17,5.62,5.59,4.69
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,19.102,1시즌 8주 2일,1630,2,1,7,7,20,TRUE,1,7,5,4,5,4,2,703,2018-09-05,4,WB,250000,9,,,3.95,6.96,7.22,6.2,6.24,5.56
58,Hanguk,Yi-Sub Kang,435570656,,Y×1,20.21,1시즌 4주 3일,1920,5,1,6,7,20,TRUE,1,7,3,5,5,5,4,720,2018-09-05,4,WB,330000,0,,,3.61,6.14,5.96,4.97,4.47,5.03
59,Hanguk,Hyung-Hwa Jung,435660098,,,19.6,1시즌 3주 3일,1860,5,2,7,7,20,TRUE,1,8,4,3,5,2,6,806,2018-09-05,4.5,CD,490000,3,,,4.56,7.42,7.76,6.02,5.91,4.73
60,Hanguk,Chu-Seok Ahn,435761718,,,18.105,1시즌 2주 2일,1010,3,1,6,6,20,TRUE,1,4,5,3,3,7,5,716,2018-09-05,4.5,FW,350000,3,,,2.77,4.56,4.84,4.7,5.15,5.56
61,Schweiz,Francois Baumgartner,434542904,,,18.85,1시즌 2주 1일,8380,5,2,8,7,12,FALSE,1,8,7,6,7,6,3,796,2018-09-02,4.5,CD,492000,5,,,3.89,8.12,8.34,7.71,7.82,7.22
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,35.72,1시즌 1주 2일,7710,6,9,7,5,12,FALSE,1,9,12,11,4,3,14,1180,2018-09-05,7,W,4308000,93,,,4.3,9.92,9.97,10.28,10.29,7.24
64,Hanguk,Koo-Joong Kim,435928762,,,18.96,1시즌 3일,3440,3,2,8,7,20,TRUE,1,9,4,3,2,2,3,941,2018-09-05,5,CD,370000,3,,,4.97,8.19,8.58,6.11,5.92,4.41
67,Hanguk,Hae-Won Kim,437472967,,Y×1,19.4,5주 2일,2860,3,1,7,5,20,TRUE,1,8,3,3,6,5,3,830,2018-09-02,4,CD,670000,0,,,3.94,6.44,6.63,4.95,4.75,5.07
68,Sverige,Elmin Polovina,436113582,,,17.102,2주 1일,3380,2,2,6,4,5,FALSE,1,7,7,6,6,5,3,698,2018-09-02,3,WB,420000,0,,,2.49,5.52,5.66,5.43,5.53,4.83
98,Hanguk,Ji-Sang Eo,437964041,,,18.110,3일,200,7,1,6,5,20,TRUE,1,3,4,2,2,6,4,610,,,,270000,0,,,2.36,3.47,3.74,3.61,4.03,4.41
99,Hanguk,In-Guh Park,429263805,,,44.17,3시즌 7주 3일,0,3,6,4,1,20,TRUE,0,0,0,0,0,0,0,440,,,,250000,0,,,1.13,1.13,1.13,1.13,1.13,1.13
69,Hanguk,Seung-Chul Ki,437963734,Unpredictable,,17.38,15주 6일,820,6,1,6,5,2,FALSE,1,4,6,2,6,2,2,680,,,,350000,0,,,1.47,3.16,3.68,3.71,4.34,2.99
