Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,21.75,1주 0일,2250,2,3,6,6,20,TRUE,6,2,1,1,1,1,5,658,2017-08-16,3,KP,990000,0,,,5.69,3.03,3.06,2.7,2.65,2.56
2,Hanguk,Soon Jung,429263807,,,27.52,1주 0일,1350,7,5,6,6,20,TRUE,5,5,1,1,3,1,3,580,2017-08-19,3.5,KP,770000,0,,,6.06,4.68,4.83,3.54,3.34,3.06
3,Hanguk,Dong-Ho Lee,429263808,,,28.106,1주 0일,450,4,5,6,7,20,TRUE,1,6,5,2,2,2,4,613,2017-08-16,3.5,W,300000,0,,,4.18,6.37,6.9,5.74,6.12,4.57
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.32,1주 0일,870,2,1,6,6,20,TRUE,1,7,4,3,4,2,5,738,2017-08-16,3.5,WB,370000,0,,,3.45,5.74,6,4.76,4.71,3.71
5,Hanguk,Pyung-Jae Song,429263810,Powerful,,30.90,1주 0일,330,3,5,7,6,20,TRUE,1,6,5,4,3,1,7,601,2017-08-19,4,CD,280000,0,,,4.29,6.87,7.08,6.34,6.33,4.68
6,Hanguk,Yong-Seo Kwon,429263811,,,26.62,1주 0일,1400,3,4,6,7,20,TRUE,1,7,3,6,4,2,6,780,2017-08-19,4,CD,390000,1,,,4.32,7.02,6.67,5.78,4.99,4.64
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,31.74,1주 0일,840,2,5,6,5,20,TRUE,2,6,6,5,6,3,6,596,2017-08-19,3.5,WB,310000,0,,,4.28,6.31,6.46,6.29,6.37,5.41
8,Hanguk,Min-Gyu Jung,429263814,,,21.36,1주 0일,710,1,2,5,5,20,TRUE,1,5,6,4,4,2,5,692,2017-08-19,3.5,W,310000,0,,,2.84,4.86,5.1,4.98,5.21,3.97
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.43,1주 0일,900,3,2,6,5,20,TRUE,1,4,6,3,6,2,6,681,2017-08-16,2.5,CD,330000,0,,,2.89,4.72,5.1,5.29,5.76,4.5
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,24.5,1주 0일,1200,4,3,5,6,20,TRUE,1,6,7,2,3,2,4,767,2017-08-16,3,W,430000,0,,,3.42,5.66,6.35,5.62,6.29,4.33
11,Hanguk,Ryung-Tae Kim,429263818,,,25.71,1주 0일,860,2,3,6,6,20,TRUE,2,5,6,3,5,3,5,656,2017-08-19,4,IM,330000,0,,,4.08,5.69,6.13,5.9,6.37,5.19
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,24.68,1주 0일,950,5,4,7,6,20,TRUE,1,3,7,3,5,3,4,722,2017-08-16,4.5,IM,410000,2,,,3.41,5.47,5.99,6.64,7.46,6.01
13,Hanguk,Hong-Woon Kim,429263820,Technical,,20.83,1주 0일,1450,2,3,6,7,20,TRUE,1,4,6,6,5,3,4,666,2017-08-19,4.5,W,330000,0,,,3.43,5.98,5.9,6.58,6.59,5.77
14,Hanguk,Moon-Hak Park,429263822,Powerful,,27.107,1주 0일,1370,4,4,5,7,20,TRUE,1,6,5,6,4,4,3,635,2017-08-19,4,WB,310000,0,,,3.72,6.32,6.21,5.95,5.7,5.36
15,Hanguk,Bong-Joo Kim,429263823,,,22.17,1주 0일,2510,4,3,7,6,20,TRUE,1,5,6,7,6,2,4,762,2017-08-19,4,IM,370000,1,,,3.77,6.81,6.61,7.18,6.92,5.81
16,Hanguk,Kil-Sung Park,429263824,,Inj 1,18.79,1주 0일,1030,5,2,5,5,20,TRUE,1,3,3,5,4,7,6,774,2017-08-19,4.5,FW,410000,0,,,2.44,3.7,3.43,3.79,3.6,4.87
17,Hanguk,Seung-Ok Lee,429263826,Technical,,33.28,1주 0일,180,5,6,5,6,20,TRUE,1,2,4,3,3,7,5,683,2017-08-19,4.5,FW,310000,0,,,2.85,3.87,3.95,4.38,4.71,5.59
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,25.43,1주 0일,1050,2,4,6,6,20,TRUE,1,2,5,3,6,6,3,646,2017-08-19,4.5,FW,310000,2,,,2.93,4.23,4.43,5.25,5.78,6.22
19,Hanguk,Yong-Jae Kim,429284705,Unpredictable,,17.88,6일,10,3,1,6,5,20,TRUE,1,2,2,3,3,2,2,293,2017-08-16,1.5,WB,250000,0,,,2.14,2.83,2.68,2.91,2.75,2.9
20,Hanguk,Yi-Chun Jin,429677916,,,18.76,0일,30,3,1,6,5,20,TRUE,1,2,4,3,2,1,2,414,,,,250000,0,,,2.14,3.18,3.26,3.63,3.8,2.92
99,Hanguk,In-Guh Park,429263805,,,40.83,1주 0일,0,4,6,3,4,20,TRUE,1,2,2,1,1,1,1,190,,,,250000,0,,,1.91,2.17,2.27,2.12,2.2,1.92
