Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.21,5 시즌 6 주 1 일,85360,3,3,8,8,20,TRUE,16,5,1,1,1,2,10,1644,2019-02-24,9,KP,28890000,0,14.8,5.79,5.39,5.46,4.99,5.56,5.76,4.82,4.42,3.82,3.75,3.67,3.84,3.6,3.58,3.36,3.51,3.32,3.5,0,KP,14.8
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,24.62,5 시즌 14 주 1 일,1100,5,4,6,8,20,TRUE,1,7,4,3,5,2,9,708,2019-02-20,4,CD,390000,26,4.46,7.25,6.95,7.07,6.65,7.23,7.28,6.73,6.36,5.96,5.93,5.81,6.07,5.91,5.9,5.75,4.89,5.41,4.78,0,CDtw,7.28
8,Hanguk,Hong-Chan Son,427619240,,,26.103,5 시즌 14 주 1 일,1160,5,4,7,7,20,TRUE,1,5,6,5,5,1,10,631,2019-02-20,4,W,310000,9,4.21,7.06,7.12,7.18,7.19,7.26,7.13,7.44,7.28,7.39,7.46,7.3,7.51,7.47,7.56,7.4,5.62,6.47,5.56,0,IMtw,7.56
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.109,5 시즌 14 주 1 일,1380,4,5,7,7,20,TRUE,1,6,7,3,3,2,11,735,2019-02-20,5,IM,430000,19,4.53,7.55,7.51,7.8,7.49,8.18,7.81,8.36,7.45,7.47,7.7,7.02,8.28,8.11,7.95,7.9,5.78,6.39,5.42,0,Cdo,8.36
11,Hanguk,Kwang-Hwan Yun,427619243,,Inj 1,31.76,5 시즌 14 주 1 일,330,6,5,7,6,20,TRUE,2,5,6,2,5,2,10,601,2019-02-20,4,W,310000,19,4.8,6.45,6.41,6.69,6.4,7.07,6.7,7.24,6.56,6.62,6.8,6.29,7.33,7.3,7.09,7.25,5.54,6.33,5.15,0,IMd,7.33
12,Hanguk,Chan-Myung Lee,427619244,,Y×1 Inj 1,30.85,5 시즌 14 주 1 일,430,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,697,2019-02-20,4.5,IM,380000,10,3.4,5.16,5.38,5.6,5.63,5.89,5.42,6.53,6.02,6.44,6.68,6.16,7.16,7.22,7.03,7.26,5.76,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.73,5 시즌 14 주 1 일,1590,2,4,8,7,20,TRUE,1,5,6,6,5,2,10,643,2019-02-24,5,W,330000,28,4.35,7.44,7.54,7.52,7.64,7.5,7.45,7.68,7.71,7.84,7.87,7.84,7.78,7.75,7.9,7.69,6.33,0,6.38,6.97,IMtw,7.9
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,28.14,5 시즌 14 주 1 일,1790,5,5,6,7,20,TRUE,1,5,5,7,6,2,10,724,2019-02-24,5,W,350000,20,3.98,6.72,6.79,6.64,6.84,6.45,6.61,6.45,6.86,6.9,6.81,7.09,6.44,6.44,6.7,6.44,5.73,6.26,5.95,0,Wo,7.09
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,24.8,5 시즌 14 주 1 일,1450,6,4,6,7,20,TRUE,1,3,3,6,4,7,12,764,2019-02-24,5,FW,410000,65,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
25,Polska,Pylyp Nagorniak,406205227,,,32.8,5 시즌 9 주 1 일,610,5,4,7,6,20,FALSE,1,6,6,3,6,3,11,590,2019-02-20,4.5,IM,372000,13,3.84,6.62,6.53,6.75,6.45,7.05,6.81,7.05,6.52,6.48,6.59,6.23,6.98,6.94,6.79,6.9,5.59,6.28,5.29,0,CD,7.05
31,Hanguk,Se-Hee Park,430626797,,,23.55,4 시즌 13 주 1 일,1130,4,3,5,8,20,TRUE,1,2,5,5,3,7,9,705,2019-02-24,4.5,FW,390000,35,2.78,4.14,4.38,4.34,4.63,4.28,4.16,4.74,4.86,5.2,5.27,5.24,5.3,5.41,5.35,5.52,6.2,5.66,6.21,0,FWtw,6.21
34,Sverige,Axel Hermansson,422526443,,,33.30,4 시즌 11 주 0 일,410,5,6,7,6,20,FALSE,2,6,6,2,6,2,9,590,2019-02-24,4.5,IM,384000,20,4.57,6.52,6.39,6.68,6.29,7.07,6.76,7.07,6.38,6.33,6.47,6.01,6.99,6.94,6.73,6.87,5.18,6.07,4.79,0,CD,7.07
40,Perú,Matías Pichis,416567166,,,26.98,4 시즌 7 주 0 일,9400,6,3,7,7,20,FALSE,1,10,8,2,4,4,9,1002,2019-02-20,5.5,CD,1764000,6,4.95,9.5,9.11,9.61,8.75,10.28,9.87,9.93,8.35,7.91,8.17,7.17,9.15,8.81,8.44,8.43,6.23,6.77,5.63,0,CD,10.28
48,Hanguk,Dong-Suk Lee,432205385,Technical,,22.69,4 시즌 1 주 0 일,1320,6,2,7,8,20,TRUE,1,5,4,5,6,5,6,613,2019-02-20,5.5,FW,290000,16,3.87,6.42,6.35,6.29,6.28,6.21,6.34,6.03,6.26,6.17,6.08,6.29,5.92,5.95,6,6,6.44,0,6.52,6.51,FWtw,6.52
