Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.35,2시즌 8주 0일,25280,3,2,7,8,20,TRUE,12,5,1,1,1,2,8,1206,2018-04-04,7,KP,5450000,0,,,11.35,4.98,5.15,3.47,3.26,3.17
3,Hanguk,Eun-Seok Hong,427619235,,,31.60,2시즌 15주 6일,280,5,5,6,6,20,TRUE,1,6,6,3,2,1,7,606,2018-04-08,4,CD,290000,9,,,4.1,6.61,7.09,6.25,6.61,4.5
4,Hanguk,Ji-Woon Lee,427619236,,,21.76,2시즌 15주 6일,1180,5,3,6,8,20,TRUE,1,7,4,3,5,2,7,720,2018-04-08,4,CD,390000,20,,,4.31,6.79,7.07,5.8,5.75,4.73
5,Hanguk,Jang-Soo Choi,427619237,Quick,,33.10,2시즌 15주 6일,60,5,6,6,6,20,TRUE,1,6,4,3,2,0,10,590,2018-04-08,3.5,CD,270000,4,,,4.12,6.21,6.44,5.38,5.31,3.67
6,Hanguk,Jae-Shin Cha,427619238,,,29.57,2시즌 15주 6일,910,5,5,6,6,20,TRUE,1,7,3,6,3,2,10,748,2018-04-04,4.5,WB,380000,9,,,4.42,7.12,6.77,5.8,5.01,4.61
8,Hanguk,Hong-Chan Son,427619240,,Inj 1,24.5,2시즌 15주 6일,1040,5,3,7,7,20,TRUE,1,5,6,5,5,1,8,614,2018-04-04,4,WB,310000,1,,,4.1,7.04,7.18,7.32,7.39,5.53
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,22.12,2시즌 15주 6일,1350,2,3,7,8,20,TRUE,1,5,6,3,6,3,10,615,2018-04-04,4.5,IM,330000,10,,,4.1,6.66,7.17,6.99,7.55,6.23
10,Hanguk,Kwang-Eul Jeon,427619242,,,26.11,2시즌 15주 6일,1680,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,767,2018-04-08,5,IM,430000,8,,,4.51,7.55,8.24,7.51,8.17,5.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.90,2시즌 15주 6일,840,6,4,8,7,20,TRUE,2,5,6,3,5,2,9,626,2018-04-04,4,W,330000,10,,,4.97,6.88,7.39,7.12,7.64,5.88
12,Hanguk,Chan-Myung Lee,427619244,,,27.99,2시즌 15주 6일,1100,3,4,8,7,20,TRUE,1,3,7,3,4,3,8,758,2018-04-04,5,IM,410000,8,,,3.76,6.03,6.61,7.24,8.14,6.47
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.87,2시즌 15주 6일,1650,2,3,7,8,20,TRUE,1,5,6,6,5,2,9,629,2018-04-08,5,W,330000,11,,,4.1,7.23,7.18,7.52,7.43,6.04
14,Hanguk,Se-Jong Cho,427619246,,,30.87,2시즌 15주 6일,540,4,5,6,6,20,TRUE,1,5,5,6,3,4,8,602,2018-04-04,4,WB,280000,18,,,3.89,6.46,6.29,6.31,6.1,5.77
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,25.28,2시즌 15주 6일,2380,5,4,8,7,20,TRUE,1,5,5,7,6,2,9,760,2018-04-04,5.5,W,350000,13,,,4.39,7.57,7.19,7.7,7.18,6.37
16,Hanguk,Dong-Shik Kim,427619248,,,21.22,2시즌 15주 6일,1710,6,2,8,7,20,TRUE,1,3,3,6,4,7,10,775,2018-04-08,6,FW,410000,21,,,3.42,5.38,4.82,5.52,5.06,6.96
18,Hanguk,Kwang-Rae Kim,427619250,Head,Bru,28.94,2시즌 15주 6일,920,3,4,6,7,20,TRUE,1,2,5,3,6,6,7,612,2018-04-04,5.5,FW,310000,30,,,2.94,4.25,4.46,5.27,5.81,6.26
23,Belgium,Mathias Piron,428125893,Technical,,34.61,2시즌 10주 6일,100,6,6,7,5,19,FALSE,2,6,5,5,5,2,8,590,2018-04-08,4,W,324000,9,,,4.41,6.48,6.52,6.14,5.99,4.92
25,Polska,Pylyp Nagorniak,406205227,,,29.22,2시즌 10주 6일,1560,5,3,7,6,19,FALSE,1,6,6,3,6,3,9,650,2018-03-27,3.5,IM,432000,8,,,3.74,6.51,7.05,6.46,6.94,5.55
31,Hanguk,Se-Hee Park,430626797,,,20.69,1시즌 14주 6일,1310,4,2,7,7,20,TRUE,1,2,5,5,3,7,8,724,2018-04-01,5,FW,390000,16,,,3.01,4.88,4.76,5.83,6.08,6.99
34,Sverige,Axel Hermansson,422526443,,,30.44,1시즌 12주 5일,1540,5,5,6,6,15,FALSE,2,6,7,2,6,2,9,703,2018-04-08,4.5,IM,492000,10,,,4.08,6.03,6.81,6.22,7,4.93
38,Latvija,Artem Skurlatov,409641598,,,28.50,1시즌 9주 2일,2340,5,5,6,7,14,FALSE,1,8,6,3,4,3,4,805,2018-04-04,4.5,CD,732000,8,,,3.86,6.82,7.37,5.96,6.27,4.73
40,Perú,Matías Pichis,416567166,,,24.0,1시즌 8주 5일,10170,6,2,7,8,14,FALSE,1,10,8,2,4,4,6,1002,2018-04-04,5.5,CD,1764000,4,,,4.48,8.68,9.87,7.47,8.38,5.77
41,Deutschland,Reinold Kisch,413993877,,,25.4,1시즌 8주 5일,2770,5,2,8,7,14,FALSE,1,8,6,2,4,5,3,803,2018-04-04,4.5,CD,588000,10,,,3.93,7.14,7.95,6.13,6.77,5.59
48,Hanguk,Dong-Suk Lee,432205385,Technical,,19.83,1시즌 2주 5일,1010,6,1,5,6,20,TRUE,1,5,4,5,6,5,4,633,2018-04-08,4,FW,290000,4,,,2.66,4.56,4.45,4.42,4.26,4.63
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,18.51,15주 0일,4720,4,2,5,6,20,TRUE,1,7,7,7,4,5,4,790,2018-04-08,4,WB,550000,5,,,3.6,6.91,6.91,6.7,6.63,5.89
55,Hanguk,Geun-Ho Han,433728993,,,19.53,12주 0일,1990,3,1,6,6,20,TRUE,1,5,6,4,3,7,3,735,2018-04-08,4.5,FW,410000,1,,,3.04,5.44,5.72,5.51,5.93,5.97
58,Hanguk,Tae-Hwan Lee,434006765,,,17.81,9주 0일,7590,4,1,6,6,20,TRUE,8,1,1,1,1,1,4,898,2018-04-08,4,KP,950000,0,,,6.29,2.11,2.11,2.11,2.11,2.11
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,19.4,6주 5일,6090,3,2,7,6,8,FALSE,1,8,5,7,7,2,4,871,2018-04-08,4,WB,708000,1,,,3.46,7.19,6.96,6.31,5.65,4.65
65,Hanguk,Sang-Hyun Yun,434942107,,,17.79,2주 0일,2560,3,1,6,5,20,TRUE,1,6,5,4,7,4,2,774,2018-04-08,4,W,390000,0,,,3.02,5.27,5.45,5.1,5.19,4.81
66,Hanguk,Won-Chul Yoo,435299677,,,17.47,6일,330,4,1,6,5,20,TRUE,1,4,4,3,6,3,3,612,,,,270000,0,,,2.58,4.06,4.21,4.19,4.33,4.05
67,Hanguk,Ko-Hoon Kim,435441765,,,18.77,0일,330,7,1,6,5,20,TRUE,1,3,5,3,3,5,4,559,,,,290000,0,,,2.36,3.8,4.02,4.24,4.65,4.54
99,Hanguk,Je-Min Jung,427619232,,,43.38,2시즌 15주 6일,0,3,8,5,1,20,TRUE,0,0,0,0,0,0,0,540,,,,250000,0,,,1.35,1.35,1.35,1.35,1.35,1.35
