Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.43,4 시즌 9 주 2 일,59530,3,3,6,8,20,TRUE,15,5,1,1,1,2,10,1562,2018-11-21,7.5,KP,19050000,0,12.64,5.19,4.83,4.9,4.47,4.99,5.16,4.32,3.96,3.42,3.36,3.29,3.44,3.23,3.21,3.01,3.15,2.98,3.14,0,KP,12.64
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,23.84,5 시즌 1 주 2 일,1200,5,3,6,8,20,TRUE,1,7,4,3,5,2,9,723,2018-11-21,4,CD,390000,26,4.32,7.11,6.81,6.94,6.52,7.1,7.15,6.6,6.22,5.82,5.8,5.67,5.93,5.78,5.76,5.61,4.75,5.27,4.64,0,CDtw,7.15
6,Hanguk,Jae-Shin Cha,427619238,,,31.65,5 시즌 1 주 2 일,520,5,6,7,6,20,TRUE,1,7,3,6,3,1,11,701,2018-11-25,4.5,WB,350000,24,4.64,7.67,7.41,7.25,7.12,7.05,7.46,6.39,6.55,6.06,5.89,6.16,5.46,5.21,5.54,4.95,4.46,4.66,4.8,0,WBd,7.67
8,Hanguk,Hong-Chan Son,427619240,,,26.13,5 시즌 1 주 2 일,1250,5,4,8,7,20,TRUE,1,5,6,5,5,1,10,642,2018-11-25,4.5,W,310000,8,4.26,7.13,7.19,7.25,7.26,7.34,7.2,7.51,7.35,7.47,7.54,7.38,7.59,7.54,7.63,7.47,5.68,6.54,5.62,0,IMtw,7.63
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.19,5 시즌 1 주 2 일,1160,4,5,5,7,20,TRUE,1,6,7,3,3,2,11,731,2018-11-25,4,IM,430000,18,3.86,6.44,6.4,6.65,6.39,6.98,6.66,7.13,6.35,6.37,6.57,5.99,7.06,6.92,6.78,6.74,4.93,5.45,4.62,0,Cdo,7.13
11,Hanguk,Kwang-Hwan Yun,427619243,,,30.98,5 시즌 1 주 2 일,500,6,5,7,6,20,TRUE,2,5,6,2,5,2,10,610,2018-11-25,3.5,W,310000,15,4.83,6.5,6.46,6.75,6.45,7.12,6.76,7.3,6.61,6.68,6.86,6.34,7.39,7.36,7.15,7.31,5.59,6.38,5.19,0,IMd,7.39
12,Hanguk,Chan-Myung Lee,427619244,,,29.107,5 시즌 1 주 2 일,690,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,717,2018-11-21,4.5,IM,390000,10,3.43,5.21,5.43,5.65,5.68,5.94,5.47,6.58,6.07,6.49,6.74,6.22,7.23,7.29,7.09,7.32,5.81,6.33,5.47,0,IMo,7.32
13,Hanguk,Sung-Kook Han,427619245,Technical,,25.95,5 시즌 1 주 2 일,1410,2,4,6,7,20,TRUE,1,5,6,6,5,2,10,628,2018-11-25,4,W,330000,25,3.82,6.53,6.62,6.6,6.7,6.58,6.54,6.74,6.76,6.88,6.91,6.88,6.83,6.8,6.93,6.75,5.56,0,5.6,6.12,IMtw,6.93
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,27.36,5 시즌 1 주 2 일,1970,5,4,6,7,20,TRUE,1,5,5,7,6,2,10,750,2018-11-21,5,W,350000,14,3.89,6.64,6.7,6.56,6.75,6.37,6.52,6.37,6.77,6.81,6.73,7,6.35,6.35,6.61,6.35,5.64,6.17,5.86,0,Wo,7
16,Hanguk,Dong-Shik Kim,427619248,,,23.30,5 시즌 1 주 2 일,1740,6,3,8,8,20,TRUE,1,3,3,6,4,7,12,761,2018-11-25,6,FW,410000,50,3.67,5.55,5.65,5.4,5.74,5.08,5.34,5.08,5.73,5.79,5.66,6.1,5.23,5.33,5.46,5.45,7.24,6.43,7.55,0,FWtw,7.55
25,Polska,Pylyp Nagorniak,406205227,,,31.30,4 시즌 12 주 1 일,900,5,3,7,6,20,FALSE,1,6,6,3,6,3,11,603,2018-11-21,4.5,IM,396000,12,3.7,6.49,6.39,6.62,6.31,6.92,6.67,6.92,6.39,6.35,6.45,6.1,6.85,6.81,6.65,6.76,5.46,6.15,5.15,0,CD,6.92
31,Hanguk,Se-Hee Park,430626797,,,22.77,4 시즌 0 주 2 일,1290,4,3,6,8,20,TRUE,1,2,5,5,3,7,9,711,2018-11-25,5,FW,390000,29,3.04,4.52,4.79,4.74,5.06,4.67,4.54,5.17,5.31,5.68,5.76,5.72,5.79,5.91,5.84,6.03,6.77,6.18,6.78,0,FWtw,6.78
34,Sverige,Axel Hermansson,422526443,,,32.52,3 시즌 14 주 1 일,670,5,5,6,5,20,FALSE,2,6,6,2,6,2,9,607,2018-09-23,4,IM,420000,18,3.9,5.59,5.48,5.74,5.39,6.07,5.8,6.07,5.48,5.43,5.55,5.15,6,5.96,5.78,5.9,4.43,5.2,4.09,0,CD,6.07
40,Perú,Matías Pichis,416567166,,,26.8,3 시즌 10 주 1 일,7850,6,2,5,7,20,FALSE,1,10,8,2,4,4,9,999,2018-11-25,4.5,CD,1764000,6,3.92,7.69,7.36,7.78,7.06,8.34,7.99,8.04,6.73,6.37,6.59,5.76,7.4,7.12,6.81,6.8,4.98,5.43,4.48,0,CD,8.34
48,Hanguk,Dong-Suk Lee,432205385,Technical,,21.91,3 시즌 4 주 1 일,1260,6,2,7,7,20,TRUE,1,5,4,5,6,5,6,614,2018-11-21,4.5,FW,290000,15,3.75,6.22,6.16,6.1,6.09,6.02,6.15,5.85,6.07,5.98,5.89,6.1,5.74,5.77,5.82,5.82,6.25,0,6.32,6.32,TDF,6.32
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,20.59,3 시즌 0 주 3 일,5940,4,2,7,7,20,TRUE,1,7,7,7,4,5,7,805,2018-11-25,5,CD,550000,19,4.38,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.19,8.14,8.2,8.04,8.2,8.06,8.15,7.88,7.16,7.14,7.22,0,CD,8.4
55,Hanguk,Geun-Ho Han,433728993,,,21.61,2 시즌 13 주 3 일,2100,3,2,5,8,20,TRUE,1,5,6,4,3,7,6,722,2018-11-21,4.5,FW,410000,14,3.28,5.58,5.6,5.72,5.64,5.88,5.7,6.03,5.62,5.67,5.8,5.46,6.12,6.08,5.91,6.03,6.12,5.72,5.95,0,IMd,6.12
61,Oceania,Cedrick Williamson,430364099,Powerful,,21.12,2 시즌 8 주 1 일,6770,3,3,7,8,18,FALSE,1,8,5,7,7,2,7,870,2018-11-21,4.5,WB,708000,3,4.34,8.46,8.23,8.13,8,7.99,8.3,7.46,7.68,7.31,7.15,7.45,6.77,6.63,6.92,6.49,5.58,6.29,5.81,0,WBd,8.46
65,Hanguk,Sang-Hyun Yun,434942107,,,19.87,2 시즌 3 주 3 일,3160,3,1,8,6,20,TRUE,1,6,5,4,7,4,5,791,2018-11-21,4.5,W,390000,4,3.59,6.38,6.26,6.35,6.14,6.47,6.44,6.3,6.17,6.05,6.04,6,6.15,6.16,6.1,6.17,5.72,6.2,5.59,0,CD,6.47
