Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.91,1시즌 9주 3일,10330,4,3,7,7,20,TRUE,9,3,1,1,1,1,10,950,2017-11-01,5,KP,1970000,0,,,8.89,4.06,4.14,3.31,3.19,2.97
2,Hanguk,Jee-Hoon Kim,428709461,,,19.100,1시즌 1주 3일,5880,3,1,8,6,20,TRUE,8,5,1,1,1,2,7,803,2017-10-29,4.5,KP,930000,0,,,8.17,4.55,4.72,3.05,2.84,2.76
3,Hanguk,Eun-Seok Hong,427619235,,,30.13,1시즌 9주 3일,410,5,4,7,6,20,TRUE,1,6,6,3,2,2,7,611,2017-11-01,4,CD,300000,4,,,4.29,6.99,7.51,6.61,7.02,5.09
4,Hanguk,Ji-Woon Lee,427619236,,,20.29,1시즌 9주 3일,790,5,2,3,7,20,TRUE,1,7,4,3,5,2,7,723,2017-10-15,3,CD,390000,5,,,2.81,4.5,4.7,3.83,3.8,3.1
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.75,1시즌 9주 3일,140,5,5,5,5,20,TRUE,1,6,4,4,2,1,9,592,2017-10-29,3,CD,280000,3,,,3.6,5.6,5.67,4.88,4.7,3.59
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.10,1시즌 9주 3일,1090,5,5,6,7,20,TRUE,1,7,3,6,3,2,10,759,2017-11-01,4.5,WB,390000,7,,,4.49,7.23,6.89,5.9,5.1,4.68
7,Hanguk,In-Moo Byon,427619239,,,32.110,1시즌 9주 3일,310,1,6,5,5,20,TRUE,2,6,5,5,5,3,6,590,2017-11-01,3.5,WB,300000,4,,,4.31,6.14,6.17,5.84,5.73,5.07
8,Hanguk,Hong-Chan Son,427619240,,Y×1,22.70,1시즌 9주 3일,1000,5,3,5,7,20,TRUE,1,5,6,5,5,1,8,633,2017-10-29,3,WB,310000,0,,,3.46,5.94,6.06,6.18,6.24,4.67
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,20.77,1시즌 9주 3일,1130,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,616,2017-10-29,4,IM,330000,6,,,3.67,5.97,6.43,6.27,6.77,5.58
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,24.76,1시즌 9주 3일,1500,4,4,6,7,20,TRUE,1,6,7,3,3,2,8,756,2017-11-01,4.5,IM,430000,5,,,4.18,7.01,7.65,6.97,7.58,5.37
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.43,1시즌 9주 3일,920,6,4,7,7,20,TRUE,2,5,6,3,5,2,8,646,2017-10-29,4.5,IM,330000,9,,,4.83,6.68,7.18,6.91,7.41,5.71
12,Hanguk,Chan-Myung Lee,427619244,,,26.52,1시즌 9주 3일,1100,3,4,7,7,20,TRUE,1,3,7,3,4,3,8,760,2017-11-01,4,FW,410000,7,,,3.66,5.87,6.43,7.04,7.92,6.29
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.40,1시즌 9주 3일,1330,2,3,5,7,20,TRUE,1,5,6,6,5,2,8,638,2017-11-01,4,W,330000,8,,,3.43,6.04,6.01,6.29,6.21,5.05
14,Hanguk,Se-Jong Cho,427619246,,,29.40,1시즌 9주 3일,710,4,5,6,6,20,TRUE,1,5,5,6,3,4,7,610,2017-10-29,4,WB,290000,16,,,3.92,6.51,6.35,6.37,6.15,5.82
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,23.93,1시즌 9주 3일,2220,5,3,7,7,20,TRUE,1,5,5,7,6,2,8,755,2017-11-01,5,W,350000,8,,,4.08,7.15,6.79,7.27,6.77,6
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,19.87,1시즌 9주 3일,1410,6,2,6,7,20,TRUE,1,3,3,6,4,7,9,759,2017-11-01,5,FW,410000,19,,,3.01,4.74,4.24,4.87,4.46,6.14
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,35.26,1시즌 9주 3일,40,2,6,7,5,20,TRUE,1,2,4,3,3,6,7,590,2017-10-29,5,FW,270000,18,,,3.26,4.42,4.51,5,5.35,6.02
18,Hanguk,Kwang-Rae Kim,427619250,Head,Bru,27.47,1시즌 9주 3일,1110,3,4,6,7,20,TRUE,1,2,5,3,6,6,6,633,2017-10-29,5,FW,310000,16,,,2.97,4.28,4.49,5.31,5.85,6.3
20,Brasil,Jader da Matta,427827635,,Y×1,33.4,1시즌 4주 2일,390,4,6,7,6,13,FALSE,2,6,6,5,6,2,8,590,2017-11-01,4,WB,360000,2,,,4.29,6.64,6.81,6.63,6.68,5.23
21,Belgium,Jitse Haes,428112207,,Y×1,32.45,1시즌 4주 2일,470,4,5,4,6,13,FALSE,2,6,6,5,6,2,7,590,2017-10-29,3.5,W,372000,2,,,3.2,5,5.13,4.99,5.03,3.93
22,Nederland,Keith Esser,428060480,Quick,Y×1,32.62,1시즌 4주 2일,700,5,6,7,6,13,FALSE,2,6,5,6,6,2,9,590,2017-10-29,4.5,W,372000,3,,,4.31,6.64,6.51,6.38,6.04,5.1
23,Belgium,Mathias Piron,428125893,Technical,,33.14,1시즌 4주 2일,380,6,5,7,6,13,FALSE,2,6,5,5,6,2,8,590,2017-10-29,4,W,360000,2,,,4.18,6.32,6.36,6.05,5.9,4.85
24,Canada,Philippe Morel,425173438,Unpredictable,,34.28,1시즌 4주 2일,100,5,6,6,5,13,FALSE,2,6,5,5,5,2,7,590,2017-10-22,3.5,W,324000,4,,,3.86,5.8,5.83,5.48,5.34,4.34
25,Polska,Pylyp Nagorniak,406205227,,Y×1,27.87,1시즌 4주 2일,2240,5,3,8,6,13,FALSE,1,6,7,3,6,3,9,728,2017-11-01,4.5,IM,444000,2,,,3.49,6.5,7.18,6.72,7.43,5.6
26,Türkiye,Türker Arkan,425734621,,,33.104,1시즌 4주 2일,390,1,6,4,5,13,FALSE,2,6,7,5,5,2,7,680,2017-10-15,4.5,IM,456000,11,,,3.18,5.08,5.3,5.19,5.38,3.97
31,Hanguk,Se-Hee Park,430626797,,,19.22,8주 3일,1010,4,1,5,6,20,TRUE,1,2,5,5,3,7,7,729,2017-11-01,4.5,FW,390000,5,,,2.12,3.62,3.52,4.39,4.58,5.32
34,Sverige,Axel Hermansson,422526443,,,28.109,6주 2일,2450,5,4,8,6,7,FALSE,2,7,7,2,6,2,8,717,2017-10-29,4.5,IM,492000,5,,,4.29,6.73,7.63,6.56,7.36,4.96
38,Latvija,Artem Skurlatov,409641598,,,27.3,2주 6일,1630,5,4,3,6,5,FALSE,1,8,6,3,4,3,3,810,2017-10-29,2.5,CD,732000,8,,,2.34,4.41,4.79,3.81,4.03,2.95
