Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.89,5 시즌 2 주 6 일,1600,2,5,3,7,20,TRUE,6,5,1,1,1,1,5,658,2019-03-10,3.5,KP,1010000,0,5,3.78,3.53,3.57,3.28,3.64,3.75,3.17,2.92,2.55,2.51,2.46,2.55,2.39,2.4,2.23,2.11,2.11,2.11,0,KP,5
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.88,5 시즌 2 주 6 일,40,2,6,7,4,20,TRUE,1,6,4,3,3,0,5,590,2019-03-06,4,W,270000,17,4.07,6.31,6.12,6.22,5.93,6.35,6.35,6.04,5.66,5.38,5.4,5.21,5.51,5.32,5.38,5.11,3.75,4.32,3.69,0,CD,6.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.19,5 시즌 2 주 6 일,4700,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,905,2019-03-13,5.5,IM,1060000,6,5.35,9.32,8.97,9.39,8.64,9.95,9.62,9.59,8.22,7.8,8.03,7.16,8.81,8.46,8.22,8.07,5.68,6.35,5.21,0,CD,9.95
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.82,5 시즌 2 주 6 일,640,5,5,2,7,20,TRUE,1,5,7,3,5,3,4,705,2019-03-13,3,IM,390000,19,2.2,3.57,3.6,3.74,3.64,3.92,3.71,4.1,3.76,3.86,3.97,3.68,4.25,4.24,4.13,4.22,3.34,3.69,3.13,0,IMd,4.25
13,Hanguk,Hong-Woon Kim,429263820,Technical,,25.97,5 시즌 2 주 6 일,12560,2,5,8,8,20,TRUE,1,10,6,6,5,3,4,1066,2019-03-10,6.5,W,1650000,11,5.95,10.99,10.59,10.66,10.18,10.76,10.95,10.02,9.54,8.93,8.88,8.74,8.9,8.56,8.69,8.2,6.93,0,6.97,7.37,WBd,10.99
15,Hanguk,Bong-Joo Kim,429263823,,,27.31,5 시즌 2 주 6 일,13300,4,5,6,7,20,TRUE,1,10,6,7,6,2,4,1080,2019-03-10,6.5,W,1790000,24,5.27,9.88,9.56,9.55,9.23,9.54,9.79,8.88,8.7,8.18,8.09,8.13,7.92,7.64,7.87,7.35,6.03,6.66,6.17,0,WBd,9.88
16,Hanguk,Kil-Sung Park,429263824,,,23.93,5 시즌 2 주 6 일,2070,5,3,5,8,20,TRUE,1,6,3,5,4,7,6,745,2019-03-13,5.5,FW,410000,32,3.73,6.09,5.9,5.81,5.7,5.69,5.96,5.23,5.36,5.03,4.91,5.12,4.74,4.66,4.7,4.6,5.85,5.24,6.01,0,WBd,6.09
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.57,5 시즌 2 주 6 일,910,2,6,7,6,20,TRUE,1,5,5,3,6,6,3,601,2019-03-10,5.5,FW,300000,41,4.13,6.35,6.29,6.43,6.24,6.63,6.47,6.63,6.35,6.34,6.39,6.21,6.69,6.74,6.54,6.8,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,32.39,4 시즌 9 주 6 일,6950,3,7,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-03-13,6,IM,1500000,49,4.8,8.83,8.51,9.08,8.23,9.84,9.28,9.68,8.23,7.98,8.26,7.3,9.32,9.17,8.7,9,6.63,7.71,5.86,0,CD,9.84
43,Hanguk,Ji-Soo Kim,433466579,Technical,,21.106,3 시즌 15 주 6 일,14900,3,2,8,8,20,TRUE,1,11,4,4,3,3,3,1182,2019-03-13,6,W,3310000,2,5.75,10.57,9.87,10,9.16,10.17,10.51,8.86,8.08,7.02,6.92,6.71,7.03,6.53,6.6,6.01,5.28,0,5.31,5.32,WBd,10.57
59,Hanguk,Hyung-Hwa Jung,435660098,,,20.86,2 시즌 14 주 6 일,12380,5,2,6,8,20,TRUE,1,11,4,3,5,2,6,1147,2019-03-10,6,CD,1470000,16,5.15,9.33,8.67,8.86,8.01,9.11,9.33,7.94,7.2,6.27,6.18,5.98,6.38,5.99,5.99,5.59,4.55,5.07,4.44,0,CDtw,9.33
60,Hanguk,Chu-Seok Ahn,435761718,,,20.73,2 시즌 13 주 6 일,960,3,1,5,7,20,TRUE,1,5,5,3,3,7,5,700,2019-03-13,4.5,FW,370000,8,2.86,4.84,4.79,4.92,4.74,5.09,4.95,5.09,4.67,4.62,4.71,4.41,5.04,5,4.8,4.95,5.29,4.86,5.11,0,FW,5.29
61,Schweiz,Francois Baumgartner,434542904,,,20.53,2 시즌 13 주 4 일,19010,5,3,7,8,19,FALSE,1,10,7,6,7,6,3,1003,2019-03-10,5.5,IM,2292000,9,4.95,9.98,9.66,9.79,9.34,9.97,10.02,9.43,8.95,8.51,8.49,8.31,8.68,8.49,8.44,8.28,7.68,7.92,7.57,0,CDtw,10.02
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,37.40,2 시즌 12 주 5 일,2770,6,9,6,4,19,FALSE,0,9,11,10,3,1,13,1080,2019-03-13,5,W,888000,94,3.44,8.34,8.46,8.49,8.58,8.53,8.4,8.8,8.38,8.48,8.64,8.26,8.68,8.42,8.66,8.1,5.46,6.1,5.51,0,Cdo,8.8
64,Hanguk,Koo-Joong Kim,435928762,,,20.64,2 시즌 11 주 6 일,16200,3,2,6,8,20,TRUE,1,12,4,3,2,2,3,1204,2019-03-13,5.5,WB,3010000,3,5.4,9.91,9.16,9.37,8.41,9.64,9.91,8.31,7.28,6.17,6.11,5.74,6.38,5.82,5.84,5.23,4.1,4.26,4.04,0,CDtw,9.91
67,Hanguk,Hae-Won Kim,437472967,,,20.84,2 시즌 0 주 6 일,17490,3,2,7,8,20,TRUE,1,11,3,3,6,5,3,1204,2019-03-10,5.5,WB,1970000,2,5.54,9.89,9.11,9.25,8.33,9.45,9.82,8.01,7.44,6.34,6.15,6.15,6.27,5.93,5.87,5.61,5.95,5.97,5.89,0,WBd,9.89
68,Sverige,Elmin Polovina,436113582,,R,19.70,1 시즌 13 주 4 일,14870,2,2,5,7,15,FALSE,1,11,7,6,6,5,3,1096,2019-03-13,5.5,CD,1572000,1,4,8.51,8.16,8.29,7.81,8.45,8.54,7.86,7.32,6.81,6.8,6.58,6.97,6.71,6.71,6.43,5.59,5.84,5.52,0,CDtw,8.54
69,Hanguk,Seung-Chul Ki,437963734,Unpredictable,,19.6,1 시즌 11 주 3 일,6050,6,2,6,7,15,FALSE,1,9,6,2,6,2,2,924,2019-03-10,4,CD,930000,2,3.89,7.46,7.07,7.41,6.7,7.86,7.68,7.37,6.42,5.97,6.07,5.55,6.62,6.41,6.21,6.17,4.36,5.24,3.97,0,CD,7.86
71,Schweiz,Nathanael Zimmer,436514697,Head,,19.108,1 시즌 8 주 2 일,13210,7,3,6,7,14,FALSE,1,9,8,7,4,5,2,939,2019-03-13,4.5,CD,780000,5,4,8.49,8.37,8.46,8.26,8.58,8.54,8.41,7.9,7.7,7.78,7.45,7.94,7.7,7.75,7.43,6.3,6.38,6.27,0,CD,8.58
72,Hanguk,Hoon Paeng,438720926,Technical,,19.34,1 시즌 6 주 6 일,6950,5,1,6,7,20,TRUE,1,9,6,7,4,2,4,968,2019-03-13,5,WB,790000,0,4.18,8.42,8.19,8.16,7.95,8.14,8.34,7.64,7.42,7.01,6.96,6.92,6.81,6.52,6.75,6.2,4.9,0,5.06,5.27,WBd,8.42
73,Hanguk,Ji-Dan Lee,438852692,Technical,,19.73,1 시즌 5 주 3 일,3030,6,1,7,7,20,TRUE,1,9,5,4,3,2,2,903,2019-03-10,4.5,CD,350000,1,4.52,8.51,8.09,8.24,7.68,8.44,8.54,7.73,7.03,6.41,6.42,6.11,6.61,6.25,6.29,5.86,4.52,0,4.45,4.83,CDtw,8.54
74,Hanguk,Nam-Han Kim,436538053,,,19.104,1 시즌 5 주 0 일,8880,5,2,7,7,13,FALSE,9,5,1,1,1,1,8,913,2019-03-13,4.5,KP,2470000,0,8.35,4.47,4.09,4.16,3.7,4.25,4.43,3.54,3.16,2.59,2.53,2.45,2.59,2.35,2.37,2.1,1.91,1.91,1.91,0,KP,8.35
76,Hanguk,Kwang-Hwa Hoo,440316579,,,17.107,14 주 6 일,2600,4,1,7,7,20,TRUE,1,8,6,6,3,2,6,804,2019-03-10,4.5,WB,290000,2,4.2,8.21,8.03,8.06,7.84,8.11,8.2,7.76,7.36,7.03,7.05,6.86,7.05,6.76,6.92,6.43,4.97,5.31,5.04,0,WBd,8.21
