Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,25.105,4 시즌 5 주 1 일,2060,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,660,2018-12-05,3.5,KP,990000,0,6.57,4.96,4.63,4.69,4.3,4.77,4.93,4.17,3.84,3.35,3.3,3.23,3.35,3.14,3.16,2.93,2.77,2.77,2.77,0,KP,6.57
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,35.104,4 시즌 5 주 1 일,80,2,6,7,5,20,TRUE,1,7,4,4,4,1,5,680,2018-12-05,4,W,290000,17,4.36,7.1,6.84,6.89,6.59,6.95,7.07,6.49,6.23,5.86,5.82,5.76,5.8,5.61,5.71,5.4,4.38,4.87,4.41,0,WBd,7.1
9,Hanguk,Seung-Min Lee,429263815,Quick,,23.73,4 시즌 5 주 1 일,10700,3,4,8,8,20,TRUE,1,10,6,3,6,2,6,1026,2018-12-09,5.5,IM,1550000,8,5.85,10.44,9.93,10.25,9.44,10.68,10.6,9.93,8.95,8.31,8.36,7.88,8.84,8.53,8.41,8.2,6.22,7.16,5.89,0,CD,10.68
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,28.35,4 시즌 5 주 1 일,5050,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,914,2018-12-09,6,IM,990000,6,5.27,9.26,8.91,9.33,8.58,9.89,9.57,9.54,8.15,7.73,7.96,7.09,8.75,8.4,8.16,8.01,5.6,6.27,5.13,0,CD,9.89
11,Hanguk,Ryung-Tae Kim,429263818,,,29.101,4 시즌 5 주 1 일,1680,2,4,4,6,20,TRUE,2,8,6,3,5,3,5,799,2018-10-31,4.5,IM,570000,9,4.02,6.12,5.91,6.1,5.71,6.35,6.24,6.1,5.53,5.28,5.35,5.02,5.68,5.54,5.43,5.38,4.35,4.76,4.13,0,CD,6.35
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,28.98,4 시즌 5 주 1 일,1330,5,5,8,7,20,TRUE,1,5,7,3,5,3,4,705,2018-12-09,5,IM,410000,15,4.4,7.14,7.19,7.48,7.28,7.85,7.41,8.21,7.51,7.71,7.93,7.36,8.5,8.48,8.26,8.44,6.67,7.38,6.27,0,IMd,8.5
13,Hanguk,Hong-Woon Kim,429263820,Technical,,25.1,4 시즌 5 주 1 일,11210,2,4,7,8,20,TRUE,1,10,6,6,5,3,4,1043,2018-12-09,7,W,1650000,9,5.65,10.55,10.16,10.23,9.77,10.33,10.51,9.61,9.14,8.55,8.5,8.37,8.52,8.19,8.32,7.84,6.6,0,6.64,7.03,WBd,10.55
15,Hanguk,Bong-Joo Kim,429263823,,,26.47,4 시즌 5 주 1 일,11640,4,5,5,7,20,TRUE,1,10,6,7,6,2,4,1061,2018-12-09,6,W,1570000,19,4.84,9.07,8.77,8.77,8.47,8.76,8.99,8.16,7.99,7.51,7.43,7.46,7.27,7.02,7.23,6.75,5.54,6.12,5.66,0,WBd,9.07
16,Hanguk,Kil-Sung Park,429263824,,Y×2,22.109,4 시즌 5 주 1 일,2100,5,3,7,8,20,TRUE,1,5,3,5,4,7,6,759,2018-12-05,6,FW,410000,27,4.11,6.51,6.39,6.26,6.25,6.1,6.36,5.74,5.99,5.75,5.62,5.89,5.4,5.37,5.41,5.36,6.89,6.16,7.07,0,FWtw,7.07
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,29.73,4 시즌 5 주 1 일,1080,2,6,7,6,20,TRUE,1,4,5,3,6,6,3,612,2018-12-09,6,FW,300000,35,3.87,5.75,5.78,5.91,5.82,6.08,5.88,6.24,6.06,6.18,6.25,6.08,6.54,6.64,6.43,6.76,6.92,6.97,6.68,0,FWd,6.97
