Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.73,6 s 13 wk 4 d,118570,3,4,8,7,20,TRUE,18,5,1,1,1,2,10,1801,2019-08-07,10,KP,40300000,0,16.37,5.96,5.56,5.63,5.15,5.73,5.92,4.98,4.58,3.98,3.92,3.83,4.01,3.77,3.74,3.52,3.68,3.48,3.67,0,KP,16.37
4,Hanguk,Ji-Woon Lee,427619236,,Inj 1,26.2,7 s 5 wk 4 d,1170,5,4,6,7,20,TRUE,1,7,4,3,5,2,9,734,2019-08-07,4.5,CD,390000,29,4.44,7.2,6.91,7.03,6.61,7.19,7.24,6.69,6.32,5.92,5.9,5.77,6.03,5.88,5.86,5.71,4.86,5.37,4.75,0,CDtw,7.24
8,Hanguk,Hong-Chan Son,427619240,,Y×1,28.43,7 s 5 wk 4 d,1040,5,5,8,7,20,TRUE,1,5,6,5,5,1,10,614,2019-08-04,4.5,W,310000,18,4.45,7.36,7.43,7.49,7.5,7.57,7.44,7.75,7.59,7.7,7.78,7.62,7.83,7.78,7.87,7.71,5.89,6.76,5.83,0,IMtw,7.87
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,30.49,7 s 5 wk 4 d,890,4,6,7,6,20,TRUE,1,6,7,3,3,2,11,703,2019-08-07,5,IM,390000,33,4.6,7.59,7.55,7.84,7.54,8.22,7.85,8.39,7.49,7.51,7.75,7.07,8.32,8.15,7.99,7.94,5.83,6.44,5.48,0,Cdo,8.39
11,Hanguk,Kwang-Hwan Yun,427619243,,,33.16,7 s 5 wk 4 d,90,6,6,4,5,20,TRUE,2,5,6,2,5,1,10,590,2019-06-19,4,W,280000,24,3.66,4.89,4.86,5.07,4.85,5.35,5.08,5.48,4.97,5.02,5.15,4.77,5.54,5.5,5.37,5.45,3.93,4.66,3.64,0,IMd,5.54
12,Hanguk,Chan-Myung Lee,427619244,,,32.25,7 s 5 wk 4 d,270,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,686,2019-08-07,4.5,IM,330000,13,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,,28.13,7 s 5 wk 4 d,1340,2,5,7,7,20,TRUE,1,5,6,6,5,2,10,614,2019-08-04,4.5,W,330000,44,4.31,7.28,7.38,7.36,7.47,7.33,7.29,7.51,7.54,7.66,7.69,7.66,7.61,7.58,7.72,7.52,6.21,0,6.26,6.82,IMtw,7.72
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Inj 1,29.66,7 s 5 wk 4 d,1230,5,5,7,6,20,TRUE,1,5,5,7,6,2,10,694,2019-07-24,5,W,340000,22,4.26,7.19,7.26,7.1,7.31,6.9,7.07,6.9,7.33,7.38,7.28,7.58,6.89,6.89,7.16,6.88,6.13,6.69,6.36,0,Wo,7.58
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,25.60,7 s 5 wk 4 d,1670,6,4,7,7,20,TRUE,1,3,3,6,4,7,12,776,2019-08-07,5.5,FW,410000,75,3.71,5.52,5.62,5.39,5.71,5.07,5.33,5.07,5.7,5.76,5.63,6.06,5.21,5.31,5.44,5.43,7.16,6.38,7.46,0,FWtw,7.46
31,Hanguk,Se-Hee Park,430626797,,,24.107,6 s 4 wk 4 d,1220,4,4,6,8,20,TRUE,1,2,5,5,3,7,9,705,2019-08-04,4.5,FW,390000,58,3.19,4.67,4.94,4.89,5.22,4.83,4.7,5.33,5.47,5.84,5.92,5.87,5.94,6.06,6,6.18,6.93,6.33,6.94,0,FWtw,6.94
34,Sverige,Axel Hermansson,422526443,,Y×1,34.82,6 s 2 wk 3 d,110,5,6,8,5,20,FALSE,2,6,6,1,5,1,9,590,2019-08-04,4,CD,348000,25,4.72,6.59,6.43,6.81,6.29,7.3,6.9,7.3,6.35,6.26,6.46,5.81,7.15,7.04,6.78,6.91,4.72,5.74,4.22,0,CD,7.3
40,Perú,Matías Pichis,416567166,,,28.38,5 s 14 wk 2 d,8470,6,3,8,7,20,FALSE,1,10,8,2,4,4,9,998,2019-08-04,5.5,CD,1764000,7,5.09,9.76,9.36,9.87,8.99,10.56,10.14,10.2,8.57,8.12,8.4,7.37,9.4,9.05,8.67,8.66,6.4,6.96,5.78,0,CD,10.56
48,Hanguk,Dong-Suk Lee,432205385,Technical,,24.9,5 s 8 wk 3 d,1070,6,3,5,8,20,TRUE,1,5,4,5,6,5,6,613,2019-08-04,3.5,FW,290000,28,3.48,5.66,5.6,5.55,5.54,5.48,5.59,5.33,5.53,5.45,5.37,5.55,5.23,5.26,5.3,5.3,5.68,0,5.75,5.74,FWtw,5.75
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×1 Bru,22.89,5 s 4 wk 4 d,6310,4,3,8,8,20,TRUE,1,7,7,7,4,5,7,799,2019-08-07,5,CD,550000,25,4.58,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.38,8.33,8.38,8.22,8.39,8.24,8.33,8.07,7.35,7.33,7.41,0,CD,8.59
55,Hanguk,Geun-Ho Han,433728993,,,23.91,5 s 1 wk 4 d,2390,3,3,7,8,20,TRUE,1,5,6,4,3,7,6,708,2019-08-07,5,FW,410000,36,4.11,6.83,6.86,7,6.91,7.19,6.97,7.37,6.88,6.94,7.09,6.7,7.48,7.43,7.22,7.36,7.48,7,7.28,0,IMd,7.48
61,Oceania,Cedrick Williamson,430364099,Powerful,,23.42,4 s 12 wk 2 d,6830,3,4,7,8,20,FALSE,1,8,5,7,7,2,7,872,2019-08-07,5,CD,708000,7,4.62,8.76,8.53,8.43,8.3,8.29,8.6,7.75,7.98,7.61,7.44,7.74,7.07,6.92,7.21,6.78,5.87,6.58,6.1,0,WBd,8.76
