Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.10,6 s 4 wk 4 d,93910,3,3,6,8,20,TRUE,17,5,1,1,1,2,10,1771,2019-06-05,8.5,KP,40300000,0,13.91,5.2,4.84,4.9,4.47,4.99,5.16,4.32,3.96,3.43,3.36,3.29,3.45,3.23,3.21,3.01,3.15,2.98,3.14,0,KP,13.91
4,Hanguk,Ji-Woon Lee,427619236,,,25.51,6 s 12 wk 4 d,1240,5,4,7,7,20,TRUE,1,7,4,3,5,2,9,738,2019-06-02,4.5,CD,390000,27,4.78,7.77,7.44,7.58,7.12,7.75,7.8,7.22,6.81,6.38,6.36,6.22,6.5,6.33,6.32,6.16,5.23,5.79,5.12,0,CDtw,7.8
8,Hanguk,Hong-Chan Son,427619240,,Y×2,27.92,6 s 12 wk 4 d,1060,5,5,6,7,20,TRUE,1,5,6,5,5,1,10,623,2019-06-02,4,W,310000,17,3.99,6.6,6.66,6.72,6.72,6.79,6.67,6.95,6.81,6.91,6.98,6.83,7.02,6.98,7.06,6.92,5.28,6.06,5.23,0,IMtw,7.06
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,29.98,6 s 12 wk 4 d,1180,4,6,8,6,20,TRUE,1,6,7,3,3,2,11,726,2019-06-02,5,IM,410000,31,4.75,7.85,7.81,8.11,7.79,8.5,8.12,8.68,7.75,7.77,8.01,7.31,8.6,8.43,8.26,8.22,6.03,6.66,5.67,0,Cdo,8.68
11,Hanguk,Kwang-Hwan Yun,427619243,,,32.65,6 s 12 wk 4 d,210,6,6,7,6,20,TRUE,2,5,6,2,5,2,10,590,2019-06-05,3.5,W,300000,24,4.83,6.46,6.42,6.7,6.41,7.07,6.71,7.24,6.57,6.63,6.81,6.31,7.33,7.3,7.09,7.25,5.56,6.35,5.18,0,IMd,7.33
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,31.74,6 s 12 wk 4 d,390,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,694,2019-06-05,4.5,IM,360000,11,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.62,6 s 12 wk 4 d,1540,2,5,8,7,20,TRUE,1,5,6,6,5,2,10,636,2019-06-05,4.5,W,330000,34,4.46,7.53,7.63,7.61,7.73,7.58,7.54,7.77,7.79,7.92,7.96,7.92,7.87,7.83,7.98,7.78,6.42,0,6.47,7.06,IMtw,7.98
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,29.3,6 s 12 wk 4 d,1490,5,5,6,7,20,TRUE,1,5,5,7,6,2,10,701,2019-06-05,4.5,W,340000,22,3.95,6.67,6.73,6.59,6.78,6.4,6.55,6.4,6.8,6.84,6.76,7.03,6.39,6.39,6.65,6.38,5.68,6.21,5.9,0,Wo,7.03
16,Hanguk,Dong-Shik Kim,427619248,,,24.109,6 s 12 wk 4 d,1710,6,4,7,8,20,TRUE,1,3,3,6,4,7,12,763,2019-06-05,5.5,FW,410000,71,3.71,5.52,5.62,5.39,5.71,5.07,5.33,5.07,5.7,5.76,5.63,6.06,5.21,5.31,5.44,5.43,7.16,6.38,7.46,0,FWtw,7.46
25,Polska,Pylyp Nagorniak,406205227,,,32.109,6 s 7 wk 3 d,450,5,4,6,6,20,FALSE,1,6,6,3,6,3,11,590,2019-06-05,4,IM,372000,15,3.5,6.05,5.96,6.16,5.89,6.43,6.21,6.43,5.95,5.91,6.01,5.69,6.38,6.34,6.2,6.3,5.11,5.73,4.83,0,CD,6.43
31,Hanguk,Se-Hee Park,430626797,,,24.44,5 s 11 wk 4 d,1310,4,3,7,8,20,TRUE,1,2,5,5,3,7,9,704,2019-06-02,5,FW,390000,50,3.28,4.88,5.17,5.12,5.46,5.04,4.91,5.58,5.73,6.13,6.22,6.17,6.25,6.38,6.31,6.51,7.31,6.67,7.32,0,FWtw,7.32
34,Sverige,Axel Hermansson,422526443,,Y×1,34.19,5 s 9 wk 3 d,140,5,6,7,5,20,FALSE,2,6,6,1,5,1,9,590,2019-06-02,4.5,IM,348000,24,4.56,6.37,6.22,6.58,6.09,7.06,6.67,7.06,6.14,6.06,6.25,5.62,6.91,6.81,6.56,6.69,4.56,5.55,4.08,0,CD,7.06
40,Perú,Matías Pichis,416567166,,,27.87,5 s 5 wk 2 d,9830,6,3,8,7,20,FALSE,1,10,8,2,4,4,9,1002,2019-06-05,6,CD,1764000,7,5.09,9.76,9.36,9.87,8.99,10.56,10.14,10.2,8.57,8.12,8.4,7.37,9.4,9.05,8.67,8.66,6.4,6.96,5.78,0,CD,10.56
48,Hanguk,Dong-Suk Lee,432205385,Technical,,23.58,4 s 15 wk 3 d,1370,6,2,7,8,20,TRUE,1,5,4,5,6,5,6,614,2019-06-02,4.5,FW,290000,23,3.88,6.45,6.38,6.32,6.31,6.24,6.37,6.06,6.29,6.2,6.11,6.32,5.95,5.98,6.03,6.03,6.47,0,6.55,6.54,FWtw,6.55
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×1,22.26,4 s 11 wk 4 d,5150,4,3,5,8,20,TRUE,1,7,7,7,4,5,7,762,2019-06-05,4,CD,550000,25,3.95,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.23,7.19,7.23,7.1,7.24,7.12,7.19,6.96,6.35,6.33,6.4,0,CD,7.41
55,Hanguk,Geun-Ho Han,433728993,,,23.28,4 s 8 wk 4 d,2290,3,2,6,8,20,TRUE,1,5,6,4,3,7,6,718,2019-06-05,5,FW,410000,26,3.6,6.13,6.16,6.29,6.2,6.46,6.26,6.63,6.17,6.23,6.37,6.01,6.73,6.68,6.49,6.62,6.73,6.29,6.54,0,IMd,6.73
61,Oceania,Cedrick Williamson,430364099,Powerful,,22.91,4 s 3 wk 2 d,6770,3,3,7,8,20,FALSE,1,8,5,7,7,2,7,870,2019-06-02,4.5,WB,708000,6,4.46,8.6,8.38,8.27,8.14,8.13,8.44,7.59,7.82,7.45,7.28,7.58,6.91,6.76,7.05,6.62,5.71,6.42,5.94,0,WBd,8.6
65,Hanguk,Sang-Hyun Yun,434942107,,Y×1,21.54,3 s 14 wk 4 d,3420,3,1,8,8,20,TRUE,1,6,5,4,7,4,5,768,2019-06-02,5,W,390000,12,3.86,6.87,6.73,6.83,6.61,6.97,6.93,6.78,6.64,6.51,6.5,6.46,6.62,6.63,6.56,6.64,6.15,6.67,6.01,0,CD,6.97
70,Hanguk,Min-Gyu Jung,429263814,,,27.20,3 s 10 wk 1 d,5000,1,4,6,7,20,FALSE,1,9,6,4,4,2,7,937,2019-06-05,4.5,CD,1050000,5,4.49,8.35,8.02,8.22,7.7,8.48,8.45,7.98,7.24,6.79,6.84,6.46,7.14,6.84,6.83,6.52,4.89,5.44,4.73,0,CD,8.48
78,Hanguk,Jung-Oh Han,433730490,Technical,,23.49,2 s 8 wk 1 d,4610,4,2,6,8,18,FALSE,1,9,3,5,1,3,6,963,2019-06-05,4.5,WB,1270000,6,4.08,7.69,7.22,7.17,6.73,7.11,7.52,6.11,5.78,4.97,4.84,4.87,4.67,4.25,4.45,3.81,3.74,0,3.97,3.32,WBd,7.69
79,España,Jimeno Eguiruren,415605434,,,27.105,2 s 5 wk 4 d,27440,5,6,7,7,17,FALSE,1,8,11,3,9,2,6,1099,2019-06-05,7,IM,4116000,33,4.6,9,9.02,9.59,9.08,10.34,9.53,10.87,9.55,9.83,10.21,9.18,11.28,11.26,10.85,11.2,7.37,9.19,6.56,0,IMd,11.28
80,Andorra,Joaquim Muntaner,427020395,Technical,,29.51,2 s 4 wk 0 d,11780,6,7,8,6,17,FALSE,1,9,6,8,7,4,10,920,2019-06-02,5,WB,1296000,39,5.05,9.87,9.65,9.54,9.41,9.4,9.71,8.87,9.02,8.63,8.49,8.73,8.15,7.98,8.24,7.8,7.22,0,7.46,7.66,WBd,9.87
81,Hanguk,Sang-Yong Jang,433566477,,,23.43,2 s 3 wk 4 d,7810,2,3,6,8,17,FALSE,1,9,6,6,5,4,5,941,2019-06-05,4.5,WB,1170000,15,4.25,8.44,8.18,8.22,7.9,8.29,8.42,7.79,7.45,7.04,7.01,6.9,7.03,6.79,6.88,6.54,5.76,5.98,5.79,0,WBd,8.44
83,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,Y×1,22.40,2 s 0 wk 5 d,2910,2,2,7,8,16,FALSE,1,8,5,4,5,4,2,803,2019-06-02,4.5,CD,530000,14,4.03,7.72,7.39,7.52,7.07,7.7,7.75,7.16,6.68,6.24,6.23,6.04,6.41,6.22,6.17,6.01,5.41,5.65,5.3,0,CDtw,7.75
84,Hanguk,Kang Jung,440669717,,,18.47,1 s 6 wk 4 d,20730,5,1,8,7,20,TRUE,11,4,1,1,1,1,4,1118,2019-06-02,6,KP,3330000,0,9.99,4.33,4.04,4.09,3.75,4.16,4.3,3.62,3.33,2.9,2.85,2.79,2.9,2.72,2.73,2.53,2.38,2.38,2.38,0,KP,9.99
85,Hanguk,Yoo-Gul Hwangbo,443388515,Powerful,,17.33,4 wk 1 d,330,5,1,7,5,20,TRUE,1,3,6,2,4,3,2,628,2019-05-22,3.5,IM,290000,0,2.54,3.99,4.13,4.35,4.28,4.65,4.24,5.12,4.6,4.9,5.1,4.63,5.59,5.65,5.42,5.68,4.49,4.94,4.14,0,IMo,5.68
99,Danmark,Torben Boesen,321795066,Head,,43.42,2 s 6 wk 4 d,0,4,13,5,1,18,FALSE,0,4,0,0,0,0,0,390,2018-06-06,4,WB,300000,79,1.76,2.53,2.33,2.37,2.13,2.42,2.52,2.05,1.84,1.54,1.51,1.47,1.54,1.42,1.42,1.28,1.18,1.18,1.18,0,WBd,2.53
