Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.75,4 시즌 13 주 6 일,71730,3,3,7,8,20,TRUE,16,5,1,1,1,2,10,1603,2018-12-26,8.5,KP,19050000,0,14.31,5.6,5.21,5.28,4.82,5.38,5.57,4.66,4.27,3.69,3.63,3.55,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,14.31
4,Hanguk,Ji-Woon Lee,427619236,,,24.4,5 시즌 5 주 6 일,1190,5,4,6,8,20,TRUE,1,7,4,3,5,2,9,721,2018-12-26,4.5,CD,390000,26,4.47,7.26,6.96,7.08,6.66,7.25,7.3,6.75,6.37,5.97,5.94,5.82,6.08,5.92,5.91,5.76,4.89,5.42,4.79,0,CDtw,7.3
6,Hanguk,Jae-Shin Cha,427619238,,,31.97,5 시즌 5 주 6 일,500,5,6,6,6,20,TRUE,1,7,3,6,3,1,11,702,2018-12-23,5,WB,350000,26,4.3,7.11,6.87,6.73,6.61,6.54,6.92,5.93,6.07,5.62,5.46,5.72,5.07,4.83,5.14,4.59,4.14,4.32,4.45,0,WBd,7.11
8,Hanguk,Hong-Chan Son,427619240,,,26.45,5 시즌 5 주 6 일,1140,5,4,6,7,20,TRUE,1,5,6,5,5,1,10,637,2018-12-26,4.5,W,310000,9,3.82,6.4,6.45,6.51,6.51,6.58,6.46,6.74,6.6,6.7,6.76,6.62,6.81,6.77,6.85,6.7,5.1,5.87,5.04,0,IMtw,6.85
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.51,5 시즌 5 주 6 일,1280,4,5,6,6,20,TRUE,1,6,7,3,3,2,11,749,2018-12-02,4.5,IM,430000,19,4.22,7.03,7,7.27,6.98,7.63,7.28,7.79,6.94,6.96,7.18,6.55,7.72,7.56,7.41,7.37,5.39,5.95,5.05,0,Cdo,7.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,31.18,5 시즌 5 주 6 일,380,6,5,6,6,20,TRUE,2,5,6,2,5,2,10,605,2018-12-23,3.5,W,310000,18,4.47,6.01,5.97,6.24,5.96,6.59,6.25,6.74,6.11,6.17,6.34,5.86,6.83,6.8,6.61,6.75,5.16,5.9,4.8,0,IMd,6.83
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,30.27,5 시즌 5 주 6 일,560,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,702,2018-12-26,4.5,IM,380000,10,3.41,5.18,5.4,5.62,5.65,5.91,5.44,6.55,6.04,6.46,6.7,6.18,7.19,7.25,7.05,7.28,5.78,6.29,5.44,0,IMo,7.28
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.15,5 시즌 5 주 6 일,1520,2,4,7,7,20,TRUE,1,5,6,6,5,2,10,636,2018-12-23,4.5,W,330000,27,4.12,7.04,7.13,7.12,7.23,7.09,7.05,7.27,7.29,7.41,7.45,7.42,7.36,7.33,7.47,7.28,5.99,0,6.03,6.59,IMtw,7.47
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,R,27.68,5 시즌 5 주 6 일,2040,5,5,6,7,20,TRUE,1,5,5,7,6,2,10,759,2018-12-26,5,W,350000,16,4,6.74,6.81,6.66,6.86,6.47,6.63,6.47,6.88,6.92,6.83,7.11,6.46,6.46,6.72,6.45,5.75,6.28,5.97,0,Wo,7.11
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,23.62,5 시즌 5 주 6 일,1470,6,4,6,8,20,TRUE,1,3,3,6,4,7,12,748,2018-12-26,5,FW,410000,59,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
25,Polska,Pylyp Nagorniak,406205227,,,31.62,5 시즌 0 주 5 일,910,5,4,7,6,20,FALSE,1,6,6,3,6,3,11,603,2018-12-26,4.5,IM,396000,13,3.84,6.62,6.53,6.75,6.45,7.05,6.81,7.05,6.52,6.48,6.59,6.23,6.98,6.94,6.79,6.9,5.59,6.28,5.29,0,CD,7.05
31,Hanguk,Se-Hee Park,430626797,,,22.109,4 시즌 4 주 6 일,1410,4,3,8,8,20,TRUE,1,2,5,5,3,7,9,709,2018-12-23,5,FW,390000,31,3.39,5.04,5.34,5.29,5.65,5.21,5.07,5.77,5.93,6.34,6.43,6.38,6.46,6.59,6.52,6.73,7.56,6.89,7.57,0,FWtw,7.57
34,Sverige,Axel Hermansson,422526443,,,32.84,4 시즌 2 주 5 일,700,5,6,8,5,20,FALSE,2,6,6,2,6,2,9,606,2018-12-23,4.5,IM,420000,19,4.61,6.58,6.45,6.75,6.35,7.14,6.82,7.14,6.44,6.39,6.53,6.06,7.05,7,6.79,6.94,5.23,6.13,4.83,0,CD,7.14
40,Perú,Matías Pichis,416567166,,,26.40,3 시즌 14 주 4 일,9770,6,2,7,7,20,FALSE,1,10,8,2,4,4,9,1003,2018-12-26,5.5,CD,1764000,6,4.62,9.07,8.68,9.18,8.33,9.83,9.43,9.48,7.94,7.51,7.77,6.79,8.73,8.4,8.03,8.02,5.87,6.4,5.29,0,CD,9.83
48,Hanguk,Dong-Suk Lee,432205385,Technical,,22.11,3 시즌 8 주 5 일,1350,6,2,8,7,20,TRUE,1,5,4,5,6,5,6,615,2018-12-26,4.5,FW,290000,16,3.88,6.43,6.37,6.31,6.3,6.23,6.36,6.05,6.28,6.18,6.09,6.31,5.94,5.97,6.02,6.02,6.46,0,6.54,6.53,FWtw,6.54
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,20.91,3 시즌 4 주 6 일,5730,4,3,6,7,20,TRUE,1,7,7,7,4,5,7,801,2018-12-23,4.5,CD,550000,21,4.27,8,8,8,8,8,8,8,7.81,7.76,7.81,7.66,7.82,7.68,7.76,7.52,6.85,6.83,6.9,0,CD,8
55,Hanguk,Geun-Ho Han,433728993,,,21.93,3 시즌 1 주 6 일,2500,3,2,7,8,20,TRUE,1,5,6,4,3,7,6,718,2018-12-26,5,FW,410000,18,3.88,6.61,6.63,6.78,6.68,6.96,6.74,7.14,6.65,6.72,6.86,6.47,7.25,7.2,6.99,7.13,7.25,6.78,7.05,0,IMd,7.25
61,Oceania,Cedrick Williamson,430364099,Powerful,,21.44,2 시즌 12 주 4 일,7060,3,3,8,8,19,FALSE,1,8,5,7,7,2,7,878,2018-12-26,4.5,WB,708000,3,4.55,8.83,8.6,8.49,8.35,8.35,8.66,7.79,8.02,7.64,7.47,7.78,7.08,6.93,7.23,6.78,5.84,6.58,6.08,0,WBd,8.83
65,Hanguk,Sang-Hyun Yun,434942107,,,20.7,2 시즌 7 주 6 일,3170,3,1,7,7,20,TRUE,1,6,5,4,7,4,5,782,2018-12-26,4.5,W,390000,4,3.64,6.48,6.36,6.45,6.24,6.58,6.54,6.4,6.27,6.15,6.13,6.09,6.25,6.26,6.19,6.27,5.81,6.3,5.68,0,CD,6.58
70,Hanguk,Min-Gyu Jung,429263814,,,25.85,2 시즌 3 주 3 일,3040,1,4,2,7,17,FALSE,1,9,6,4,4,2,7,938,2018-12-23,3,CD,1030000,2,2.44,4.6,4.42,4.53,4.24,4.67,4.66,4.4,3.98,3.73,3.76,3.54,3.92,3.76,3.75,3.58,2.66,2.97,2.58,0,CD,4.67
78,Hanguk,Jung-Oh Han,433730490,Technical,,22.2,1 시즌 1 주 3 일,4510,4,2,6,8,12,FALSE,1,9,3,5,1,3,6,959,2018-12-26,4,WB,1270000,5,3.81,7.42,6.95,6.9,6.46,6.84,7.25,5.84,5.51,4.7,4.57,4.59,4.39,3.98,4.18,3.54,3.46,0,3.7,3.05,WBd,7.42
79,España,Jimeno Eguiruren,415605434,,,26.58,14 주 6 일,25500,5,6,6,7,11,FALSE,1,8,11,3,9,2,6,1097,2018-12-23,6.5,IM,4116000,25,4.02,8.13,8.15,8.68,8.21,9.38,8.63,9.88,8.65,8.91,9.27,8.3,10.26,10.24,9.86,10.18,6.61,8.31,5.85,0,IMd,10.26
80,Andorra,Joaquim Muntaner,427020395,Technical,,28.4,13 주 2 일,14310,6,6,8,7,11,FALSE,1,9,6,8,7,4,10,961,2018-12-23,5,WB,1404000,30,4.73,9.62,9.39,9.29,9.15,9.15,9.46,8.6,8.76,8.36,8.22,8.47,7.87,7.7,7.97,7.52,6.93,0,7.17,7.38,WBd,9.62
81,Hanguk,Sang-Yong Jang,433566477,,,21.108,12 주 6 일,8020,2,2,6,8,10,FALSE,1,9,6,6,5,4,5,948,2018-12-23,4,WB,970000,8,3.7,7.87,7.61,7.66,7.33,7.72,7.85,7.22,6.89,6.47,6.44,6.34,6.46,6.23,6.31,5.98,5.2,5.42,5.23,0,WBd,7.87
82,Hanguk,Si-Yul Sa,438852209,,TL,18.11,10 주 3 일,7050,4,1,5,6,20,TRUE,8,3,1,2,1,1,2,904,2018-12-23,3.5,KP,1830000,0,4.94,1.89,1.77,1.73,1.64,1.69,1.83,1.41,1.4,1.18,1.13,1.19,1.03,0.93,1.01,0.83,0.85,0.8,0.94,0,KP,4.94
83,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,Y×1,20.105,10 주 0 일,2740,2,2,6,8,9,FALSE,1,8,5,4,5,4,2,803,2018-12-26,4,CD,390000,12,3.4,6.8,6.5,6.63,6.21,6.79,6.84,6.29,5.85,5.44,5.43,5.25,5.6,5.42,5.38,5.23,4.67,4.89,4.57,0,CDtw,6.84
84,Hanguk,Kang Jung,440669717,,,17.0,0 일,1120,5,1,6,5,20,TRUE,5,4,1,1,1,1,4,554,,,,710000,0,4.76,3.47,3.24,3.28,3.01,3.34,3.45,2.91,2.68,2.33,2.29,2.24,2.33,2.18,2.19,2.03,1.91,1.91,1.91,0,KP,4.76
99,Danmark,Torben Boesen,321795066,Head,,41.107,15 주 6 일,20,5,13,5,1,11,FALSE,0,7,0,1,0,0,0,680,2018-06-06,4,WB,396000,79,2.01,3.44,3.11,3.13,2.77,3.16,3.38,2.51,2.25,1.73,1.65,1.65,1.63,1.41,1.47,1.18,1.06,1.03,1.12,0,WBd,3.44
