Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.33,3시즌 7주 3일,41000,3,2,6,8,20,TRUE,14,5,1,1,1,2,8,1410,2018-07-18,8,KP,11930000,0,,,11.81,4.63,4.78,3.22,3.02,2.94
3,Hanguk,Eun-Seok Hong,427619235,,,32.58,3시즌 15주 3일,180,5,5,7,6,20,TRUE,1,6,5,3,2,1,7,590,2018-07-25,4,CD,290000,9,,,4.42,6.92,7.3,6.27,6.44,4.57
4,Hanguk,Ji-Woon Lee,427619236,,,22.74,3시즌 15주 3일,1300,5,3,8,8,20,TRUE,1,7,4,3,5,2,7,728,2018-07-25,4.5,CD,390000,25,,,4.81,7.57,7.89,6.47,6.42,5.28
6,Hanguk,Jae-Shin Cha,427619238,,,30.55,3시즌 15주 3일,780,5,5,8,6,20,TRUE,1,7,3,6,3,1,10,730,2018-07-25,5,WB,360000,13,,,4.93,7.93,7.55,6.47,5.55,4.74
8,Hanguk,Hong-Chan Son,427619240,,,25.3,3시즌 15주 3일,1200,5,3,7,7,20,TRUE,1,5,6,5,5,1,8,637,2018-07-25,5,W,310000,1,,,4.07,6.99,7.13,7.26,7.34,5.49
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,23.10,3시즌 15주 3일,890,2,3,3,8,20,TRUE,1,5,6,3,6,3,10,637,2018-07-18,3,IM,330000,10,,,2.67,4.35,4.68,4.56,4.92,4.06
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,27.9,3시즌 15주 3일,1450,4,5,6,7,20,TRUE,1,6,7,3,3,2,9,751,2018-07-25,4.5,IM,430000,14,,,4.28,7.09,7.73,7.05,7.66,5.46
11,Hanguk,Kwang-Hwan Yun,427619243,,Y×1,29.88,3시즌 15주 3일,680,6,5,8,6,20,TRUE,2,5,6,2,5,2,9,631,2018-07-18,4,W,320000,12,,,5.06,6.76,7.45,6.98,7.69,5.84
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,28.97,3시즌 15주 3일,930,3,5,8,7,20,TRUE,1,3,7,3,4,3,8,732,2018-07-18,5,IM,410000,8,,,3.87,6.13,6.7,7.33,8.22,6.56
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.85,3시즌 15주 3일,1620,2,4,7,8,20,TRUE,1,5,6,6,5,2,9,625,2018-07-25,5,W,330000,19,,,4.27,7.39,7.35,7.68,7.6,6.21
14,Hanguk,Se-Jong Cho,427619246,,,31.85,3시즌 15주 3일,390,4,6,7,6,20,TRUE,1,5,5,6,3,3,8,594,2018-07-18,3.5,WB,280000,18,,,4.24,6.98,6.8,6.83,6.56,5.87
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,26.26,3시즌 15주 3일,2170,5,4,7,7,20,TRUE,1,5,5,7,6,2,9,748,2018-07-18,5.5,W,350000,13,,,4.23,7.29,6.93,7.41,6.91,6.14
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,22.20,3시즌 15주 3일,1720,6,3,8,7,20,TRUE,1,3,3,6,4,7,10,776,2018-07-18,5.5,FW,410000,26,,,3.66,5.64,5.07,5.78,5.31,7.22
18,Hanguk,Kwang-Rae Kim,427619250,Head,,29.92,3시즌 15주 3일,550,3,5,3,6,20,TRUE,1,2,5,3,6,6,7,613,2018-06-21,4,FW,300000,32,,,2.23,3.18,3.33,3.92,4.32,4.64
25,Polska,Pylyp Nagorniak,406205227,,Y×1,30.20,3시즌 10주 2일,1250,5,3,7,6,20,FALSE,1,6,6,3,6,3,9,613,2018-07-18,4.5,IM,420000,8,,,3.79,6.56,7.1,6.51,6.99,5.6
31,Hanguk,Se-Hee Park,430626797,,,21.67,2시즌 14주 3일,1400,4,2,7,8,20,TRUE,1,2,5,5,3,7,8,713,2018-07-25,5,FW,390000,23,,,3.05,4.94,4.81,5.9,6.15,7.08
34,Sverige,Axel Hermansson,422526443,,Y×1,31.42,2시즌 12주 2일,1150,5,5,7,6,19,FALSE,2,6,7,2,6,2,9,695,2018-07-25,4.5,IM,456000,16,,,4.56,6.64,7.47,6.84,7.67,5.46
38,Latvija,Artem Skurlatov,409641598,,,29.48,2시즌 8주 6일,2230,5,5,7,6,18,FALSE,1,8,6,3,4,3,4,805,2018-07-25,5,CD,684000,8,,,4.35,7.54,8.14,6.61,6.95,5.29
40,Perú,Matías Pichis,416567166,,,24.110,2시즌 8주 1일,9840,6,2,7,8,18,FALSE,1,10,8,2,4,4,6,1001,2018-07-18,5,CD,1764000,4,,,4.69,8.9,10.09,7.68,8.6,5.99
41,Deutschland,Reinold Kisch,413993877,,,26.2,2시즌 8주 1일,2510,5,2,6,7,18,FALSE,1,8,6,2,4,5,3,803,2018-07-18,4,CD,588000,11,,,3.8,6.75,7.5,5.83,6.41,5.33
48,Hanguk,Dong-Suk Lee,432205385,Technical,,20.81,2시즌 2주 2일,1240,6,1,7,7,20,TRUE,1,5,4,5,6,5,4,614,2018-07-25,5,FW,290000,10,,,3.43,5.88,5.74,5.7,5.49,5.97
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×2,19.49,1시즌 14주 3일,5670,4,2,7,7,20,TRUE,1,7,7,7,4,5,4,793,2018-07-25,5,WB,550000,13,,,4.35,8.35,8.35,8.09,8,7.11
55,Hanguk,Geun-Ho Han,433728993,,Y×1,20.51,1시즌 11주 3일,1770,3,2,4,7,20,TRUE,1,5,6,4,3,7,3,739,2018-07-18,4.5,FW,410000,5,,,2.88,4.93,5.17,4.99,5.35,5.38
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,20.2,1시즌 6주 1일,5660,3,3,6,7,14,FALSE,1,8,5,7,7,2,4,847,2018-07-25,4.5,WB,708000,2,,,3.74,7.25,7.04,6.42,5.8,4.86
