Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.2,2시즌 6주 4일,2500,2,4,8,8,20,TRUE,6,4,1,1,1,1,5,647,2018-05-06,4,KP,990000,0,,,7.64,4.98,5.11,3.8,3.61,3.27
2,Hanguk,Soon Jung,429263807,,,29.91,2시즌 6주 4일,140,7,6,7,6,20,TRUE,5,6,1,1,3,1,3,603,2018-05-09,4,KP,720000,0,,,7.22,5.92,6.13,4.26,3.98,3.56
3,Hanguk,Dong-Ho Lee,429263808,,,31.33,2시즌 6주 4일,410,4,6,8,6,20,TRUE,1,7,5,2,2,2,4,690,2018-05-09,4,W,320000,5,,,4.93,7.59,8.22,6.54,6.89,5.09
4,Hanguk,Sung-Bum Hyun,429263809,Technical,Y×1,20.71,2시즌 6주 4일,11980,2,2,8,8,20,TRUE,1,11,4,3,4,2,5,1140,2018-05-09,6.5,CD,1890000,1,,,5.7,9.6,10.09,6.85,6.54,4.87
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,33.17,2시즌 6주 4일,260,3,6,7,6,20,TRUE,1,7,4,3,3,1,7,680,2018-05-02,4,W,350000,7,,,4.68,7.18,7.46,6.02,5.93,4.45
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.1,2시즌 6주 4일,400,2,6,7,6,20,TRUE,2,7,5,5,5,2,5,680,2018-05-09,4.5,W,310000,16,,,5.27,7.65,7.73,6.96,6.74,5.54
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.82,2시즌 6주 4일,7670,3,3,6,8,20,TRUE,1,9,6,3,6,2,6,957,2018-05-09,5,IM,630000,0,,,4.84,8.25,8.88,7.14,7.4,5.43
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,26.44,2시즌 6주 4일,4770,4,4,7,7,20,TRUE,1,8,7,2,3,2,4,904,2018-05-09,5.5,IM,770000,4,,,5.04,8.44,9.39,7.63,8.37,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,,27.110,2시즌 6주 4일,2920,2,4,8,7,20,TRUE,2,8,6,3,5,3,5,805,2018-05-06,5,IM,490000,7,,,5.85,8.61,9.25,7.7,8.07,6.33
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,26.107,2시즌 6주 4일,1310,5,4,7,7,20,TRUE,1,4,7,3,5,3,4,736,2018-05-09,5,IM,410000,6,,,3.93,6.41,7.01,7.3,8.12,6.44
