Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.75,5 s 13 wk 6 d,87210,3,3,6,8,20,TRUE,17,5,1,1,1,2,10,1736,2019-04-17,8.5,KP,28890000,0,13.91,5.2,4.84,4.9,4.47,4.99,5.16,4.32,3.96,3.43,3.36,3.29,3.45,3.23,3.21,3.01,3.15,2.98,3.14,0,KP,13.91
4,Hanguk,Ji-Woon Lee,427619236,,,25.4,6 s 5 wk 6 d,1040,5,4,5,7,20,TRUE,1,7,4,3,5,2,9,725,2019-04-14,4.5,CD,390000,26,4.06,6.59,6.31,6.43,6.04,6.57,6.62,6.12,5.78,5.42,5.39,5.28,5.52,5.37,5.36,5.23,4.44,4.91,4.34,0,CDtw,6.62
8,Hanguk,Hong-Chan Son,427619240,,,27.45,6 s 5 wk 6 d,1210,5,4,8,7,20,TRUE,1,5,6,5,5,1,10,636,2019-04-14,4.5,W,310000,11,4.33,7.24,7.3,7.37,7.38,7.45,7.32,7.63,7.47,7.58,7.66,7.5,7.71,7.66,7.75,7.59,5.77,6.64,5.71,0,IMtw,7.75
10,Hanguk,Kwang-Eul Jeon,427619242,,,29.51,6 s 5 wk 6 d,1180,4,5,7,6,20,TRUE,1,6,7,3,3,2,11,729,2019-04-14,5,IM,410000,23,4.5,7.49,7.45,7.74,7.44,8.12,7.75,8.3,7.4,7.41,7.65,6.97,8.22,8.05,7.89,7.85,5.74,6.34,5.38,0,Cdo,8.3
11,Hanguk,Kwang-Hwan Yun,427619243,,,32.18,6 s 5 wk 6 d,240,6,5,7,6,20,TRUE,2,5,6,2,5,2,10,592,2019-04-14,3.5,W,300000,22,4.74,6.37,6.34,6.62,6.32,6.98,6.62,7.15,6.48,6.55,6.72,6.22,7.25,7.21,7.01,7.16,5.48,6.26,5.09,0,IMd,7.25
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,31.27,6 s 5 wk 6 d,410,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,695,2019-04-17,4.5,IM,360000,11,3.66,5.56,5.8,6.04,6.07,6.35,5.85,7.03,6.49,6.94,7.2,6.64,7.72,7.79,7.58,7.82,6.21,6.76,5.84,0,IMo,7.82
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.15,6 s 5 wk 6 d,1530,2,5,7,7,20,TRUE,1,5,6,6,5,2,10,637,2019-04-17,5,W,330000,31,4.34,7.32,7.42,7.4,7.52,7.38,7.33,7.56,7.58,7.71,7.74,7.71,7.66,7.62,7.77,7.57,6.25,0,6.3,6.87,IMtw,7.77
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,28.68,6 s 5 wk 6 d,1830,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,704,2019-04-17,5,W,350000,22,4.26,7.19,7.26,7.1,7.31,6.9,7.07,6.9,7.33,7.38,7.28,7.58,6.89,6.89,7.16,6.88,6.13,6.69,6.36,0,Wo,7.58
16,Hanguk,Dong-Shik Kim,427619248,,,24.62,6 s 5 wk 6 d,1670,6,4,7,8,20,TRUE,1,3,3,6,4,7,12,758,2019-04-17,6,FW,410000,71,3.71,5.52,5.62,5.38,5.7,5.07,5.32,5.07,5.7,5.76,5.62,6.05,5.21,5.3,5.43,5.42,7.15,6.37,7.45,0,FWtw,7.45
25,Polska,Pylyp Nagorniak,406205227,,,32.62,6 s 0 wk 5 d,570,5,4,8,6,20,FALSE,1,6,6,3,6,3,11,590,2019-04-14,4.5,IM,372000,14,3.91,6.74,6.64,6.87,6.56,7.17,6.93,7.17,6.64,6.59,6.71,6.34,7.11,7.07,6.91,7.02,5.69,6.39,5.38,0,CD,7.17
31,Hanguk,Se-Hee Park,430626797,,,23.109,5 s 4 wk 6 d,1290,4,3,6,8,20,TRUE,1,2,5,5,3,7,9,711,2019-04-14,5,FW,390000,42,3.04,4.53,4.8,4.75,5.07,4.68,4.55,5.18,5.32,5.69,5.77,5.72,5.8,5.92,5.85,6.03,6.78,6.19,6.79,0,FWtw,6.79
