Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.99,1시즌 4주 0일,2430,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,656,2017-12-31,4,KP,990000,0,,,6.88,4.06,4.14,3.31,3.19,2.97
2,Hanguk,Soon Jung,429263807,,,28.76,1시즌 4주 0일,100,7,5,7,7,20,TRUE,5,5,1,1,3,1,3,317,2017-12-27,3.5,KP,770000,0,,,6.91,5.34,5.5,4.04,3.81,3.49
3,Hanguk,Dong-Ho Lee,429263808,,,30.18,1시즌 4주 0일,410,4,5,7,6,20,TRUE,1,6,5,2,2,2,4,611,2017-12-27,3.5,W,310000,5,,,4.47,6.81,7.38,6.14,6.54,4.89
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.56,1시즌 4주 0일,4030,2,2,6,7,20,TRUE,1,9,4,3,4,2,5,970,2017-12-27,4.5,WB,730000,1,,,4.53,7.47,7.82,5.73,5.57,4.3
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.2,1시즌 4주 0일,400,3,6,8,6,20,TRUE,1,7,4,4,3,1,7,693,2017-12-27,4,W,350000,5,,,4.92,7.72,7.84,6.52,6.23,4.79
6,Hanguk,Yong-Seo Kwon,429263811,,,27.86,1시즌 4주 0일,4440,3,4,8,7,20,TRUE,1,9,3,6,4,2,6,961,2017-12-31,5,W,570000,5,,,5.43,9.03,8.72,6.87,5.86,5.24
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,32.98,1시즌 4주 0일,710,2,5,6,6,20,TRUE,2,7,6,5,5,3,6,680,2017-12-31,4.5,W,320000,4,,,4.83,7.24,7.44,6.83,6.85,5.67
8,Hanguk,Min-Gyu Jung,429263814,,,22.60,1시즌 4주 0일,1820,1,3,4,7,20,TRUE,1,7,6,4,4,2,5,788,2017-12-27,3,CD,330000,2,,,3.47,5.92,6.23,5.49,5.62,4.2
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.67,1시즌 4주 0일,2770,3,2,6,7,20,TRUE,1,7,6,3,6,2,6,772,2017-12-31,4,CD,330000,0,,,4.04,6.88,7.42,6.49,6.85,5.12
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.29,1시즌 4주 0일,3610,4,4,6,7,20,TRUE,1,8,7,2,3,2,4,865,2017-12-31,5,IM,570000,1,,,4.69,7.85,8.73,7.1,7.78,5.25
11,Hanguk,Ryung-Tae Kim,429263818,,,26.95,1시즌 4주 0일,2200,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,772,2017-12-31,4,IM,350000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,25.92,1시즌 4주 0일,1100,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,714,2017-12-20,5,IM,410000,5,,,3.66,5.96,6.52,6.78,7.55,5.99
13,Hanguk,Hong-Woon Kim,429263820,Technical,,21.107,1시즌 4주 0일,3450,2,3,6,8,20,TRUE,1,7,6,6,5,3,4,776,2017-12-24,5,WB,330000,2,,,4.32,7.73,7.76,7.29,7.13,5.97
15,Hanguk,Bong-Joo Kim,429263823,,,23.41,1시즌 4주 0일,5460,4,3,7,7,20,TRUE,1,7,6,7,6,2,4,812,2017-12-27,5,WB,410000,5,,,4.62,8.45,8.31,8.09,7.69,6.27
16,Hanguk,Kil-Sung Park,429263824,,,19.103,1시즌 4주 0일,1420,5,2,6,7,20,TRUE,1,4,3,5,4,7,6,753,2017-12-31,5.5,FW,410000,12,,,3.21,4.99,4.7,4.76,4.48,5.93
17,Hanguk,Seung-Ok Lee,429263826,Technical,,34.52,1시즌 4주 0일,50,5,7,6,5,20,TRUE,1,2,4,3,3,6,5,590,2017-12-31,5,FW,290000,12,,,3.2,4.31,4.4,4.87,5.2,5.86
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.67,1시즌 4주 0일,1350,2,5,7,7,20,TRUE,1,3,5,3,6,6,3,642,2017-12-27,3.5,IM,310000,17,,,3.76,5.52,5.8,6.32,6.88,7.28
29,France,Vincent Wallois,403086843,Unpredictable,TL,28.60,11주 4일,2660,3,3,5,7,10,FALSE,1,6,8,4,6,4,3,797,2017-12-27,3.5,IM,660000,10,,,2.43,5.28,5.82,5.7,6.34,4.85
31,Česká republika,Leoš Broukal,397610518,Head,,28.49,10주 6일,16130,3,6,6,6,10,FALSE,1,9,9,2,8,5,4,904,2017-12-31,5.5,IM,1980000,28,,,4.11,7.82,8.96,7.63,8.75,6.68
32,Deutschland,Toktamış Batmaz,413755690,,,24.16,11주 0일,8450,5,2,6,8,10,FALSE,1,7,8,2,8,3,3,827,2017-12-31,3.5,CD,900000,4,,,3.2,6.32,7.3,6.58,7.58,5.37
33,Hanguk,Dong-Hyeon Lee,431740152,,,17.108,9주 6일,220,5,1,7,6,20,TRUE,1,5,4,2,2,4,1,513,2017-12-24,3,CD,250000,1,,,3.25,5.06,5.44,4.51,4.81,4.38
36,Hanguk,Ki-Bum Lee,432028611,,,18.53,6주 5일,70,7,1,6,6,20,TRUE,1,3,3,3,4,3,6,406,2017-12-24,2.5,W,250000,0,,,2.5,3.65,3.65,3.73,3.73,3.78
38,Hanguk,In-Ho Ryu,432215232,Quick,,18.108,4주 5일,100,2,1,7,5,20,TRUE,1,3,4,2,2,5,5,507,2017-12-31,3.5,FW,250000,2,,,2.54,3.75,4.03,3.89,4.31,4.41
41,Oceania,Cedrick Williamson,430364099,Powerful 있음,,18.19,2주 4일,3110,3,2,4,5,5,FALSE,1,7,5,7,7,2,4,807,2017-12-31,2.5,WB,540000,0,,,2.16,4.62,4.43,4.25,3.83,3.19
43,Hanguk,Ji-Soo Kim,433466579,Technical,,18.4,6일,480,3,1,6,5,20,TRUE,1,6,4,4,3,3,3,653,2017-12-31,3,WB,310000,0,,,3.08,5.2,5.27,4.51,4.37,3.85
