Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.21,2시즌 6주 0일,24300,3,2,7,8,20,TRUE,11,5,1,1,1,2,8,1193,2018-03-21,6.5,KP,5450000,0,,,10.66,4.98,5.14,3.46,3.25,3.17
3,Hanguk,Eun-Seok Hong,427619235,,,31.46,2시즌 14주 0일,290,5,5,7,6,20,TRUE,1,6,6,3,2,1,7,606,2018-03-25,4,CD,290000,9,,,4.42,7.12,7.65,6.74,7.12,4.85
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,21.62,2시즌 14주 0일,1230,5,3,7,7,20,TRUE,1,7,4,3,5,2,7,736,2018-03-25,4,CD,390000,20,,,4.64,7.31,7.62,6.24,6.19,5.09
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.108,2시즌 14주 0일,110,5,6,8,6,20,TRUE,1,6,4,4,2,1,10,590,2018-03-25,4,CD,270000,4,,,4.6,7.1,7.18,6.19,5.96,4.59
6,Hanguk,Jae-Shin Cha,427619238,,,29.43,2시즌 14주 0일,930,5,5,7,6,20,TRUE,1,7,3,6,3,2,10,738,2018-03-21,5,WB,380000,9,,,4.77,7.68,7.31,6.26,5.41,4.97
8,Hanguk,Hong-Chan Son,427619240,,Y×1,23.103,2시즌 14주 0일,1190,5,3,7,8,20,TRUE,1,5,6,5,5,1,8,615,2018-03-21,4,WB,310000,1,,,4.1,7.04,7.18,7.32,7.39,5.53
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.110,2시즌 14주 0일,1330,2,3,7,8,20,TRUE,1,5,6,3,6,3,10,614,2018-03-21,4.5,IM,330000,10,,,4.09,6.65,7.15,6.97,7.53,6.21
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,25.109,2시즌 14주 0일,1640,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,763,2018-03-25,5,IM,430000,8,,,4.52,7.57,8.26,7.53,8.19,5.8
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.76,2시즌 14주 0일,830,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,627,2018-03-21,4,W,330000,10,,,4.81,6.65,7.15,6.88,7.38,5.69
12,Hanguk,Chan-Myung Lee,427619244,,,27.85,2시즌 14주 0일,1100,3,4,8,7,20,TRUE,1,3,7,3,4,3,8,758,2018-03-21,5,IM,410000,8,,,3.76,6.02,6.6,7.23,8.13,6.46
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.73,2시즌 14주 0일,1600,2,3,7,8,20,TRUE,1,5,6,6,5,2,9,622,2018-03-25,5,W,330000,11,,,4.1,7.22,7.18,7.51,7.42,6.03
14,Hanguk,Se-Jong Cho,427619246,,,30.73,2시즌 14주 0일,570,4,5,7,6,20,TRUE,1,5,5,6,3,4,8,599,2018-03-21,4.5,WB,280000,18,,,4.19,6.96,6.78,6.81,6.57,6.22
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,25.14,2시즌 14주 0일,2390,5,4,8,8,20,TRUE,1,5,5,7,6,2,9,743,2018-03-21,5.5,W,350000,13,,,4.4,7.59,7.21,7.72,7.2,6.39
16,Hanguk,Dong-Shik Kim,427619248,,R,21.8,2시즌 14주 0일,1640,6,2,7,7,20,TRUE,1,3,3,6,4,7,10,773,2018-03-25,6,FW,410000,21,,,3.31,5.2,4.66,5.34,4.89,6.73
18,Hanguk,Kwang-Rae Kim,427619250,Head,Y×1,28.80,2시즌 14주 0일,1100,3,4,7,7,20,TRUE,1,2,5,3,6,6,7,615,2018-03-21,5,FW,310000,30,,,3.34,4.83,5.06,5.99,6.6,7.1
23,Belgium,Mathias Piron,428125893,Technical,,34.47,2시즌 9주 0일,110,6,6,8,5,18,FALSE,2,6,5,5,5,2,9,590,2018-03-25,4.5,W,324000,9,,,4.51,6.65,6.69,6.3,6.15,5.04
25,Polska,Pylyp Nagorniak,406205227,,,29.8,2시즌 9주 0일,1320,5,3,5,7,18,FALSE,1,6,7,3,6,3,9,694,2018-03-21,3,IM,432000,8,,,3.13,5.66,6.23,5.84,6.43,4.9
31,Hanguk,Se-Hee Park,430626797,,,20.55,1시즌 13주 0일,1270,4,2,7,7,20,TRUE,1,2,5,5,3,7,8,719,2018-03-25,5,FW,390000,16,,,3.01,4.87,4.75,5.82,6.07,6.98
34,Sverige,Axel Hermansson,422526443,,Y×1,30.30,1시즌 10주 6일,1390,5,5,5,6,15,FALSE,2,6,7,2,6,2,9,703,2018-03-25,4,IM,492000,10,,,3.73,5.52,6.23,5.68,6.4,4.51
38,Latvija,Artem Skurlatov,409641598,,,28.36,1시즌 7주 3일,2530,5,5,7,7,14,FALSE,1,8,6,3,4,3,4,807,2018-03-21,4.5,CD,732000,8,,,4.16,7.35,7.95,6.43,6.76,5.1
40,Perú,Matías Pichis,416567166,,,23.98,1시즌 6주 6일,9990,6,2,7,8,14,FALSE,1,10,8,2,4,4,6,1001,2018-03-21,5.5,CD,1764000,4,,,4.47,8.66,9.84,7.45,8.36,5.76
41,Deutschland,Reinold Kisch,413993877,,,24.102,1시즌 6주 6일,2760,5,2,8,7,14,FALSE,1,8,6,2,4,5,3,803,2018-03-21,4.5,CD,588000,10,,,3.93,7.14,7.95,6.13,6.77,5.59
48,Hanguk,Dong-Suk Lee,432205385,Technical,,19.69,1시즌 6일,1060,6,1,6,6,20,TRUE,1,5,4,5,6,5,4,620,2018-03-25,4,FW,290000,4,,,2.91,4.99,4.87,4.83,4.66,5.06
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×2,18.37,13주 1일,5080,4,2,6,6,20,TRUE,1,7,7,7,4,5,4,790,2018-03-25,4.5,WB,550000,5,,,3.91,7.51,7.51,7.28,7.2,6.4
55,Hanguk,Geun-Ho Han,433728993,,,19.39,10주 1일,2160,3,1,8,6,20,TRUE,1,5,6,4,3,7,3,726,2018-03-21,5,FW,410000,1,,,3.36,6,6.32,6.08,6.54,6.59
58,Hanguk,Tae-Hwan Lee,434006765,,,17.67,7주 1일,6790,4,1,7,6,20,TRUE,8,1,1,1,1,1,4,852,2018-03-25,4,KP,950000,0,,,6.73,2.25,2.25,2.25,2.25,2.25
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,18.102,4주 6일,5990,3,2,7,6,7,FALSE,1,8,5,7,7,2,4,867,2018-03-25,4,WB,540000,1,,,3.39,7.09,6.86,6.21,5.57,4.57
65,Hanguk,Sang-Hyun Yun,434942107,,,17.65,1일,2540,3,1,6,5,20,TRUE,1,6,5,4,7,4,2,773,2018-03-25,4,W,390000,0,,,3.02,5.27,5.45,5.1,5.19,4.81
