Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.106,1시즌 5주 0일,2460,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,658,2018-01-07,4,KP,990000,0,,,6.88,4.06,4.14,3.31,3.19,2.97
2,Hanguk,Soon Jung,429263807,,,28.83,1시즌 5주 0일,100,7,5,8,7,20,TRUE,5,5,1,1,3,1,3,312,2018-01-03,4,KP,770000,0,,,7.15,5.52,5.69,4.17,3.94,3.61
3,Hanguk,Dong-Ho Lee,429263808,,,30.25,1시즌 5주 0일,400,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,612,2018-01-03,3.5,W,310000,5,,,4.14,6.31,6.84,5.69,6.06,4.53
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.63,1시즌 5주 0일,4180,2,2,6,7,20,TRUE,1,9,4,3,4,2,5,976,2018-01-03,5,CD,730000,1,,,4.53,7.47,7.83,5.73,5.57,4.3
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.9,1시즌 5주 0일,400,3,6,8,6,20,TRUE,1,7,4,4,3,1,7,693,2018-01-03,4.5,W,350000,5,,,4.92,7.72,7.84,6.52,6.23,4.79
6,Hanguk,Yong-Seo Kwon,429263811,,,27.93,1시즌 5주 0일,3770,3,4,5,7,20,TRUE,1,9,3,6,4,2,6,961,2018-01-07,4,W,570000,5,,,4.45,7.4,7.15,5.63,4.8,4.29
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,32.105,1시즌 5주 0일,670,2,5,6,6,20,TRUE,2,7,6,5,5,3,6,680,2018-01-07,4,W,320000,4,,,4.83,7.24,7.44,6.83,6.85,5.67
8,Hanguk,Min-Gyu Jung,429263814,,,22.67,1시즌 5주 0일,2200,1,3,5,7,20,TRUE,1,7,6,4,4,2,5,804,2018-01-03,3.5,CD,330000,2,,,3.89,6.65,6.99,6.16,6.31,4.72
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.74,1시즌 5주 0일,2950,3,2,6,7,20,TRUE,1,7,6,3,6,2,6,784,2018-01-03,4,CD,330000,0,,,4.04,6.88,7.42,6.49,6.85,5.12
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.36,1시즌 5주 0일,3480,4,4,5,7,20,TRUE,1,8,7,2,3,2,4,868,2018-01-03,5,IM,570000,1,,,4.29,7.18,7.98,6.49,7.11,4.8
11,Hanguk,Ryung-Tae Kim,429263818,,,26.102,1시즌 5주 0일,2220,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,773,2018-01-07,4.5,IM,350000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,25.99,1시즌 5주 0일,1130,5,4,7,7,20,TRUE,1,4,7,3,5,3,4,709,2018-01-03,4.5,IM,410000,5,,,3.94,6.42,7.02,7.31,8.13,6.45
