Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,25.79,4 시즌 1 주 3 일,2110,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,664,2018-11-14,3.5,KP,990000,0,6.57,4.96,4.63,4.69,4.3,4.77,4.93,4.17,3.84,3.35,3.3,3.23,3.35,3.14,3.16,2.93,2.77,2.77,2.77,0,KP,6.57
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,35.78,4 시즌 1 주 3 일,90,2,6,7,5,20,TRUE,1,7,4,4,4,1,5,680,2018-11-14,4.5,W,290000,16,4.35,7.08,6.83,6.87,6.57,6.93,7.05,6.47,6.22,5.84,5.8,5.75,5.79,5.59,5.69,5.38,4.37,4.86,4.39,0,WBd,7.08
9,Hanguk,Seung-Min Lee,429263815,Quick,,23.47,4 시즌 1 주 3 일,9930,3,4,7,8,20,TRUE,1,10,6,3,6,2,6,1009,2018-11-11,5.5,IM,1550000,8,5.65,10.1,9.61,9.92,9.13,10.33,10.25,9.61,8.66,8.04,8.09,7.62,8.55,8.25,8.13,7.93,6.01,6.92,5.7,0,CD,10.33
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,28.9,4 시즌 1 주 3 일,4740,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,905,2018-11-14,5.5,IM,990000,5,5.27,9.26,8.91,9.33,8.58,9.89,9.57,9.54,8.15,7.73,7.96,7.09,8.75,8.4,8.16,8.01,5.6,6.27,5.13,0,CD,9.89
11,Hanguk,Ryung-Tae Kim,429263818,,,29.75,4 시즌 1 주 3 일,2220,2,4,6,6,20,TRUE,2,8,6,3,5,3,5,802,2018-10-31,4.5,IM,570000,9,4.92,7.49,7.24,7.47,7,7.78,7.64,7.48,6.77,6.48,6.56,6.16,6.96,6.79,6.66,6.6,5.33,5.83,5.06,0,CD,7.78
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,28.72,4 시즌 1 주 3 일,1280,5,5,8,7,20,TRUE,1,5,7,3,5,3,4,704,2018-11-14,5.5,IM,410000,15,4.4,7.14,7.19,7.48,7.28,7.85,7.41,8.21,7.51,7.71,7.93,7.36,8.5,8.48,8.26,8.44,6.67,7.38,6.27,0,IMd,8.5
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×2,24.87,4 시즌 1 주 3 일,11140,2,4,8,8,20,TRUE,1,10,6,6,5,3,4,1037,2018-11-11,6.5,W,1430000,8,5.85,10.91,10.5,10.58,10.1,10.68,10.87,9.93,9.46,8.84,8.79,8.65,8.81,8.47,8.6,8.11,6.83,0,6.87,7.27,WBd,10.91
15,Hanguk,Bong-Joo Kim,429263823,,,26.21,4 시즌 1 주 3 일,12960,4,5,7,7,20,TRUE,1,10,6,7,6,2,4,1066,2018-11-11,6.5,W,1570000,19,5.72,10.71,10.36,10.35,10,10.35,10.61,9.63,9.43,8.87,8.77,8.81,8.59,8.29,8.54,7.97,6.54,7.23,6.69,0,WBd,10.71
16,Hanguk,Kil-Sung Park,429263824,,,22.83,4 시즌 1 주 3 일,2100,5,3,8,8,20,TRUE,1,5,3,5,4,7,6,753,2018-11-14,6,FW,410000,24,4.23,6.71,6.58,6.45,6.43,6.28,6.55,5.91,6.17,5.92,5.79,6.06,5.56,5.53,5.58,5.52,7.09,6.34,7.28,0,FWtw,7.28
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,29.47,4 시즌 1 주 3 일,1040,2,6,7,6,20,TRUE,1,4,5,3,6,6,3,611,2018-11-11,5.5,FW,300000,33,3.87,5.75,5.78,5.91,5.82,6.08,5.88,6.24,6.06,6.18,6.25,6.08,6.54,6.64,6.43,6.76,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,31.29,3 시즌 8 주 3 일,10750,3,7,7,6,20,FALSE,1,9,9,1,8,4,4,891,2018-11-14,6.5,IM,1632000,42,4.78,8.68,8.43,9.01,8.22,9.78,9.16,9.78,8.34,8.22,8.52,7.54,9.63,9.53,9.02,9.41,6.96,8.1,6.16,0,CD,9.78
43,Hanguk,Ji-Soo Kim,433466579,Technical,,20.96,2 시즌 14 주 3 일,11380,3,2,6,7,20,TRUE,1,11,4,4,3,3,3,1156,2018-11-14,5,W,1950000,0,4.96,9.13,8.52,8.63,7.91,8.78,9.07,7.65,6.98,6.06,5.97,5.8,6.07,5.64,5.7,5.19,4.56,0,4.58,4.59,WBd,9.13
59,Hanguk,Hyung-Hwa Jung,435660098,,R,19.76,1 시즌 13 주 3 일,4130,5,2,7,7,20,TRUE,1,9,4,3,5,2,6,943,2018-11-11,5,CD,490000,9,4.89,8.57,8.06,8.23,7.56,8.45,8.59,7.57,6.98,6.27,6.21,6.04,6.39,6.1,6.09,5.81,4.8,5.35,4.69,0,CDtw,8.59
60,Hanguk,Chu-Seok Ahn,435761718,,,19.63,1 시즌 12 주 3 일,1110,3,1,7,6,20,TRUE,1,4,5,3,3,7,5,718,2018-11-11,5,FW,370000,3,2.96,4.84,4.87,5,4.91,5.17,4.97,5.33,4.95,5.02,5.14,4.83,5.5,5.51,5.28,5.51,5.94,5.45,5.74,0,FW,5.94
61,Schweiz,Francois Baumgartner,434542904,,Y×1,19.43,1 시즌 12 주 2 일,11800,5,3,6,7,15,FALSE,1,9,7,6,7,6,3,898,2018-11-11,5,CD,948000,7,4.08,8.33,8.13,8.23,7.92,8.37,8.38,8.04,7.7,7.42,7.43,7.27,7.58,7.46,7.41,7.33,6.82,7.04,6.72,0,CDtw,8.38
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,36.30,1 시즌 11 주 2 일,5020,6,9,6,4,15,FALSE,1,9,12,10,4,2,14,1180,2018-11-14,5.5,W,2208000,93,4.02,8.79,8.97,9.05,9.16,9.16,8.92,9.59,9.07,9.28,9.5,9.01,9.65,9.43,9.6,9.14,6.28,7.01,6.25,0,IMd,9.65
