Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.58,6 s 11 wk 4 d,115190,3,4,7,7,20,TRUE,18,5,1,1,1,2,10,1828,2019-07-24,10,KP,40300000,0,15.83,5.76,5.37,5.44,4.98,5.54,5.72,4.82,4.43,3.85,3.79,3.7,3.87,3.64,3.62,3.41,3.56,3.37,3.55,0,KP,15.83
4,Hanguk,Ji-Woon Lee,427619236,,,25.99,7 s 3 wk 3 d,1100,5,4,6,7,20,TRUE,1,7,4,3,5,2,9,724,2019-07-21,4,CD,390000,29,4.44,7.2,6.91,7.03,6.61,7.19,7.24,6.69,6.32,5.92,5.9,5.77,6.03,5.88,5.86,5.71,4.86,5.37,4.75,0,CDtw,7.24
8,Hanguk,Hong-Chan Son,427619240,,Y×1,28.28,7 s 3 wk 3 d,1050,5,5,8,7,20,TRUE,1,5,6,5,5,1,10,614,2019-07-21,4.5,W,310000,18,4.45,7.36,7.43,7.49,7.5,7.57,7.44,7.75,7.59,7.7,7.78,7.62,7.83,7.78,7.87,7.71,5.89,6.76,5.83,0,IMtw,7.87
10,Hanguk,Kwang-Eul Jeon,427619242,,,30.34,7 s 3 wk 3 d,940,4,6,7,6,20,TRUE,1,6,7,3,3,2,11,704,2019-07-24,5.5,IM,390000,32,4.6,7.59,7.55,7.84,7.54,8.22,7.85,8.39,7.49,7.51,7.75,7.07,8.32,8.15,7.99,7.94,5.83,6.44,5.48,0,Cdo,8.39
11,Hanguk,Kwang-Hwan Yun,427619243,,,33.1,7 s 3 wk 3 d,110,6,6,5,5,20,TRUE,2,5,6,2,5,2,10,590,2019-06-19,4,W,280000,24,4.09,5.48,5.45,5.68,5.44,6,5.69,6.14,5.57,5.62,5.77,5.35,6.22,6.19,6.02,6.15,4.72,5.38,4.39,0,IMd,6.22
12,Hanguk,Chan-Myung Lee,427619244,,,32.10,7 s 3 wk 3 d,260,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,687,2019-07-24,4.5,IM,330000,13,3.4,5.16,5.38,5.6,5.63,5.89,5.42,6.53,6.02,6.44,6.68,6.16,7.16,7.22,7.03,7.26,5.76,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.110,7 s 3 wk 3 d,1550,2,5,7,7,20,TRUE,1,5,6,6,5,2,10,640,2019-07-24,5.5,W,330000,42,4.31,7.28,7.38,7.36,7.47,7.33,7.29,7.51,7.54,7.66,7.69,7.66,7.61,7.58,7.72,7.52,6.21,0,6.26,6.82,IMtw,7.72
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Inj 3,29.51,7 s 3 wk 3 d,1560,5,5,7,6,20,TRUE,1,5,5,7,6,2,10,702,2019-07-24,5,W,340000,22,4.26,7.19,7.26,7.1,7.31,6.9,7.07,6.9,7.33,7.38,7.28,7.58,6.89,6.89,7.16,6.88,6.13,6.69,6.36,0,Wo,7.58
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,25.45,7 s 3 wk 3 d,1490,6,4,6,7,20,TRUE,1,3,3,6,4,7,12,768,2019-07-24,5,FW,410000,75,3.44,5.12,5.22,5,5.3,4.7,4.94,4.7,5.29,5.35,5.22,5.62,4.84,4.93,5.04,5.03,6.64,5.92,6.92,0,FWtw,6.92
31,Hanguk,Se-Hee Park,430626797,,,24.92,6 s 2 wk 3 d,1410,4,4,8,8,20,TRUE,1,2,5,5,3,7,9,709,2019-07-17,5,FW,390000,58,3.55,5.21,5.51,5.46,5.81,5.38,5.24,5.94,6.09,6.51,6.59,6.55,6.63,6.76,6.69,6.89,7.72,7.06,7.73,0,FWtw,7.73
34,Sverige,Axel Hermansson,422526443,,,34.67,6 s 0 wk 2 d,120,5,6,8,5,20,FALSE,2,6,6,1,5,1,9,590,2019-07-14,5,IM,348000,25,4.72,6.59,6.43,6.81,6.29,7.3,6.9,7.3,6.35,6.26,6.46,5.81,7.15,7.04,6.78,6.91,4.72,5.74,4.22,0,CD,7.3
40,Perú,Matías Pichis,416567166,,,28.23,5 s 12 wk 2 d,8460,6,3,7,7,20,FALSE,1,10,8,2,4,4,9,999,2019-07-24,6,CD,1764000,7,4.92,9.44,9.05,9.55,8.69,10.21,9.8,9.86,8.29,7.86,8.12,7.12,9.09,8.76,8.39,8.38,6.19,6.73,5.59,0,CD,10.21
48,Hanguk,Dong-Suk Lee,432205385,Technical,,23.106,5 s 6 wk 2 d,1240,6,2,6,8,20,TRUE,1,5,4,5,6,5,6,614,2019-07-21,4,FW,290000,25,3.6,5.98,5.92,5.86,5.86,5.79,5.91,5.62,5.84,5.75,5.66,5.86,5.52,5.55,5.59,5.59,6,0,6.08,6.07,FWtw,6.08
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×1,22.74,5 s 2 wk 4 d,6310,4,3,7,8,20,TRUE,1,7,7,7,4,5,7,802,2019-07-24,5,CD,550000,25,4.66,8.74,8.74,8.74,8.74,8.74,8.74,8.74,8.53,8.48,8.53,8.37,8.54,8.39,8.48,8.21,7.49,7.46,7.54,0,CD,8.74
55,Hanguk,Geun-Ho Han,433728993,,,23.76,4 s 15 wk 4 d,2170,3,3,6,8,20,TRUE,1,5,6,4,3,7,6,705,2019-07-24,4.5,FW,410000,33,3.81,6.34,6.37,6.5,6.41,6.67,6.47,6.84,6.38,6.44,6.58,6.21,6.93,6.89,6.7,6.83,6.94,6.5,6.75,0,FW,6.94
61,Oceania,Cedrick Williamson,430364099,Powerful,,23.27,4 s 10 wk 2 d,7060,3,4,7,8,20,FALSE,1,8,5,7,7,2,7,881,2019-07-21,5,WB,708000,7,4.62,8.76,8.53,8.43,8.3,8.29,8.6,7.75,7.98,7.61,7.44,7.74,7.07,6.92,7.21,6.78,5.87,6.58,6.1,0,WBd,8.76
70,Hanguk,Min-Gyu Jung,429263814,,,27.68,4 s 1 wk 1 d,5200,1,4,6,7,20,FALSE,1,9,6,4,4,2,7,944,2019-07-24,5,CD,1050000,5,4.49,8.35,8.02,8.22,7.7,8.48,8.45,7.98,7.24,6.79,6.84,6.46,7.14,6.84,6.83,6.52,4.89,5.44,4.73,0,CD,8.48
78,Hanguk,Jung-Oh Han,433730490,Technical,,23.97,2 s 15 wk 1 d,5010,4,3,8,8,19,FALSE,1,9,3,5,1,3,6,957,2019-07-24,5,WB,1270000,6,4.84,8.86,8.33,8.28,7.78,8.21,8.67,7.09,6.73,5.83,5.68,5.71,5.49,5.02,5.25,4.53,4.45,0,4.71,3.99,WBd,8.86
79,España,Jimeno Eguiruren,415605434,,Y×1,28.41,2 s 12 wk 4 d,22230,5,6,7,7,19,FALSE,1,8,11,3,9,2,6,1088,2019-07-24,6.5,IM,4116000,35,4.7,9.1,9.12,9.68,9.18,10.44,9.63,10.96,9.65,9.93,10.31,9.28,11.38,11.36,10.95,11.29,7.46,9.29,6.66,0,IMd,11.38
80,Andorra,Joaquim Muntaner,427020395,Technical,Inj 2,29.99,2 s 10 wk 6 d,8400,6,7,8,6,18,FALSE,1,9,6,8,7,4,10,894,2019-07-21,6,WB,1296000,42,5.1,9.92,9.7,9.59,9.46,9.46,9.76,8.92,9.07,8.68,8.54,8.78,8.2,8.03,8.29,7.85,7.27,0,7.51,7.71,WBd,9.92
81,Hanguk,Sang-Yong Jang,433566477,,,23.91,2 s 10 wk 3 d,8120,2,3,6,8,18,FALSE,1,9,6,6,5,4,5,951,2019-07-24,5,WB,1170000,16,4.3,8.49,8.22,8.27,7.95,8.34,8.47,7.84,7.5,7.08,7.05,6.95,7.07,6.84,6.92,6.59,5.81,6.03,5.83,0,WBd,8.49
83,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,22.88,2 s 7 wk 5 d,2990,2,2,8,8,18,FALSE,1,8,5,4,5,4,2,803,2019-07-21,4.5,CD,530000,17,4.27,8.08,7.75,7.89,7.42,8.07,8.12,7.51,7.02,6.55,6.54,6.35,6.74,6.53,6.49,6.32,5.69,5.94,5.58,0,CDtw,8.12
84,Hanguk,Kang Jung,440669717,,,18.95,1 s 13 wk 4 d,28960,5,1,7,7,20,TRUE,12,4,1,1,1,1,4,1251,2019-07-21,6.5,KP,3330000,0,10.32,4.18,3.9,3.96,3.62,4.03,4.16,3.51,3.22,2.81,2.76,2.7,2.81,2.63,2.64,2.45,2.31,2.31,2.31,0,KP,10.32
86,Portugal,Manuel Fontes,434526981,,,24.63,4 wk 3 d,21560,4,4,7,7,6,FALSE,1,5,6,12,8,3,6,1261,2019-07-24,6,W,3612000,21,2.98,6.77,7.06,6.58,7.31,5.95,6.4,6.12,7.44,7.69,7.45,8.31,6.4,6.49,7.12,6.6,6.36,6.84,7.03,0,Wo,8.31
87,Schweiz,Christoffer Bockhorn,430882772,Quick,Y×1,23.4,2 wk 1 d,35010,3,4,5,7,5,FALSE,1,9,11,3,10,4,12,1083,2019-07-21,5.5,IM,5028000,17,3.39,7.36,7.3,7.79,7.27,8.43,7.8,8.73,7.61,7.74,8.03,7.19,8.95,8.94,8.54,8.91,6.24,7.57,5.54,0,IMd,8.95
88,Italia,Valentino Bologni,422076494,,,26.50,2 wk 1 d,88710,2,5,5,7,5,FALSE,1,9,14,3,10,3,2,1437,2019-07-21,6.5,IM,26424000,32,3.49,7.85,7.94,8.58,8.09,9.42,8.47,10.16,8.65,9.05,9.53,8.29,10.78,10.77,10.27,10.72,6.73,8.47,5.8,0,IMd,10.78
99,Danmark,Torben Boesen,321795066,Head,,43.90,2 s 13 wk 4 d,0,4,13,5,1,19,FALSE,0,2,0,0,0,0,0,190,2018-06-06,4,WB,300000,79,1.5,1.89,1.78,1.8,1.68,1.83,1.88,1.64,1.54,1.39,1.37,1.35,1.39,1.33,1.33,1.26,1.21,1.21,1.21,0,WBd,1.89
