Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.30,1시즌 7주 3일,9740,3,1,8,7,20,TRUE,9,5,1,1,1,2,8,915,2017-12-13,5.5,KP,1850000,0,,,8.99,4.63,4.8,3.1,2.89,2.8
3,Hanguk,Eun-Seok Hong,427619235,,,30.55,1시즌 15주 3일,400,5,5,7,6,20,TRUE,1,6,6,3,2,2,7,611,2017-12-13,4,CD,300000,4,,,4.41,7.1,7.63,6.72,7.14,5.21
4,Hanguk,Ji-Woon Lee,427619236,,,20.71,1시즌 15주 3일,1130,5,2,6,7,20,TRUE,1,7,4,3,5,2,7,728,2017-12-10,4,CD,390000,6,,,4,6.42,6.7,5.46,5.42,4.41
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.5,1시즌 15주 3일,130,5,5,7,6,20,TRUE,1,6,4,4,2,1,10,590,2017-12-10,4,CD,270000,3,,,4.33,6.74,6.81,5.87,5.64,4.32
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.52,1시즌 15주 3일,970,5,5,5,7,20,TRUE,1,7,3,6,3,2,10,758,2017-12-10,4,WB,390000,7,,,4.07,6.54,6.23,5.34,4.61,4.24
7,Hanguk,In-Moo Byon,427619239,,,33.40,1시즌 15주 3일,170,1,6,5,5,20,TRUE,2,6,5,5,5,2,6,590,2017-12-10,3,WB,290000,4,,,4.07,5.81,5.84,5.52,5.4,4.51
8,Hanguk,Hong-Chan Son,427619240,,Y×2,23.0,1시즌 15주 3일,1180,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,620,2017-12-13,4,WB,310000,0,,,3.81,6.53,6.66,6.78,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,21.7,1시즌 15주 3일,1030,2,3,4,7,20,TRUE,1,5,6,3,6,3,10,659,2017-12-10,3.5,IM,330000,8,,,3.06,4.97,5.35,5.22,5.63,4.65
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,25.6,1시즌 15주 3일,1740,4,4,7,8,20,TRUE,1,6,7,3,3,2,9,755,2017-12-13,5,IM,430000,5,,,4.54,7.6,8.3,7.56,8.23,5.82
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.85,1시즌 15주 3일,770,6,4,5,7,20,TRUE,2,5,6,3,5,2,9,644,2017-11-26,4.5,IM,330000,10,,,4.1,5.66,6.08,5.86,6.29,4.85
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,26.94,1시즌 15주 3일,760,3,4,4,7,20,TRUE,1,3,7,3,4,3,8,754,2017-12-13,3.5,IM,410000,7,,,2.77,4.44,4.87,5.33,5.99,4.76
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.82,1시즌 15주 3일,1480,2,3,6,7,20,TRUE,1,5,6,6,5,2,9,639,2017-12-10,4.5,W,330000,10,,,3.79,6.68,6.64,6.94,6.86,5.58
14,Hanguk,Se-Jong Cho,427619246,,,29.82,1시즌 15주 3일,690,4,5,6,6,20,TRUE,1,5,5,6,3,4,8,609,2017-12-13,4,WB,290000,18,,,3.92,6.52,6.35,6.38,6.15,5.83
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,24.23,1시즌 15주 3일,2320,5,3,7,8,20,TRUE,1,5,5,7,6,2,9,749,2017-12-10,5,W,350000,11,,,4.1,7.19,6.82,7.31,6.81,6.03
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,20.17,1시즌 15주 3일,1630,6,2,7,7,20,TRUE,1,3,3,6,4,7,10,772,2017-12-13,5.5,FW,410000,19,,,3.27,5.15,4.61,5.28,4.84,6.66
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,35.68,1시즌 15주 3일,20,2,6,6,5,20,TRUE,1,2,3,3,3,6,7,590,2017-12-06,3.5,FW,270000,18,,,2.95,3.82,3.78,4.12,4.26,5.22
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.89,1시즌 15주 3일,1290,3,4,7,7,20,TRUE,1,2,5,3,6,6,7,649,2017-12-10,5.5,FW,310000,20,,,3.37,4.86,5.1,6.03,6.64,7.15
20,Brasil,Jader da Matta,427827635,,R,33.46,1시즌 10주 2일,350,4,6,8,5,15,FALSE,2,6,6,5,6,1,8,590,2017-12-03,4,WB,360000,2,,,4.53,6.97,7.14,6.95,6.97,5.13
21,Belgium,Jitse Haes,428112207,,Y×1,32.87,1시즌 10주 2일,590,4,5,7,5,15,FALSE,2,6,6,5,6,2,7,590,2017-12-13,4.5,W,372000,2,,,4.33,6.7,6.88,6.69,6.74,5.28
