Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.33,2시즌 10주 4일,2430,2,4,7,8,20,TRUE,6,4,1,1,1,1,5,656,2018-06-03,4,KP,990000,0,,,7.39,4.82,4.95,3.68,3.5,3.16
2,Hanguk,Soon Jung,429263807,,,30.10,2시즌 10주 4일,90,7,6,4,6,20,TRUE,5,6,1,1,3,1,3,602,2018-06-06,3,KP,680000,0,,,5.46,4.49,4.64,3.23,3.01,2.7
3,Hanguk,Dong-Ho Lee,429263808,,,31.64,2시즌 10주 4일,360,4,6,6,6,20,TRUE,1,7,5,2,2,2,4,688,2018-06-06,4,W,320000,5,,,4.42,6.81,7.36,5.86,6.17,4.56
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,Bru,34.32,2시즌 10주 4일,180,2,6,7,5,20,TRUE,2,7,5,5,5,2,5,680,2018-06-03,5.5,W,310000,16,,,5.01,7.27,7.34,6.61,6.41,5.27
9,Hanguk,Seung-Min Lee,429263815,Quick,,22.1,2시즌 10주 4일,8670,3,3,8,8,20,TRUE,1,9,6,3,6,2,6,980,2018-06-03,5.5,IM,1330000,0,,,5.39,9.19,9.89,7.96,8.25,6.05
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,26.75,2시즌 10주 4일,4970,4,4,8,7,20,TRUE,1,9,7,2,3,2,4,909,2018-06-06,5.5,IM,770000,4,,,5.49,9.29,10.32,8.06,8.76,5.84
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.29,2시즌 10주 4일,2540,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,802,2018-06-03,4.5,IM,530000,7,,,5.62,8.27,8.89,7.4,7.75,6.08
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,27.26,2시즌 10주 4일,1280,5,4,6,7,20,TRUE,1,5,7,3,5,3,4,708,2018-06-06,4.5,IM,410000,6,,,3.89,6.43,7.03,6.9,7.61,5.96
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,23.41,2시즌 10주 4일,9000,2,4,7,8,20,TRUE,1,9,6,6,5,3,4,990,2018-06-03,6.5,W,1110000,3,,,5.37,9.6,9.73,8.37,8.08,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,24.87,2시즌 10주 4일,12090,4,4,8,8,20,TRUE,1,9,6,7,6,2,4,1008,2018-06-06,6.5,W,810000,5,,,5.56,10.12,10.06,8.96,8.41,6.7
16,Hanguk,Kil-Sung Park,429263824,,,21.37,2시즌 10주 4일,1750,5,2,7,8,20,TRUE,1,4,3,5,4,7,6,759,2018-06-06,5.5,FW,410000,14,,,3.6,5.6,5.27,5.34,5.03,6.65
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.98,2시즌 10주 4일,10,5,7,5,4,20,TRUE,1,2,3,2,2,5,5,490,2018-06-06,4,FW,260000,17,,,2.84,3.52,3.63,3.73,3.98,4.48
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,28.1,2시즌 10주 4일,1090,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,615,2018-06-03,5,FW,310000,27,,,3.5,5.14,5.4,5.89,6.4,6.77
31,Česká republika,Leoš Broukal,397610518,Head,,29.95,2시즌 1주 3일,16350,3,7,8,6,16,FALSE,1,9,9,2,8,4,4,910,2018-06-06,7,IM,1860000,42,,,4.99,9.13,10.41,8.92,10.14,7.46
33,Hanguk,Dong-Hyeon Lee,431740152,,,19.42,2시즌 2일,2320,5,2,6,7,20,TRUE,1,8,4,2,2,4,1,895,2018-06-06,5,CD,470000,4,,,4.28,6.81,7.29,5.23,5.37,4.64
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×1,19.50,1시즌 7주 3일,3950,3,2,6,7,20,TRUE,1,9,4,4,3,3,3,966,2018-06-06,4.5,CD,670000,0,,,4.5,7.58,7.77,5.79,5.47,4.59
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,20.17,1시즌 6주 3일,2930,2,2,5,7,20,TRUE,1,7,6,6,5,4,2,736,2018-06-03,3.5,WB,410000,3,,,3.67,6.7,6.74,6.32,6.2,5.46
46,Hanguk,Jung-Oh Han,433730490,Technical,Y×1,20.23,1시즌 4주 4일,1890,4,1,7,7,20,TRUE,1,8,3,5,1,3,3,824,2018-06-03,4.5,WB,450000,3,,,4.17,7.17,7.02,5.2,4.51,4.08
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,19.39,1시즌 2주 3일,1610,1,1,7,7,20,TRUE,1,7,5,4,2,4,5,749,2018-06-06,4,CD,330000,0,,,3.91,6.88,7.14,5.88,5.9,5.05
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,19.14,11주 3일,500,2,1,6,6,20,TRUE,1,4,5,4,5,4,2,517,2018-06-06,2.5,WB,250000,6,,,2.81,4.78,4.9,5.09,5.29,4.97
58,Hanguk,Yi-Sub Kang,435570656,,,19.45,7주 4일,780,5,1,6,5,20,TRUE,1,4,3,5,5,5,4,620,2018-06-06,3,WB,270000,0,,,2.68,4.35,4.08,4.21,3.89,4.69
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,18.30,6주 4일,510,5,1,8,6,20,TRUE,1,6,4,3,5,2,6,612,2018-06-03,3,CD,250000,3,,,3.6,5.9,6.16,5.24,5.26,4.3
60,Hanguk,Chu-Seok Ahn,435761718,,,18.17,5주 3일,930,3,1,7,5,20,TRUE,1,4,5,3,3,7,5,708,2018-06-03,5,FW,350000,0,,,2.78,4.57,4.85,4.72,5.17,5.58
61,Schweiz,Francois Baumgartner,434542904,,,17.109,5주 2일,4570,5,2,6,7,7,FALSE,1,6,7,6,7,6,3,680,2018-06-03,3,CD,444000,3,,,2.72,5.98,6.11,6.31,6.51,6.18
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,34.96,4주 2일,8370,6,8,5,5,7,FALSE,1,9,13,11,5,4,14,1280,2018-06-06,6,W,7044000,90,,,3.43,8.39,8.54,8.97,9.18,6.57
64,Hanguk,Koo-Joong Kim,435928762,,,18.8,3주 4일,910,3,1,6,6,20,TRUE,1,7,4,3,2,2,3,779,2018-06-03,3.5,CD,370000,0,,,3.41,5.67,5.93,4.54,4.49,3.4
65,Hanguk,Do-Yong Yang,436453512,,,18.29,4일,170,5,1,6,5,20,TRUE,1,4,5,3,3,1,2,556,,,,270000,0,,,2.58,4.24,4.5,4.38,4.62,3.27
99,Hanguk,In-Guh Park,429263805,,,43.41,2시즌 10주 4일,0,3,6,1,1,20,TRUE,0,0,0,0,0,0,0,140,,,,250000,0,,,0.47,0.47,0.47,0.47,0.47,0.47
