Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.35,4 시즌 8 주 1 일,55360,3,2,6,8,20,TRUE,15,5,1,1,1,2,10,1531,2018-11-14,8,KP,19050000,0,12.43,4.99,4.63,4.69,4.26,4.78,4.95,4.11,3.75,3.22,3.16,3.08,3.24,3.02,3,2.8,2.94,2.77,2.93,0,KP,12.43
4,Hanguk,Ji-Woon Lee,427619236,,,23.76,5 시즌 0 주 1 일,1210,5,3,7,8,20,TRUE,1,7,4,3,5,2,9,718,2018-11-14,4.5,CD,390000,26,4.66,7.67,7.35,7.48,7.02,7.65,7.71,7.11,6.71,6.28,6.25,6.11,6.4,6.23,6.21,6.05,5.12,5.68,5,0,CDtw,7.71
6,Hanguk,Jae-Shin Cha,427619238,,,31.57,5 시즌 0 주 1 일,500,5,6,6,6,20,TRUE,1,7,3,6,3,1,11,702,2018-11-18,4.5,WB,350000,24,4.3,7.11,6.87,6.73,6.61,6.54,6.92,5.93,6.07,5.62,5.46,5.72,5.07,4.83,5.14,4.59,4.14,4.32,4.45,0,WBd,7.11
8,Hanguk,Hong-Chan Son,427619240,,,26.5,5 시즌 0 주 1 일,1250,5,4,8,7,20,TRUE,1,5,6,5,5,1,10,642,2018-11-18,4.5,W,310000,8,4.26,7.13,7.19,7.25,7.26,7.34,7.2,7.51,7.35,7.47,7.54,7.38,7.59,7.54,7.63,7.47,5.68,6.54,5.62,0,IMtw,7.63
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.11,5 시즌 0 주 1 일,1200,4,5,5,7,20,TRUE,1,6,7,3,3,2,11,737,2018-11-18,4.5,IM,430000,18,3.87,6.45,6.41,6.66,6.4,6.99,6.67,7.14,6.36,6.38,6.58,6,7.07,6.93,6.79,6.75,4.94,5.46,4.63,0,Cdo,7.14
11,Hanguk,Kwang-Hwan Yun,427619243,,,30.90,5 시즌 0 주 1 일,510,6,5,7,6,20,TRUE,2,5,6,2,5,2,10,611,2018-11-18,4,W,310000,14,4.83,6.5,6.46,6.74,6.44,7.12,6.75,7.29,6.61,6.67,6.85,6.34,7.39,7.35,7.14,7.3,5.58,6.38,5.19,0,IMd,7.39
12,Hanguk,Chan-Myung Lee,427619244,,,29.99,5 시즌 0 주 1 일,690,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,717,2018-11-14,4.5,IM,390000,9,3.43,5.21,5.43,5.65,5.68,5.94,5.47,6.58,6.07,6.49,6.74,6.22,7.23,7.29,7.09,7.32,5.81,6.33,5.47,0,IMo,7.32
13,Hanguk,Sung-Kook Han,427619245,Technical,,25.87,5 시즌 0 주 1 일,1410,2,4,6,7,20,TRUE,1,5,6,6,5,2,10,628,2018-11-18,4,W,330000,25,3.82,6.53,6.62,6.6,6.7,6.58,6.54,6.74,6.76,6.88,6.91,6.88,6.83,6.8,6.93,6.75,5.56,0,5.6,6.12,IMtw,6.93
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,27.28,5 시즌 0 주 1 일,2080,5,4,6,7,20,TRUE,1,5,5,7,6,2,10,765,2018-11-14,5,W,350000,13,3.89,6.64,6.7,6.56,6.75,6.37,6.52,6.37,6.77,6.81,6.73,7.01,6.35,6.35,6.61,6.35,5.64,6.17,5.86,0,Wo,7.01
16,Hanguk,Dong-Shik Kim,427619248,,,23.22,5 시즌 0 주 1 일,1670,6,3,7,8,20,TRUE,1,3,3,6,4,7,12,758,2018-11-18,5.5,FW,410000,44,3.55,5.36,5.46,5.23,5.55,4.91,5.17,4.91,5.54,5.6,5.47,5.9,5.05,5.15,5.28,5.27,7,6.22,7.3,0,FWtw,7.3
25,Polska,Pylyp Nagorniak,406205227,,,31.22,4 시즌 11 주 1 일,930,5,3,7,6,20,FALSE,1,6,6,3,6,3,11,604,2018-11-14,4.5,IM,396000,12,3.7,6.5,6.4,6.63,6.32,6.93,6.68,6.93,6.39,6.35,6.46,6.1,6.86,6.82,6.66,6.77,5.47,6.15,5.16,0,CD,6.93
31,Hanguk,Se-Hee Park,430626797,,,22.69,3 시즌 15 주 1 일,1330,4,3,7,8,20,TRUE,1,2,5,5,3,7,9,705,2018-11-18,5,FW,390000,28,3.27,4.87,5.16,5.1,5.45,5.03,4.89,5.57,5.72,6.12,6.2,6.16,6.23,6.36,6.29,6.49,7.29,6.65,7.3,0,FWtw,7.3
34,Sverige,Axel Hermansson,422526443,,,32.44,3 시즌 13 주 0 일,720,5,5,7,5,20,FALSE,2,6,6,2,6,2,9,607,2018-09-23,4,IM,420000,18,4.2,6.03,5.91,6.19,5.81,6.55,6.25,6.55,5.9,5.85,5.99,5.55,6.47,6.42,6.23,6.36,4.78,5.61,4.4,0,CD,6.55
40,Perú,Matías Pichis,416567166,,,26.0,3 시즌 9 주 0 일,8140,6,2,5,7,20,FALSE,1,10,8,2,4,4,9,1000,2018-11-18,4.5,CD,1764000,5,3.92,7.69,7.36,7.78,7.06,8.34,7.99,8.04,6.73,6.37,6.59,5.76,7.4,7.12,6.81,6.8,4.98,5.43,4.48,0,CD,8.34
48,Hanguk,Dong-Suk Lee,432205385,Technical,,21.83,3 시즌 3 주 0 일,1290,6,2,7,7,20,TRUE,1,5,4,5,6,5,6,615,2018-11-14,4.5,FW,290000,14,3.75,6.22,6.16,6.1,6.09,6.02,6.15,5.85,6.07,5.98,5.89,6.1,5.74,5.77,5.82,5.82,6.25,0,6.32,6.32,TDF,6.32
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,20.51,2 시즌 15 주 2 일,5840,4,2,7,7,20,TRUE,1,7,7,7,4,5,7,802,2018-11-18,5,CD,550000,17,4.38,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.19,8.14,8.2,8.04,8.2,8.06,8.15,7.88,7.16,7.14,7.22,0,CD,8.4
55,Hanguk,Geun-Ho Han,433728993,,,21.53,2 시즌 12 주 2 일,2130,3,2,6,8,20,TRUE,1,5,6,4,3,7,6,704,2018-11-14,4.5,FW,410000,13,3.58,6.1,6.13,6.26,6.17,6.43,6.23,6.6,6.14,6.2,6.34,5.98,6.69,6.65,6.46,6.59,6.7,6.26,6.51,0,FW,6.7
61,Oceania,Cedrick Williamson,430364099,Powerful,,21.4,2 시즌 7 주 0 일,6760,3,3,7,7,18,FALSE,1,8,5,7,7,2,7,883,2018-11-14,4.5,WB,708000,2,4.33,8.45,8.23,8.12,7.99,7.99,8.29,7.45,7.67,7.3,7.14,7.44,6.77,6.62,6.91,6.48,5.57,6.29,5.8,0,WBd,8.45
65,Hanguk,Sang-Hyun Yun,434942107,,,19.79,2 시즌 2 주 2 일,3150,3,1,8,6,20,TRUE,1,6,5,4,7,4,5,790,2018-11-14,4.5,W,390000,4,3.59,6.38,6.26,6.35,6.14,6.47,6.44,6.3,6.17,6.05,6.04,6,6.15,6.16,6.1,6.17,5.72,6.2,5.59,0,CD,6.47
70,Hanguk,Min-Gyu Jung,429263814,,,25.45,1 시즌 13 주 6 일,5950,1,4,8,7,15,FALSE,1,9,6,4,4,2,7,959,2018-11-14,5.5,CD,1030000,2,4.77,9.11,8.74,8.96,8.38,9.25,9.21,8.69,7.86,7.35,7.42,6.98,7.74,7.42,7.4,7.05,5.22,5.84,5.05,0,CD,9.25
