Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.72,3시즌 13주 3일,40560,3,2,5,7,20,TRUE,14,5,1,1,1,2,8,1445,2018-09-02,6.5,KP,11930000,0,,,10.78,4.22,4.37,2.94,2.76,2.69
4,Hanguk,Ji-Woon Lee,427619236,,Y×2,23.1,4시즌 5주 2일,1130,5,3,6,8,20,TRUE,1,7,4,3,5,2,7,713,2018-09-05,4,CD,390000,26,,,4.3,6.78,7.07,5.8,5.75,4.73
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,30.94,4시즌 5주 2일,760,5,6,7,6,20,TRUE,1,7,3,6,3,1,10,730,2018-09-05,5,WB,360000,22,,,4.86,7.77,7.4,6.35,5.47,4.68
8,Hanguk,Hong-Chan Son,427619240,,,25.42,4시즌 5주 2일,1240,5,4,7,7,20,TRUE,1,5,6,5,5,1,8,644,2018-09-05,5,W,310000,4,,,4.23,7.15,7.29,7.42,7.5,5.64
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,27.48,4시즌 5주 2일,1650,4,5,8,7,20,TRUE,1,6,7,3,3,2,9,761,2018-09-05,5,IM,430000,15,,,4.74,7.86,8.56,7.82,8.49,6.05
11,Hanguk,Kwang-Hwan Yun,427619243,,,30.15,4시즌 5주 2일,510,6,5,6,6,20,TRUE,2,5,6,2,5,2,9,612,2018-08-26,4,W,310000,13,,,4.51,6.03,6.65,6.23,6.87,5.21
12,Hanguk,Chan-Myung Lee,427619244,,Y×2,29.24,4시즌 5주 2일,740,3,5,7,7,20,TRUE,1,3,7,3,4,3,8,704,2018-09-02,4.5,IM,390000,9,,,3.7,5.87,6.42,7.01,7.87,6.28
13,Hanguk,Sung-Kook Han,427619245,Technical,,25.12,4시즌 5주 2일,1630,2,4,8,7,20,TRUE,1,5,6,6,5,2,9,649,2018-09-05,5,W,330000,21,,,4.41,7.65,7.6,7.95,7.86,6.42
14,Hanguk,Se-Jong Cho,427619246,,,32.12,4시즌 5주 2일,290,4,6,8,6,20,TRUE,1,5,5,6,3,3,8,590,2018-09-02,4,WB,270000,22,,,4.36,7.18,7,7.02,6.75,6.04
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,26.65,4시즌 5주 2일,2000,5,4,6,7,20,TRUE,1,5,5,7,6,2,9,754,2018-08-26,4.5,W,350000,13,,,3.91,6.74,6.4,6.85,6.39,5.67
16,Hanguk,Dong-Shik Kim,427619248,,,22.59,4시즌 5주 2일,1240,6,3,4,7,20,TRUE,1,3,3,6,4,7,10,775,2018-09-05,4,FW,410000,32,,,2.68,4.12,3.7,4.22,3.88,5.28
25,Polska,Pylyp Nagorniak,406205227,,,30.59,4시즌 2일,1250,5,3,7,6,20,FALSE,1,6,6,3,6,3,9,613,2018-09-02,5,IM,420000,11,,,3.79,6.56,7.1,6.51,6.99,5.6
31,Hanguk,Se-Hee Park,430626797,,,21.106,3시즌 4주 2일,1240,4,2,6,8,20,TRUE,1,2,5,5,3,7,8,705,2018-08-29,5,FW,390000,26,,,2.82,4.57,4.45,5.46,5.68,6.54
34,Sverige,Axel Hermansson,422526443,,,31.81,3시즌 2주 1일,1040,5,5,6,6,20,FALSE,2,6,7,2,6,2,9,693,2018-09-05,4,IM,456000,17,,,4.26,6.19,6.96,6.37,7.15,5.1
38,Latvija,Artem Skurlatov,409641598,,,29.87,2시즌 14주 5일,2220,5,5,7,6,19,FALSE,1,8,6,3,4,3,4,804,2018-09-05,5,CD,684000,8,,,4.4,7.59,8.18,6.66,7,5.33
40,Perú,Matías Pichis,416567166,,,25.37,2시즌 14주 1일,9890,6,2,7,7,19,FALSE,1,10,8,2,4,4,6,1003,2018-08-22,5.5,CD,1764000,4,,,4.71,8.9,10.08,7.69,8.61,6
41,Deutschland,Reinold Kisch,413993877,,TL,26.41,2시즌 14주 1일,2470,5,3,6,7,19,FALSE,1,8,6,2,4,5,3,802,2018-08-22,3.5,CD,588000,11,,,3.22,6.17,6.92,5.25,5.83,4.75
48,Hanguk,Dong-Suk Lee,432205385,Technical,,21.8,2시즌 8주 1일,1200,6,2,6,7,20,TRUE,1,5,4,5,6,5,4,621,2018-09-05,5,FW,290000,13,,,3.55,5.84,5.71,5.67,5.47,5.92
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,19.88,2시즌 4주 3일,5280,4,2,6,7,20,TRUE,1,7,7,7,4,5,4,776,2018-09-05,4.5,WB,550000,13,,,4.04,7.75,7.75,7.5,7.42,6.6
55,Hanguk,Geun-Ho Han,433728993,,Y×2,20.90,2시즌 1주 3일,2350,3,2,7,7,20,TRUE,1,5,6,4,3,7,3,730,2018-08-29,4.5,FW,410000,9,,,3.81,6.51,6.83,6.59,7.07,7.11
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,20.41,1시즌 12주 1일,5750,3,3,6,7,15,FALSE,1,8,5,7,7,2,4,850,2018-09-05,4,WB,708000,2,,,3.78,7.3,7.08,6.46,5.85,4.9
65,Hanguk,Sang-Hyun Yun,434942107,,,19.4,1시즌 7주 3일,2450,3,1,5,6,20,TRUE,1,6,5,4,7,4,2,779,2018-09-05,3.5,W,390000,2,,,2.94,5.13,5.31,4.96,5.05,4.69
70,Hanguk,Min-Gyu Jung,429263814,,,24.82,1시즌 3주 0일,5950,1,4,7,7,13,FALSE,1,9,6,4,4,2,5,961,2018-08-22,5.5,CD,1030000,2,,,4.53,8.37,8.87,7.03,7.09,4.97
72,Hanguk,Gyeong-Ryeol Kim,435840503,,,19.18,1시즌 1주 3일,1810,3,1,7,6,20,TRUE,1,7,6,4,4,3,5,745,2018-09-02,4,CD,390000,0,,,3.72,6.76,7.14,6.22,6.42,5
76,Hanguk,Nam-Han Kim,436538053,,,18.24,12주 3일,6010,5,1,6,6,20,TRUE,8,4,1,1,1,1,5,845,2018-09-05,4,KP,1530000,0,,,6.93,3.52,3.62,2.53,2.37,2.08
77,Hanguk,Han-Duk Park,437598574,Unpredictable,Y×1,18.29,4주 2일,950,3,1,6,6,20,TRUE,1,3,6,3,6,5,4,611,2018-09-02,3.5,IM,310000,1,,,2.46,4.14,4.5,5.05,5.67,5.36
