Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.43,2시즌 9주 0일,25160,3,2,6,8,20,TRUE,12,5,1,1,1,2,8,1235,2018-04-11,6.5,KP,5450000,0,,,10.54,4.62,4.78,3.22,3.02,2.94
3,Hanguk,Eun-Seok Hong,427619235,,,31.68,3시즌 1주 0일,270,5,5,6,6,20,TRUE,1,6,6,3,2,1,7,606,2018-04-15,4,CD,290000,9,,,4.1,6.61,7.09,6.25,6.61,4.5
4,Hanguk,Ji-Woon Lee,427619236,,,21.84,3시즌 1주 0일,1160,5,3,6,8,20,TRUE,1,7,4,3,5,2,7,717,2018-04-15,4,CD,390000,20,,,4.31,6.79,7.08,5.81,5.76,4.73
5,Hanguk,Jang-Soo Choi,427619237,Quick,,33.18,3시즌 1주 0일,50,5,6,5,6,20,TRUE,1,6,4,3,2,0,10,590,2018-04-15,3.5,CD,270000,4,,,3.77,5.67,5.88,4.92,4.86,3.35
6,Hanguk,Jae-Shin Cha,427619238,,,29.65,3시즌 1주 0일,980,5,5,7,6,20,TRUE,1,7,3,6,3,2,10,746,2018-04-11,4.5,WB,380000,10,,,4.77,7.67,7.3,6.26,5.41,4.97
8,Hanguk,Hong-Chan Son,427619240,,,24.13,3시즌 1주 0일,1250,5,3,7,7,20,TRUE,1,5,6,5,5,1,8,645,2018-04-04,4,WB,310000,1,,,4.1,7.04,7.18,7.32,7.39,5.53
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,22.20,3시즌 1주 0일,1380,2,3,7,8,20,TRUE,1,5,6,3,6,3,10,619,2018-04-11,4.5,IM,330000,10,,,4.1,6.66,7.17,6.99,7.55,6.23
10,Hanguk,Kwang-Eul Jeon,427619242,,,26.19,3시즌 1주 0일,1690,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,768,2018-04-15,5,IM,430000,8,,,4.5,7.54,8.23,7.5,8.16,5.78
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.98,3시즌 1주 0일,840,6,4,8,7,20,TRUE,2,5,6,3,5,2,9,626,2018-04-11,4,W,330000,12,,,4.97,6.88,7.39,7.12,7.64,5.88
12,Hanguk,Chan-Myung Lee,427619244,,,27.107,3시즌 1주 0일,1110,3,4,8,7,20,TRUE,1,3,7,3,4,3,8,759,2018-04-11,5,IM,410000,8,,,3.76,6.03,6.61,7.24,8.14,6.47
