Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,21.89,3주 0일,2090,2,3,5,6,20,TRUE,6,2,1,1,1,1,5,662,2017-08-30,3.5,KP,990000,0,,,5.29,2.81,2.85,2.51,2.46,2.38
2,Hanguk,Soon Jung,429263807,,,27.66,3주 0일,1290,7,5,6,6,20,TRUE,5,5,1,1,3,1,3,574,2017-08-30,4,KP,770000,0,,,6.29,4.86,5.01,3.67,3.47,3.18
3,Hanguk,Dong-Ho Lee,429263808,,,29.8,3주 0일,370,4,5,6,7,20,TRUE,1,6,5,2,2,2,4,607,2017-08-27,3.5,W,300000,0,,,4.18,6.37,6.9,5.75,6.12,4.57
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.46,3주 0일,740,2,1,4,6,20,TRUE,1,7,4,3,4,2,5,743,2017-08-27,3,WB,370000,0,,,2.88,4.79,5.01,3.97,3.93,3.1
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1,30.104,3주 0일,400,3,5,7,6,20,TRUE,1,6,5,4,3,1,7,607,2017-08-30,4,CD,280000,0,,,4.41,7.06,7.28,6.52,6.51,4.82
6,Hanguk,Yong-Seo Kwon,429263811,,,26.76,3주 0일,1650,3,4,6,7,20,TRUE,1,7,3,6,4,2,6,805,2017-08-30,4,CD,390000,1,,,4.38,7.12,6.78,5.87,5.07,4.71
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,31.88,3주 0일,930,2,5,6,5,20,TRUE,2,6,6,5,6,3,6,599,2017-08-30,3.5,WB,310000,0,,,4.48,6.61,6.76,6.59,6.67,5.67
8,Hanguk,Min-Gyu Jung,429263814,,,21.50,3주 0일,670,1,2,5,6,20,TRUE,1,5,6,4,4,2,5,661,2017-08-30,3,W,310000,0,,,3.02,5.16,5.41,5.29,5.53,4.22
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.57,3주 0일,880,3,2,5,5,20,TRUE,1,5,6,3,6,2,6,661,2017-08-27,2.5,CD,330000,0,,,2.98,4.95,5.34,5.2,5.6,4.31
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,24.19,3주 0일,1300,4,3,5,6,20,TRUE,1,6,7,2,3,2,4,779,2017-08-27,3.5,W,430000,0,,,3.55,5.88,6.59,5.83,6.53,4.49
11,Hanguk,Ryung-Tae Kim,429263818,,,25.85,3주 0일,870,2,3,6,6,20,TRUE,2,5,6,3,5,3,5,658,2017-08-30,4,IM,330000,0,,,4.24,5.92,6.37,6.13,6.62,5.39
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,24.82,3주 0일,830,5,4,5,6,20,TRUE,1,3,7,3,5,3,4,730,2017-08-30,4,IM,410000,2,,,2.99,4.8,5.25,5.82,6.55,5.27
13,Hanguk,Hong-Woon Kim,429263820,Technical,,20.97,3주 0일,1590,2,3,7,7,20,TRUE,1,5,6,6,5,3,4,633,2017-08-30,4.5,W,330000,0,,,4.03,7.09,7.05,7.38,7.33,6.32
14,Hanguk,Moon-Hak Park,429263822,Powerful,Inj 1,28.9,3주 0일,1090,4,4,6,7,20,TRUE,1,6,5,6,4,4,3,605,2017-08-23,4,WB,310000,0,,,4.12,7,6.87,6.59,6.32,5.94
15,Hanguk,Bong-Joo Kim,429263823,,,22.31,3주 0일,2530,4,3,6,6,20,TRUE,1,5,6,7,6,2,4,796,2017-08-27,3.5,CD,370000,1,,,3.61,6.52,6.32,6.87,6.62,5.55
16,Hanguk,Kil-Sung Park,429263824,,Y×1,18.93,3주 0일,990,5,2,4,6,20,TRUE,1,3,3,5,4,7,6,770,2017-08-30,4,FW,410000,0,,,2.32,3.53,3.27,3.61,3.44,4.65
17,Hanguk,Seung-Ok Lee,429263826,Technical,,33.42,3주 0일,180,5,6,5,6,20,TRUE,1,2,4,3,3,7,5,683,2017-08-30,5.5,FW,310000,0,,,2.99,4.05,4.13,4.58,4.93,5.85
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,25.57,3주 0일,1140,2,4,7,6,20,TRUE,1,2,5,3,6,6,3,647,2017-08-30,5,FW,310000,3,,,3.19,4.6,4.83,5.71,6.29,6.77
19,Hanguk,Yong-Jae Kim,429284705,Unpredictable,,17.102,2주 6일,10,3,1,7,5,20,TRUE,1,2,2,3,3,2,2,290,2017-08-30,1.5,WB,250000,0,,,2.38,3.14,2.98,3.24,3.06,3.22
20,Hanguk,Yi-Chun Jin,429677916,,,18.90,2주 0일,30,3,1,5,5,20,TRUE,1,2,4,3,2,1,2,428,2017-08-27,2.5,IM,250000,0,,,2.04,3.04,3.11,3.47,3.63,2.79
21,Hanguk,Chung-Ho Seo,430376571,,,18.104,1주 0일,50,4,1,6,5,20,TRUE,1,3,3,2,3,4,3,408,2017-08-27,2,IM,250000,0,,,2.44,3.41,3.57,3.4,3.6,3.8
22,Hanguk,Chang-Duk Jung,430628518,,,17.101,0일,20,5,1,6,5,20,TRUE,1,2,2,3,4,3,4,395,,,,250000,0,,,2.14,2.83,2.68,2.98,2.86,3.34
99,Hanguk,In-Guh Park,429263805,,,40.97,3주 0일,0,4,6,4,3,20,TRUE,1,2,1,1,0,0,1,190,,,,250000,0,,,2.05,2.21,2.23,1.95,1.89,1.59
