Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.76,1시즌 14주 0일,12520,3,2,5,7,20,TRUE,10,5,1,1,1,2,8,1052,2018-01-28,4.5,KP,1850000,0,,,8.39,4.18,4.32,2.91,2.73,2.66
3,Hanguk,Eun-Seok Hong,427619235,,,30.101,2시즌 6주 0일,340,5,5,5,6,20,TRUE,1,6,6,3,2,2,7,611,2018-01-28,3.5,CD,300000,8,,,3.74,6.02,6.47,5.7,6.05,4.42
4,Hanguk,Ji-Woon Lee,427619236,,,21.5,2시즌 6주 0일,1120,5,2,6,7,20,TRUE,1,7,4,3,5,2,7,727,2018-01-24,3.5,CD,390000,9,,,4,6.42,6.7,5.46,5.42,4.41
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.51,2시즌 6주 0일,100,5,5,6,6,20,TRUE,1,6,4,4,2,1,10,590,2018-01-24,3.5,CD,270000,3,,,4.03,6.27,6.35,5.46,5.26,4.02
6,Hanguk,Jae-Shin Cha,427619238,,,28.98,2시즌 6주 0일,1140,5,5,7,7,20,TRUE,1,7,3,6,3,2,10,753,2018-01-17,4.5,WB,390000,8,,,4.8,7.72,7.35,6.3,5.44,5
7,Hanguk,In-Moo Byon,427619239,,Inj 4,33.86,2시즌 6주 0일,120,1,6,6,5,20,TRUE,2,6,5,5,5,2,6,590,2018-01-14,4.5,WB,290000,5,,,4.53,6.46,6.49,6.14,6,5.01
8,Hanguk,Hong-Chan Son,427619240,,Y×1,23.46,2시즌 6주 0일,1170,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,619,2018-01-24,3.5,WB,310000,1,,,3.81,6.54,6.67,6.79,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.53,2시즌 6주 0일,1380,2,3,7,7,20,TRUE,1,5,6,3,6,3,10,649,2018-01-24,5,IM,330000,10,,,4.05,6.59,7.09,6.91,7.46,6.16
10,Hanguk,Kwang-Eul Jeon,427619242,,,25.52,2시즌 6주 0일,1450,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,751,2018-01-28,4.5,IM,430000,6,,,4.19,7.01,7.65,6.98,7.59,5.37
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.19,2시즌 6주 0일,700,6,4,5,7,20,TRUE,2,5,6,3,5,2,9,627,2018-01-28,3.5,W,330000,10,,,4.08,5.63,6.05,5.83,6.26,4.82
12,Hanguk,Chan-Myung Lee,427619244,,,27.28,2시즌 6주 0일,890,3,4,5,7,20,TRUE,1,3,7,3,4,3,8,754,2018-01-24,4,IM,410000,8,,,3.09,4.95,5.42,5.94,6.68,5.31
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.16,2시즌 6주 0일,1240,2,3,4,8,20,TRUE,1,5,6,6,5,2,9,629,2018-01-24,4,W,330000,10,,,3.11,5.47,5.44,5.69,5.62,4.57
14,Hanguk,Se-Jong Cho,427619246,,,30.16,2시즌 6주 0일,600,4,5,7,6,20,TRUE,1,5,5,6,3,4,8,601,2018-01-24,4,WB,280000,18,,,4.22,7.01,6.83,6.86,6.62,6.27
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,24.69,2시즌 6주 0일,2290,5,4,7,8,20,TRUE,1,5,5,7,6,2,9,745,2018-01-24,5,W,350000,13,,,4.27,7.35,6.99,7.48,6.97,6.19
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,20.63,2시즌 6주 0일,1340,6,2,5,7,20,TRUE,1,3,3,6,4,7,10,766,2018-01-24,5,FW,410000,21,,,2.79,4.4,3.93,4.51,4.13,5.69
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,36.2,2시즌 6주 0일,20,2,6,7,4,20,TRUE,1,2,3,3,3,5,7,490,2018-01-28,4,FW,250000,23,,,3.16,4.1,4.07,4.43,4.55,5.26
18,Hanguk,Kwang-Rae Kim,427619250,Head,,28.23,2시즌 6주 0일,970,3,4,6,7,20,TRUE,1,2,5,3,6,6,7,614,2018-01-28,5,FW,310000,25,,,3.1,4.48,4.7,5.56,6.12,6.59
21,Belgium,Jitse Haes,428112207,,,33.21,2시즌 1주 0일,230,4,5,3,5,16,FALSE,2,6,5,5,5,2,7,590,2018-01-28,3,W,348000,2,,,2.85,4.26,4.28,4.03,3.92,3.2
23,Belgium,Mathias Piron,428125893,Technical,,33.102,2시즌 1주 0일,270,6,6,6,5,16,FALSE,2,6,5,5,5,2,9,590,2018-01-28,4,W,360000,5,,,4.09,6.08,6.11,5.75,5.61,4.59
25,Polska,Pylyp Nagorniak,406205227,,,28.63,2시즌 1주 0일,1920,5,3,7,7,16,FALSE,1,6,7,3,6,3,9,701,2018-01-28,4.5,IM,444000,8,,,3.58,6.55,7.22,6.77,7.46,5.66
31,Hanguk,Se-Hee Park,430626797,,Bru,19.110,1시즌 5주 0일,1240,4,2,8,7,20,TRUE,1,2,5,5,3,7,8,709,2018-01-24,5.5,FW,390000,11,,,2.91,4.71,4.59,5.63,5.86,6.75
34,Sverige,Axel Hermansson,422526443,,Y×1,29.85,1시즌 2주 6일,2000,5,5,7,6,12,FALSE,2,7,7,2,6,2,9,702,2018-01-24,5,IM,516000,8,,,4.56,6.94,7.82,6.77,7.56,5.21
38,Latvija,Artem Skurlatov,409641598,,,27.91,15주 3일,2410,5,5,5,6,11,FALSE,1,8,6,3,4,3,4,837,2018-01-24,4,CD,732000,8,,,3.41,6.11,6.62,5.33,5.62,4.2
40,Perú,Matías Pichis,416567166,,,23.41,14주 6일,8630,6,2,6,7,11,FALSE,1,10,8,2,4,4,6,1000,2018-01-28,4.5,CD,1764000,4,,,3.98,7.84,8.93,6.72,7.57,5.17
41,Deutschland,Reinold Kisch,413993877,,,24.45,14주 6일,1140,5,2,2,7,11,FALSE,1,8,6,2,4,5,3,795,2018-01-28,1.5,CD,588000,10,,,1.89,3.49,3.9,2.99,3.31,2.72
45,Bulgaria,Ivan Petkov,430624598,,TL,19.9,11주 6일,18880,7,2,7,7,10,FALSE,11,3,1,1,1,1,7,1115,2018-01-24,5.5,KP,5484000,0,,,8.42,2.37,2.45,1.63,1.51,1.3
48,Hanguk,Dong-Suk Lee,432205385,Technical,,19.12,8주 6일,770,6,1,4,5,20,TRUE,1,5,4,5,6,5,4,629,2018-01-28,3.5,FW,290000,0,,,2.28,3.92,3.82,3.8,3.65,3.97
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,Y×2,17.92,5주 1일,4960,4,1,7,6,20,TRUE,1,7,7,7,4,5,4,778,2018-01-28,4.5,WB,550000,2,,,3.7,7.43,7.43,7.18,7.1,6.28
55,Hanguk,Geun-Ho Han,433728993,,,18.94,2주 1일,1670,3,1,5,5,20,TRUE,1,5,6,4,3,7,3,744,2018-01-28,3,WB,410000,1,,,2.64,4.71,4.96,4.77,5.14,5.17
99,Hanguk,Je-Min Jung,427619232,,,42.79,2시즌 6주 0일,0,3,8,4,1,20,TRUE,0,0,0,0,0,0,0,440,,,,250000,0,,,1.2,1.2,1.2,1.2,1.2,1.2
