Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.43,3시즌 9주 0일,41720,3,2,6,8,20,TRUE,14,5,1,1,1,2,8,1417,2018-08-05,7,KP,11930000,0,,,11.76,4.61,4.76,3.2,3.01,2.93
3,Hanguk,Eun-Seok Hong,427619235,,,32.68,4시즌 1주 0일,180,5,5,7,6,20,TRUE,1,6,5,3,2,1,7,590,2018-08-01,4,CD,290000,9,,,4.42,6.92,7.3,6.27,6.44,4.57
4,Hanguk,Ji-Woon Lee,427619236,,,22.84,4시즌 1주 0일,1270,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,726,2018-08-01,4.5,CD,390000,25,,,4.66,7.34,7.65,6.27,6.22,5.11
6,Hanguk,Jae-Shin Cha,427619238,,,30.65,4시즌 1주 0일,760,5,6,7,6,20,TRUE,1,7,3,6,3,1,10,730,2018-08-05,5,WB,360000,15,,,4.86,7.77,7.4,6.35,5.47,4.68
8,Hanguk,Hong-Chan Son,427619240,,,25.13,4시즌 1주 0일,1180,5,4,7,7,20,TRUE,1,5,6,5,5,1,8,634,2018-08-01,5,W,310000,3,,,4.23,7.15,7.29,7.42,7.5,5.64
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,TL,23.20,4시즌 1주 0일,870,2,3,3,8,20,TRUE,1,5,6,3,6,3,10,632,2018-07-29,3,IM,330000,10,,,1.73,3.4,3.73,3.61,3.97,3.11
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,27.19,4시즌 1주 0일,1520,4,5,6,7,20,TRUE,1,6,7,3,3,2,9,758,2018-08-01,4.5,IM,430000,15,,,4.26,7.06,7.7,7.03,7.63,5.44
11,Hanguk,Kwang-Hwan Yun,427619243,,,29.98,4시즌 1주 0일,670,6,5,7,6,20,TRUE,2,5,6,2,5,2,9,631,2018-08-05,4,W,320000,12,,,4.86,6.5,7.16,6.71,7.4,5.62
12,Hanguk,Chan-Myung Lee,427619244,,,28.107,4시즌 1주 0일,930,3,5,8,7,20,TRUE,1,3,7,3,4,3,8,732,2018-08-05,5,IM,410000,8,,,3.87,6.13,6.7,7.33,8.22,6.56
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.95,4시즌 1주 0일,1650,2,4,8,8,20,TRUE,1,5,6,6,5,2,9,626,2018-08-01,5,W,330000,21,,,4.41,7.65,7.6,7.95,7.86,6.42
14,Hanguk,Se-Jong Cho,427619246,,,31.95,4시즌 1주 0일,390,4,6,7,6,20,TRUE,1,5,5,6,3,3,8,594,2018-08-05,4,WB,280000,18,,,4.21,6.93,6.76,6.78,6.52,5.84
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,26.36,4시즌 1주 0일,1790,5,4,5,7,20,TRUE,1,5,5,7,6,2,9,752,2018-08-05,4,W,350000,13,,,3.57,6.15,5.84,6.25,5.83,5.18
16,Hanguk,Dong-Shik Kim,427619248,,,22.30,4시즌 1주 0일,1720,6,3,8,8,20,TRUE,1,3,3,6,4,7,10,759,2018-08-01,5.5,FW,410000,27,,,3.66,5.62,5.06,5.77,5.3,7.21
25,Polska,Pylyp Nagorniak,406205227,,,30.30,3시즌 11주 6일,1130,5,3,6,6,20,FALSE,1,6,6,3,6,3,9,611,2018-08-05,4,IM,420000,8,,,3.52,6.08,6.58,6.04,6.48,5.19
31,Hanguk,Se-Hee Park,430626797,,,21.77,3시즌 0일,1410,4,2,8,8,20,TRUE,1,2,5,5,3,7,8,709,2018-08-05,5,FW,390000,23,,,3.16,5.11,4.98,6.11,6.36,7.32
34,Sverige,Axel Hermansson,422526443,,,31.52,2시즌 13주 6일,1130,5,5,6,6,19,FALSE,2,6,7,2,6,2,9,695,2018-08-01,4.5,IM,456000,16,,,4.22,6.15,6.92,6.33,7.1,5.06
38,Latvija,Artem Skurlatov,409641598,,,29.58,2시즌 10주 3일,2130,5,5,7,6,18,FALSE,1,8,6,3,4,3,4,804,2018-08-01,5,CD,684000,8,,,4.35,7.54,8.14,6.61,6.95,5.29
40,Perú,Matías Pichis,416567166,,,25.8,2시즌 9주 5일,9970,6,2,7,7,18,FALSE,1,10,8,2,4,4,6,1003,2018-08-05,5.5,CD,1764000,4,,,4.67,8.86,10.04,7.65,8.56,5.96
41,Deutschland,Reinold Kisch,413993877,,,26.12,2시즌 9주 5일,2110,5,2,5,7,18,FALSE,1,8,6,2,4,5,3,800,2018-08-05,3.5,CD,588000,11,,,3.47,6.17,6.86,5.33,5.86,4.87
48,Hanguk,Dong-Suk Lee,432205385,Technical,,20.91,2시즌 3주 6일,1270,6,1,7,7,20,TRUE,1,5,4,5,6,5,4,614,2018-08-01,5,FW,290000,10,,,3.45,5.91,5.77,5.72,5.51,5.99
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,19.59,2시즌 0일,5100,4,2,6,7,20,TRUE,1,7,7,7,4,5,4,766,2018-08-01,5,WB,550000,13,,,4.04,7.75,7.75,7.5,7.42,6.6
