Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,27.30,5 s 10 wk 3 d,2500,2,5,8,7,20,TRUE,6,5,1,1,1,1,5,647,2019-05-05,4.5,KP,1010000,0,7.95,6,5.61,5.68,5.21,5.78,5.96,5.04,4.64,4.06,3.99,3.9,4.05,3.8,3.82,3.55,3.35,3.35,3.35,0,KP,7.95
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,37.29,5 s 10 wk 3 d,20,2,6,6,4,20,TRUE,1,6,3,2,3,0,5,590,2019-05-01,3.5,W,250000,17,3.77,5.61,5.36,5.46,5.1,5.6,5.64,5.17,4.8,4.44,4.43,4.28,4.55,4.37,4.39,4.18,3.16,3.65,3.09,0,CDtw,5.64
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.72,5 s 10 wk 3 d,4810,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,906,2019-05-01,5.5,IM,1060000,6,5.32,9.27,8.92,9.34,8.59,9.89,9.57,9.54,8.18,7.76,7.98,7.12,8.76,8.42,8.18,8.03,5.65,6.31,5.18,0,CD,9.89
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,30.23,5 s 10 wk 3 d,770,5,5,5,6,20,TRUE,1,5,7,3,5,3,4,699,2019-05-05,4,IM,380000,20,3.61,5.85,5.9,6.13,5.97,6.43,6.08,6.73,6.16,6.32,6.51,6.04,6.97,6.96,6.78,6.92,5.47,6.05,5.14,0,IMd,6.97
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,26.38,5 s 10 wk 3 d,13070,2,5,8,7,20,TRUE,1,10,6,6,5,3,4,1090,2019-05-05,6.5,W,1930000,12,5.93,10.95,10.56,10.63,10.15,10.73,10.92,9.99,9.52,8.9,8.86,8.72,8.87,8.54,8.67,8.18,6.91,0,6.95,7.35,WBd,10.95
15,Hanguk,Bong-Joo Kim,429263823,,,27.84,5 s 10 wk 3 d,15620,4,5,8,7,20,TRUE,1,10,6,7,6,2,4,1105,2019-05-05,7,W,1790000,25,5.88,11.01,10.65,10.65,10.28,10.64,10.91,9.9,9.7,9.12,9.02,9.06,8.83,8.52,8.78,8.2,6.72,7.43,6.87,0,WBd,11.01
16,Hanguk,Kil-Sung Park,429263824,,Y×1,24.34,5 s 10 wk 3 d,2620,5,3,8,8,20,TRUE,1,6,3,5,4,7,6,752,2019-05-01,6,FW,410000,32,4.55,7.43,7.19,7.09,6.95,6.94,7.26,6.38,6.54,6.14,5.99,6.24,5.78,5.69,5.73,5.61,7.14,6.39,7.33,0,WBd,7.43
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.110,5 s 10 wk 3 d,940,2,6,7,6,20,TRUE,1,5,4,3,6,6,3,609,2019-05-05,6,FW,300000,42,4.13,6.21,6.09,6.17,5.97,6.29,6.26,6.13,6,5.88,5.87,5.83,6.04,6.09,5.93,6.15,6.65,6.6,6.51,0,FW,6.65
31,Česká republika,,397610518,Head,,32.92,5 s 1 wk 3 d,6770,3,8,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-05-05,6,IM,1500000,52,4.84,8.85,8.53,9.1,8.25,9.85,9.29,9.69,8.24,8,8.27,7.33,9.34,9.19,8.71,9.02,6.65,7.73,5.89,0,CD,9.85
43,Hanguk,Ji-Soo Kim,433466579,Technical,Inj 1,22.47,4 s 7 wk 3 d,12490,3,3,6,8,20,TRUE,1,11,4,4,3,3,3,1160,2019-05-01,5.5,W,3810000,3,5.37,9.69,9.06,9.18,8.43,9.34,9.64,8.16,7.46,6.51,6.41,6.23,6.52,6.07,6.13,5.6,4.95,0,4.97,4.98,WBd,9.69
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,21.27,3 s 6 wk 3 d,19100,5,3,8,8,20,TRUE,1,12,4,3,5,2,6,1223,2019-05-05,7,CD,3890000,18,6.27,11.32,10.49,10.72,9.64,11.02,11.32,9.53,8.6,7.41,7.29,7.05,7.53,7.04,7.04,6.53,5.31,5.89,5.19,0,CDtw,11.32
