Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.23,1시즌 9주 3일,2250,2,3,6,7,20,TRUE,6,3,1,1,1,1,5,658,2018-02-04,3.5,KP,990000,0,,,6.41,3.79,3.86,3.09,2.97,2.77
2,Hanguk,Soon Jung,429263807,,,29.0,1시즌 9주 3일,100,7,5,6,7,20,TRUE,5,6,1,1,3,1,3,590,2018-02-07,3.5,KP,720000,0,,,6.66,5.45,5.64,3.9,3.63,3.24
3,Hanguk,Dong-Ho Lee,429263808,,,30.54,1시즌 9주 3일,450,4,5,7,6,20,TRUE,1,7,5,2,2,2,4,693,2018-02-07,4,W,310000,5,,,4.73,7.33,7.93,6.3,6.64,4.88
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.92,1시즌 9주 3일,4820,2,2,5,7,20,TRUE,1,10,4,3,4,2,5,1015,2018-02-07,4.5,WB,730000,1,,,4.38,7.3,7.66,5.39,5.19,3.94
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.38,1시즌 9주 3일,400,3,6,7,6,20,TRUE,1,7,4,4,3,1,7,694,2018-02-07,4,W,350000,5,,,4.72,7.4,7.52,6.25,5.97,4.59
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.22,1시즌 9주 3일,500,2,5,8,6,20,TRUE,2,7,5,5,5,2,6,680,2018-02-04,5,W,320000,8,,,5.4,7.89,7.97,7.16,6.94,5.69
8,Hanguk,Min-Gyu Jung,429263814,,,22.96,1시즌 9주 3일,3070,1,3,6,7,20,TRUE,1,8,6,4,4,2,5,850,2018-02-07,4.5,CD,330000,2,,,4.54,7.84,8.25,6.94,7.06,5.2
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.103,1시즌 9주 3일,3660,3,2,6,7,20,TRUE,1,8,6,3,6,2,6,825,2018-02-07,4.5,CD,330000,0,,,4.32,7.44,8.03,6.7,7.01,5.16
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.65,1시즌 9주 3일,3740,4,4,6,7,20,TRUE,1,8,7,2,3,2,4,871,2018-02-07,5,CD,570000,1,,,4.69,7.85,8.73,7.1,7.78,5.25
11,Hanguk,Ryung-Tae Kim,429263818,,,27.19,1시즌 9주 3일,2050,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,758,2018-02-04,4,IM,490000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,26.16,1시즌 9주 3일,1080,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,711,2018-02-07,4.5,IM,410000,5,,,3.66,5.98,6.54,6.8,7.56,6
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.31,1시즌 9주 3일,4490,2,3,6,8,20,TRUE,1,8,6,6,5,3,4,836,2018-01-31,5,WB,470000,2,,,4.58,8.25,8.32,7.46,7.24,5.98
15,Hanguk,Bong-Joo Kim,429263823,,,23.77,1시즌 9주 3일,6450,4,3,6,8,20,TRUE,1,8,6,7,6,2,4,888,2018-02-07,5.5,WB,410000,5,,,4.57,8.39,8.3,7.71,7.27,5.84
16,Hanguk,Kil-Sung Park,429263824,,,20.27,1시즌 9주 3일,1510,5,2,7,7,20,TRUE,1,4,3,5,4,7,6,751,2018-02-07,5.5,FW,410000,12,,,3.46,5.38,5.07,5.13,4.83,6.39
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×1 Inj 2,34.88,1시즌 9주 3일,30,5,7,6,5,20,TRUE,1,2,4,3,3,6,5,590,2018-01-21,4.5,FW,290000,13,,,3.11,4.19,4.27,4.73,5.06,5.69
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.103,1시즌 9주 3일,960,2,5,4,7,20,TRUE,1,3,5,3,6,6,3,634,2018-02-07,2.5,IM,310000,20,,,2.85,4.19,4.4,4.79,5.22,5.52
31,Česká republika,Leoš Broukal,397610518,Head,,28.85,1시즌 2일,15530,3,6,6,7,12,FALSE,1,9,9,2,8,5,4,897,2018-02-04,6,IM,1980000,29,,,4.2,7.91,9.05,7.72,8.84,6.77
33,Hanguk,Dong-Hyeon Lee,431740152,,,18.32,15주 2일,300,5,1,5,6,20,TRUE,1,6,4,2,2,4,1,613,2018-02-04,2.5,CD,250000,1,,,3.03,4.82,5.18,4.04,4.25,3.79
38,Hanguk,In-Ho Ryu,432215232,Quick,Y×1,19.32,10주 1일,110,2,1,7,5,20,TRUE,1,3,4,2,2,5,5,509,2018-02-04,3.5,FW,250000,3,,,2.68,3.95,4.24,4.1,4.55,4.65
41,Oceania,Cedrick Williamson,430364099,Powerful 있음,,18.55,8주 0일,5360,3,2,7,6,8,FALSE,1,7,5,7,7,2,4,812,2018-02-04,4,WB,540000,0,,,3.09,6.44,6.17,5.93,5.36,4.49
43,Hanguk,Ji-Soo Kim,433466579,Technical,,18.40,6주 2일,860,3,1,6,5,20,TRUE,1,7,4,4,3,3,3,750,2018-02-04,3.5,CD,310000,0,,,3.42,5.84,5.95,4.81,4.62,3.98
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,19.7,5주 2일,1250,2,1,7,5,20,TRUE,1,4,6,6,5,4,2,647,2018-02-04,3,WB,330000,2,,,2.9,5.47,5.39,6.08,6.12,5.61
46,Hanguk,Jung-Oh Han,433730490,Technical,,19.13,3주 3일,160,4,1,3,5,20,TRUE,1,5,3,5,1,3,3,562,2018-02-04,1.5,CD,270000,0,,,1.96,3.24,3.08,2.74,2.44,2.37
