Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.17,1시즌 8주 3일,2200,2,3,6,7,20,TRUE,6,3,1,1,1,1,5,654,2018-01-28,3.5,KP,990000,0,,,6.41,3.79,3.86,3.09,2.97,2.77
2,Hanguk,Soon Jung,429263807,,,28.106,1시즌 8주 3일,110,7,5,7,7,20,TRUE,5,6,1,1,3,1,3,591,2018-01-31,4,KP,770000,0,,,7.18,5.88,6.08,4.2,3.92,3.49
3,Hanguk,Dong-Ho Lee,429263808,,,30.48,1시즌 8주 3일,440,4,5,7,6,20,TRUE,1,7,5,2,2,2,4,692,2018-01-31,4,W,310000,5,,,4.73,7.33,7.93,6.3,6.64,4.88
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.86,1시즌 8주 3일,4690,2,2,5,7,20,TRUE,1,10,4,3,4,2,5,1011,2018-01-31,4.5,CD,730000,1,,,4.38,7.29,7.66,5.39,5.19,3.94
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.32,1시즌 8주 3일,400,3,6,7,6,20,TRUE,1,7,4,4,3,1,7,694,2018-01-31,4,W,350000,5,,,4.73,7.42,7.54,6.27,5.99,4.61
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.16,1시즌 8주 3일,490,2,5,7,6,20,TRUE,2,7,6,5,5,3,6,680,2018-01-31,5,IM,320000,8,,,5.23,7.84,8.05,7.39,7.41,6.14
8,Hanguk,Min-Gyu Jung,429263814,,,22.90,1시즌 8주 3일,2840,1,3,6,7,20,TRUE,1,8,6,4,4,2,5,837,2018-01-31,4.5,CD,330000,2,,,4.53,7.81,8.23,6.92,7.04,5.18
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.97,1시즌 8주 3일,3450,3,2,6,7,20,TRUE,1,8,6,3,6,2,6,814,2018-01-31,4.5,CD,330000,0,,,4.31,7.42,8,6.68,6.98,5.14
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.59,1시즌 8주 3일,3800,4,4,6,7,20,TRUE,1,8,7,2,3,2,4,873,2018-01-31,5,IM,570000,1,,,4.69,7.85,8.73,7.1,7.78,5.25
11,Hanguk,Ryung-Tae Kim,429263818,,,27.13,1시즌 8주 3일,2200,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,772,2018-01-28,4.5,IM,490000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,26.10,1시즌 8주 3일,1100,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,714,2018-01-31,4.5,IM,410000,5,,,3.66,5.97,6.53,6.8,7.56,6
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.25,1시즌 8주 3일,4370,2,3,6,8,20,TRUE,1,8,6,6,5,3,4,829,2018-01-31,5,WB,470000,2,,,4.58,8.25,8.32,7.46,7.24,5.98
15,Hanguk,Bong-Joo Kim,429263823,,,23.71,1시즌 8주 3일,6670,4,3,8,8,20,TRUE,1,8,6,7,6,2,4,884,2018-01-31,5.5,WB,410000,5,,,5.08,9.34,9.23,8.57,8.09,6.5
16,Hanguk,Kil-Sung Park,429263824,,,20.21,1시즌 8주 3일,1460,5,2,6,7,20,TRUE,1,4,3,5,4,7,6,758,2018-01-31,5.5,FW,410000,12,,,3.21,4.99,4.7,4.76,4.48,5.93
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×1 Inj 2,34.82,1시즌 8주 3일,30,5,7,6,5,20,TRUE,1,2,4,3,3,6,5,590,2018-01-21,4.5,FW,290000,13,,,3.11,4.19,4.27,4.73,5.06,5.69
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.97,1시즌 8주 3일,1000,2,5,4,7,20,TRUE,1,3,5,3,6,6,3,643,2018-01-28,4,FW,310000,20,,,2.85,4.19,4.4,4.79,5.22,5.52
31,Česká republika,Leoš Broukal,397610518,Head,,28.79,15주 3일,15570,3,6,6,7,11,FALSE,1,9,9,2,8,5,4,897,2018-01-28,5.5,IM,1980000,29,,,4.16,7.86,9.01,7.68,8.8,6.73
33,Hanguk,Dong-Hyeon Lee,431740152,,,18.26,14주 2일,270,5,1,5,6,20,TRUE,1,5,4,2,2,4,1,581,2018-01-28,2.5,CD,250000,1,,,2.81,4.37,4.7,3.9,4.16,3.79
38,Hanguk,In-Ho Ryu,432215232,Quick,Y×1,19.26,9주 1일,110,2,1,7,5,20,TRUE,1,3,4,2,2,5,5,509,2018-01-31,3.5,FW,250000,3,,,2.68,3.95,4.24,4.1,4.55,4.65
41,Oceania,Cedrick Williamson,430364099,Powerful 있음,,18.49,7주 0일,4920,3,2,7,6,8,FALSE,1,7,5,7,7,2,4,809,2018-01-28,4,WB,540000,0,,,3.09,6.44,6.17,5.93,5.36,4.49
43,Hanguk,Ji-Soo Kim,433466579,Technical,,18.34,5주 3일,780,3,1,6,5,20,TRUE,1,7,4,4,3,3,3,734,2018-01-28,3.5,CD,310000,0,,,3.42,5.84,5.95,4.81,4.62,3.98
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,19.1,4주 2일,1140,2,1,7,5,20,TRUE,1,4,6,6,5,4,2,626,2018-01-28,3,WB,330000,2,,,2.9,5.47,5.39,6.08,6.12,5.61
46,Hanguk,Jung-Oh Han,433730490,Technical,,19.7,2주 3일,190,4,1,4,5,20,TRUE,1,5,3,5,1,3,3,567,2018-01-24,3,W,270000,0,,,2.28,3.77,3.59,3.18,2.83,2.76
47,Hanguk,Jung-Rae Kim,433832682,,,18.95,1주 3일,70,6,1,6,5,20,TRUE,1,2,2,4,4,4,4,410,2018-01-31,2.5,W,250000,0,,,2.14,2.97,2.68,3.14,2.89,3.75
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,18.23,2일,300,1,1,6,5,20,TRUE,1,4,5,4,2,4,5,571,,,,270000,0,,,2.58,4.39,4.5,4.47,4.63,4.19
99,Hanguk,In-Guh Park,429263805,,,42.25,1시즌 8주 3일,0,4,6,5,1,20,TRUE,0,0,0,0,0,0,0,540,,,,250000,0,,,1.26,1.26,1.26,1.26,1.26,1.26
