Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,27.34,5 s 11 wk 1 d,2500,2,5,7,7,20,TRUE,6,6,1,1,1,1,5,660,2019-05-12,4.5,KP,1010000,0,7.96,6.44,5.97,6.05,5.48,6.17,6.4,5.28,4.8,4.09,4.01,3.91,4.09,3.79,3.81,3.48,3.24,3.24,3.24,0,KP,7.96
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,37.33,5 s 11 wk 1 d,20,2,6,5,4,20,TRUE,1,6,3,2,3,0,5,590,2019-05-12,3.5,W,250000,18,3.45,5.13,4.9,4.99,4.66,5.12,5.16,4.73,4.38,4.06,4.05,3.92,4.16,3.99,4.01,3.82,2.89,3.33,2.82,0,CDtw,5.16
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.76,5 s 11 wk 1 d,4990,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,912,2019-05-08,5.5,IM,1060000,6,5.32,9.27,8.92,9.34,8.59,9.89,9.57,9.54,8.18,7.76,7.98,7.12,8.76,8.42,8.18,8.03,5.65,6.31,5.18,0,CD,9.89
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,30.27,5 s 11 wk 1 d,810,5,5,5,6,20,TRUE,1,5,7,3,5,3,4,700,2019-05-12,4,IM,380000,20,3.61,5.85,5.9,6.13,5.97,6.43,6.08,6.73,6.16,6.32,6.51,6.04,6.97,6.96,6.78,6.92,5.47,6.05,5.14,0,IMd,6.97
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,26.42,5 s 11 wk 1 d,12690,2,5,7,7,20,TRUE,1,10,6,6,5,3,4,1087,2019-05-12,7,W,1930000,13,5.73,10.59,10.21,10.28,9.82,10.37,10.56,9.66,9.2,8.61,8.56,8.43,8.58,8.25,8.38,7.91,6.68,0,6.72,7.1,WBd,10.59
15,Hanguk,Bong-Joo Kim,429263823,,,27.88,5 s 11 wk 1 d,15730,4,5,8,7,20,TRUE,1,10,6,7,6,2,4,1106,2019-05-12,7,W,1790000,26,5.88,11.01,10.65,10.65,10.28,10.64,10.91,9.9,9.7,9.12,9.02,9.06,8.83,8.52,8.78,8.2,6.72,7.43,6.87,0,WBd,11.01
16,Hanguk,Kil-Sung Park,429263824,,Y×1,24.38,5 s 11 wk 1 d,2600,5,3,7,8,20,TRUE,1,6,3,5,4,7,6,756,2019-05-08,6,FW,410000,32,4.4,7.18,6.96,6.85,6.72,6.71,7.02,6.17,6.33,5.94,5.79,6.04,5.59,5.5,5.54,5.43,6.9,6.18,7.09,0,WBd,7.18
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,31.2,5 s 11 wk 1 d,720,2,6,7,6,20,TRUE,1,5,4,3,6,6,3,603,2019-05-12,5.5,FW,290000,43,4.13,6.21,6.09,6.17,5.97,6.29,6.26,6.13,6,5.88,5.87,5.83,6.04,6.09,5.93,6.15,6.65,6.6,6.51,0,FW,6.65
31,Česká republika,,397610518,Head,,32.96,5 s 2 wk 0 d,7140,3,8,7,6,20,FALSE,1,10,9,1,8,4,4,980,2019-05-12,6,IM,1500000,52,5.21,9.54,9.19,9.81,8.89,10.61,10.02,10.44,8.89,8.63,8.92,7.9,10.06,9.9,9.39,9.72,7.17,8.34,6.35,0,CD,10.61
43,Hanguk,Ji-Soo Kim,433466579,Technical,,22.51,4 s 8 wk 0 d,12870,3,3,5,8,20,TRUE,1,11,4,4,3,3,3,1181,2019-05-01,5.5,W,3810000,3,4.91,8.86,8.28,8.39,7.7,8.53,8.81,7.46,6.82,5.95,5.86,5.7,5.96,5.55,5.6,5.12,4.52,0,4.54,4.55,WBd,8.86
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,21.31,3 s 7 wk 1 d,20070,5,3,8,8,20,TRUE,1,12,4,3,5,2,6,1233,2019-05-12,7,CD,3890000,18,6.27,11.32,10.49,10.72,9.64,11.02,11.32,9.53,8.6,7.41,7.29,7.05,7.53,7.04,7.04,6.53,5.31,5.89,5.19,0,CDtw,11.32
60,Hanguk,Chu-Seok Ahn,435761718,,,21.18,3 s 6 wk 0 d,1230,3,1,7,7,20,TRUE,1,5,5,3,3,7,5,702,2019-05-08,4.5,FW,370000,8,3.38,5.71,5.65,5.8,5.59,6,5.84,6,5.5,5.44,5.55,5.21,5.94,5.89,5.66,5.83,6.24,5.73,6.03,0,FW,6.24
61,Schweiz,Francois Baumgartner,434542904,,,20.110,3 s 5 wk 6 d,20630,5,3,7,8,20,FALSE,1,10,7,6,7,6,3,1015,2019-05-12,6,IM,2292000,10,5,10.03,9.71,9.84,9.39,10.02,10.07,9.48,9,8.56,8.54,8.36,8.73,8.54,8.49,8.33,7.73,7.97,7.62,0,CDtw,10.07
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,37.97,3 s 4 wk 6 d,2190,6,9,7,4,20,FALSE,0,8,10,9,2,0,13,980,2019-05-08,5,W,888000,95,3.6,8.44,8.57,8.61,8.71,8.65,8.51,8.95,8.49,8.6,8.78,8.35,8.82,8.54,8.79,8.18,5.27,5.98,5.33,0,Cdo,8.95
64,Hanguk,Koo-Joong Kim,435928762,,Y×1,21.9,3 s 4 wk 1 d,27440,3,2,8,8,20,TRUE,1,13,4,3,2,2,3,1302,2019-05-08,6.5,WB,6930000,3,6.32,11.77,10.83,11.07,9.88,11.41,11.75,9.73,8.48,7.08,7,6.57,7.31,6.63,6.65,5.91,4.59,4.76,4.52,0,WBd,11.77
67,Hanguk,Hae-Won Kim,437472967,,,21.29,2 s 9 wk 0 d,23380,3,2,6,8,20,TRUE,1,12,3,3,6,5,3,1274,2019-05-12,6,WB,4970000,5,5.42,9.8,8.99,9.14,8.17,9.34,9.73,7.84,7.22,6.06,5.87,5.85,6,5.62,5.57,5.26,5.53,5.55,5.48,0,WBd,9.8
68,Sverige,Elmin Polovina,436113582,,,20.15,2 s 5 wk 5 d,22000,2,2,6,7,17,FALSE,1,11,7,6,6,5,3,1130,2019-05-08,5.5,CD,4212000,1,4.49,9.44,9.05,9.19,8.67,9.37,9.46,8.72,8.13,7.57,7.56,7.32,7.74,7.46,7.46,7.15,6.23,6.5,6.15,0,CDtw,9.46
69,Hanguk,Seung-Chul Ki,437963734,Unpredictable,,19.63,2 s 3 wk 4 d,9040,6,2,5,7,17,FALSE,1,10,6,2,6,2,2,1016,2019-05-12,4.5,CD,930000,2,3.87,7.46,7.02,7.34,6.6,7.77,7.64,7.17,6.22,5.69,5.77,5.28,6.29,6.04,5.86,5.77,4.07,4.88,3.71,0,CD,7.77
71,Schweiz,Nathanael Zimmer,436514697,Head,,20.53,2 s 0 wk 4 d,21110,7,3,7,8,16,FALSE,1,10,8,7,4,5,2,1031,2019-05-08,6,CD,1740000,5,4.79,10.12,9.89,10.01,9.67,10.16,10.17,9.8,9.14,8.77,8.84,8.46,9.04,8.72,8.76,8.35,7.06,7.14,7.02,0,CDtw,10.17
72,Hanguk,Hoon Paeng,438720926,Technical,,19.91,1 s 15 wk 0 d,12250,5,1,8,7,20,TRUE,1,10,6,7,4,2,4,1073,2019-05-08,6,WB,790000,0,4.97,10.1,9.74,9.73,9.37,9.73,10,8.99,8.64,8.03,7.96,7.9,7.81,7.42,7.69,7,5.5,0,5.68,5.91,WBd,10.1
73,Hanguk,Ji-Dan Lee,438852692,Technical,Y×1,20.18,1 s 13 wk 4 d,4880,6,2,5,7,20,TRUE,1,10,5,4,3,2,2,1003,2019-05-12,4.5,CD,1170000,1,4.41,8.13,7.69,7.83,7.26,8.02,8.14,7.27,6.58,5.94,5.93,5.65,6.11,5.75,5.79,5.36,4.18,0,4.12,4.45,CDtw,8.14
74,Hanguk,Nam-Han Kim,436538053,,,20.49,1 s 13 wk 2 d,9440,5,2,8,8,15,FALSE,9,5,1,1,1,1,8,908,2019-05-08,5,KP,2470000,0,8.85,4.78,4.38,4.46,3.98,4.56,4.75,3.82,3.41,2.82,2.75,2.67,2.82,2.57,2.58,2.31,2.11,2.11,2.11,0,KP,8.85
76,Hanguk,Kwang-Hwa Hoo,440316579,,,18.52,1 s 7 wk 1 d,5260,4,2,8,7,20,TRUE,1,9,6,6,3,2,6,915,2019-05-12,5.5,WB,490000,2,5.07,9.67,9.37,9.43,9.08,9.5,9.64,8.95,8.44,7.95,7.95,7.72,7.96,7.6,7.77,7.19,5.6,5.96,5.68,0,WBd,9.67
77,Andorra,Daniel Valldecabres,438124942,Powerful,Y×1,19.16,1 s 2 wk 5 d,11180,2,3,6,7,12,FALSE,1,10,7,6,6,3,5,1004,2019-05-08,5.5,CD,1404000,1,4.12,8.63,8.34,8.46,8.05,8.62,8.66,8.13,7.64,7.23,7.23,7.02,7.36,7.11,7.17,6.84,5.36,5.96,5.3,0,CDtw,8.66
78,Hanguk,Chung-Nyeung Cho,440758750,,Y×1,18.17,1 s 2 wk 1 d,2150,6,1,6,6,20,TRUE,1,5,2,5,6,7,3,740,2019-05-12,5.5,FW,490000,1,2.98,4.9,4.74,4.58,4.56,4.37,4.71,3.91,4.38,4.11,3.91,4.36,3.57,3.61,3.68,3.69,5.37,4.88,5.59,0,FWtw,5.59
