Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,28.12,6 s 7 wk 6 d,2460,2,6,7,7,20,TRUE,6,6,1,1,1,1,5,658,2019-08-04,4.5,KP,1010000,0,8.06,6.54,6.07,6.15,5.58,6.27,6.5,5.38,4.9,4.19,4.11,4.01,4.19,3.89,3.91,3.58,3.34,3.34,3.34,0,KP,8.06
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,30.54,6 s 7 wk 6 d,4530,4,5,7,6,20,TRUE,1,10,7,2,3,1,4,994,2019-08-07,6,IM,1130000,7,5.59,9.9,9.46,9.89,9.03,10.47,10.19,9.94,8.48,7.93,8.14,7.26,8.91,8.49,8.29,8.02,5.27,6.11,4.81,0,CD,10.47
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,31.5,6 s 7 wk 6 d,780,5,5,7,6,20,TRUE,1,6,7,3,5,3,4,688,2019-08-04,5,IM,360000,20,4.52,7.53,7.49,7.78,7.48,8.16,7.79,8.34,7.57,7.62,7.82,7.25,8.38,8.31,8.1,8.21,6.45,7.13,6.06,0,IMd,8.38
13,Hanguk,Hong-Woon Kim,429263820,Technical,,27.20,6 s 7 wk 6 d,14060,2,6,7,7,20,TRUE,1,10,6,6,5,3,4,1106,2019-08-04,6,W,2250000,14,5.84,10.69,10.31,10.38,9.92,10.47,10.66,9.76,9.3,8.71,8.66,8.53,8.68,8.35,8.48,8.01,6.78,0,6.82,7.2,WBd,10.69
15,Hanguk,Bong-Joo Kim,429263823,,Y×1,28.66,6 s 7 wk 6 d,12640,4,6,6,7,20,TRUE,1,10,6,7,6,2,4,1068,2019-08-04,6,W,2110000,29,5.37,9.97,9.65,9.64,9.32,9.63,9.88,8.98,8.79,8.28,8.18,8.22,8.01,7.74,7.97,7.44,6.12,6.76,6.26,0,WBd,9.97
16,Hanguk,Kil-Sung Park,429263824,,,25.16,6 s 7 wk 6 d,2600,5,4,6,8,20,TRUE,1,6,3,5,4,7,6,772,2019-08-07,6,FW,430000,34,4.23,6.81,6.6,6.5,6.38,6.38,6.66,5.87,6.02,5.66,5.52,5.75,5.33,5.25,5.29,5.18,6.55,5.88,6.72,0,WBd,6.81
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,31.92,6 s 7 wk 6 d,720,2,7,8,6,20,TRUE,1,5,4,3,6,6,3,602,2019-08-04,5.5,FW,290000,50,4.35,6.5,6.37,6.47,6.25,6.59,6.55,6.42,6.28,6.17,6.15,6.11,6.33,6.38,6.21,6.44,6.96,6.91,6.81,0,FW,6.96
31,Česká republika,,397610518,Head,Y×2,33.74,5 s 14 wk 6 d,3900,3,8,5,6,20,FALSE,1,10,8,1,7,4,4,980,2019-08-04,5.5,IM,1332000,53,4.42,7.96,7.62,8.09,7.31,8.71,8.31,8.43,7.18,6.85,7.06,6.28,7.93,7.75,7.37,7.56,5.73,6.52,5.12,0,CD,8.71
43,Hanguk,Ji-Soo Kim,433466579,Technical,,23.29,5 s 4 wk 6 d,16460,3,3,7,8,20,TRUE,1,12,4,4,3,3,3,1205,2019-08-07,6,W,4290000,3,6.06,11.1,10.32,10.47,9.54,10.66,11.03,9.22,8.36,7.19,7.07,6.85,7.2,6.65,6.72,6.08,5.34,0,5.36,5.37,WBd,11.1
59,Hanguk,Hyung-Hwa Jung,435660098,,,22.9,4 s 3 wk 6 d,31890,5,3,6,8,20,TRUE,1,13,4,3,5,2,6,1344,2019-08-04,7.5,CD,8870000,20,5.88,10.76,9.92,10.14,9.07,10.44,10.75,8.93,8.01,6.81,6.69,6.45,6.92,6.42,6.42,5.9,4.76,5.28,4.66,0,WBd,10.76
60,Hanguk,Chu-Seok Ahn,435761718,,,21.108,4 s 2 wk 6 d,1180,3,1,6,7,20,TRUE,1,5,5,3,3,7,5,703,2019-08-07,5,FW,370000,8,3.13,5.3,5.24,5.38,5.19,5.57,5.42,5.57,5.11,5.05,5.15,4.83,5.51,5.46,5.25,5.41,5.79,5.31,5.59,0,FW,5.79
