Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.70,1시즌 0일,2490,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,660,2017-11-28,4,KP,990000,0,,,6.84,4.04,4.12,3.29,3.17,2.95
2,Hanguk,Soon Jung,429263807,,,28.47,1시즌 0일,80,7,5,6,7,20,TRUE,5,5,1,1,3,1,3,309,2017-12-03,3.5,KP,770000,0,,,6.41,4.95,5.1,3.74,3.53,3.24
3,Hanguk,Dong-Ho Lee,429263808,,Y×1,29.101,1시즌 0일,460,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,623,2017-12-03,3.5,W,300000,3,,,4.17,6.35,6.88,5.73,6.1,4.56
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.27,1시즌 0일,2650,2,2,5,7,20,TRUE,1,9,4,3,4,2,5,913,2017-12-03,4,WB,730000,1,,,4.12,6.8,7.12,5.21,5.07,3.91
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,Y×1,31.85,1시즌 0일,450,3,5,6,6,20,TRUE,1,7,4,4,3,1,7,698,2017-12-03,3.5,W,310000,4,,,4.32,6.83,6.94,5.76,5.5,4.21
6,Hanguk,Yong-Seo Kwon,429263811,,,27.57,1시즌 0일,3570,3,4,6,7,20,TRUE,1,9,3,6,4,2,6,936,2017-11-28,4.5,WB,570000,3,,,4.89,8.14,7.86,6.19,5.28,4.72
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,32.69,1시즌 0일,710,2,5,6,6,20,TRUE,2,7,6,5,5,3,6,680,2017-11-28,4,W,320000,2,,,4.86,7.29,7.48,6.87,6.89,5.71
8,Hanguk,Min-Gyu Jung,429263814,,,22.31,1시즌 0일,1660,1,3,6,7,20,TRUE,1,7,6,4,4,2,5,742,2017-12-03,4,CD,330000,2,,,4.2,7.18,7.55,6.65,6.81,5.09
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.38,1시즌 0일,2090,3,2,6,7,20,TRUE,1,7,6,3,6,2,6,719,2017-12-03,3.5,CD,330000,0,,,3.97,6.77,7.3,6.39,6.74,5.04
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,25.0,1시즌 0일,2960,4,3,6,7,20,TRUE,1,8,7,2,3,2,4,832,2017-11-28,4.5,CD,570000,1,,,4.52,7.67,8.55,6.92,7.6,5.09
11,Hanguk,Ryung-Tae Kim,429263818,,,26.66,1시즌 0일,1950,2,3,5,7,20,TRUE,2,7,6,3,5,3,5,748,2017-11-28,3.5,CD,350000,2,,,4.46,6.5,7,6.07,6.43,5.09
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,25.63,1시즌 0일,1080,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,711,2017-12-03,4.5,IM,410000,5,,,3.64,5.94,6.5,6.76,7.52,5.97
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,21.78,1시즌 0일,3150,2,3,7,8,20,TRUE,1,7,6,6,5,3,4,744,2017-11-28,4.5,WB,330000,0,,,4.65,8.32,8.37,7.86,7.68,6.43
15,Hanguk,Bong-Joo Kim,429263823,,,23.12,1시즌 0일,4420,4,3,7,7,20,TRUE,1,7,6,7,6,2,4,783,2017-12-03,5,WB,410000,3,,,4.6,8.4,8.26,8.05,7.65,6.23
16,Hanguk,Kil-Sung Park,429263824,,,19.74,1시즌 0일,1350,5,2,6,7,20,TRUE,1,3,3,5,4,7,6,768,2017-12-03,5.5,FW,410000,10,,,2.96,4.5,4.17,4.61,4.38,5.93
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×2,34.23,1시즌 0일,50,5,7,5,5,20,TRUE,1,2,4,3,3,6,5,590,2017-12-03,4.5,FW,290000,8,,,2.92,3.94,4.02,4.45,4.76,5.35
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.38,1시즌 0일,1260,2,5,7,7,20,TRUE,1,3,5,3,6,6,3,627,2017-12-03,3.5,IM,310000,14,,,3.74,5.49,5.77,6.28,6.83,7.23
28,Portugal,Baltasar Vieira,431142669,,Inj 1,28.44,7주 6일,1000,3,5,7,6,8,FALSE,1,5,6,6,4,4,3,611,2017-11-15,4,W,372000,2,,,3.23,6.29,6.25,6.49,6.47,5.75
29,France,Vincent Wallois,403086843,Unpredictable,Inj 2,28.31,7주 4일,2440,3,3,8,7,8,FALSE,1,6,8,4,6,4,3,788,2017-12-03,5,IM,660000,9,,,3.33,6.83,7.49,7.35,8.13,6.3
31,Česká republika,Leoš Broukal,397610518,Head,Y×1,28.20,6주 6일,15680,3,6,6,6,8,FALSE,1,9,9,2,8,5,4,903,2017-11-28,5,IM,1980000,26,,,4,7.68,8.82,7.5,8.61,6.55
32,Deutschland,Toktamış Batmaz,413755690,,,23.99,7주 0일,6480,5,2,5,7,8,FALSE,1,6,8,2,8,3,3,870,2017-12-03,3,CD,804000,4,,,2.59,5.2,6.06,5.75,6.72,4.8
33,Hanguk,Dong-Hyeon Lee,431740152,,,17.79,5주 6일,120,5,1,7,5,20,TRUE,1,4,4,2,2,4,1,415,2017-11-28,2,CD,250000,0,,,2.93,4.45,4.79,4.26,4.62,4.29
36,Hanguk,Ki-Bum Lee,432028611,,,18.24,2주 5일,70,7,1,6,5,20,TRUE,1,3,3,3,4,3,6,409,2017-11-28,2,W,250000,0,,,2.46,3.6,3.6,3.67,3.68,3.73
38,Hanguk,In-Ho Ryu,432215232,Quick,,18.79,5일,90,2,1,6,5,20,TRUE,1,3,4,2,2,5,5,507,2017-11-28,3.5,FW,250000,0,,,2.36,3.47,3.74,3.61,4,4.09
99,Hanguk,In-Guh Park,429263805,,,41.78,1시즌 0일,0,4,6,3,1,20,TRUE,0,0,0,0,0,0,0,340,,,,250000,0,,,0.97,0.97,0.97,0.97,0.97,0.97
