Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.63,3시즌 12주 0일,42310,3,2,5,8,20,TRUE,14,5,1,1,1,2,8,1462,2018-08-22,7,KP,11930000,0,,,10.78,4.22,4.37,2.94,2.76,2.69
3,Hanguk,Eun-Seok Hong,427619235,,,32.88,4시즌 4주 0일,180,5,5,8,6,20,TRUE,1,6,5,3,2,1,7,590,2018-08-26,4,CD,290000,10,,,4.58,7.15,7.55,6.49,6.66,4.73
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,22.104,4시즌 4주 0일,1280,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,728,2018-08-26,4.5,CD,390000,26,,,4.66,7.34,7.65,6.28,6.22,5.12
6,Hanguk,Jae-Shin Cha,427619238,,,30.85,4시즌 4주 0일,770,5,6,8,6,20,TRUE,1,7,3,6,3,1,10,728,2018-08-26,5,WB,360000,22,,,5.03,8.03,7.65,6.57,5.65,4.84
8,Hanguk,Hong-Chan Son,427619240,,,25.33,4시즌 4주 0일,1240,5,4,8,7,20,TRUE,1,5,6,5,5,1,8,641,2018-08-15,5,W,310000,3,,,4.38,7.39,7.54,7.67,7.75,5.84
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,27.39,4시즌 4주 0일,1650,4,5,8,7,20,TRUE,1,6,7,3,3,2,9,761,2018-08-15,5,IM,430000,15,,,4.74,7.86,8.56,7.82,8.49,6.05
11,Hanguk,Kwang-Hwan Yun,427619243,,,30.6,4시즌 4주 0일,560,6,5,8,6,20,TRUE,2,5,6,2,5,2,9,613,2018-08-26,4,W,310000,13,,,5.04,6.74,7.43,6.97,7.68,5.83
12,Hanguk,Chan-Myung Lee,427619244,,Y×2,29.15,4시즌 4주 0일,710,3,5,6,7,20,TRUE,1,3,7,3,4,3,8,704,2018-08-26,4.5,IM,390000,9,,,3.44,5.45,5.96,6.51,7.31,5.83
13,Hanguk,Sung-Kook Han,427619245,Technical,,25.3,4시즌 4주 0일,1630,2,4,8,7,20,TRUE,1,5,6,6,5,2,9,649,2018-08-15,5,W,330000,21,,,4.41,7.65,7.6,7.95,7.86,6.42
14,Hanguk,Se-Jong Cho,427619246,,,32.3,4시즌 4주 0일,290,4,6,8,6,20,TRUE,1,5,5,6,3,3,8,590,2018-08-26,4,WB,270000,21,,,4.37,7.2,7.02,7.04,6.77,6.06
