Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.82,3시즌 1주 3일,2500,2,4,8,8,20,TRUE,6,4,1,1,1,1,5,647,2018-07-22,4.5,KP,990000,0,,,7.64,4.98,5.11,3.81,3.61,3.27
2,Hanguk,Soon Jung,429263807,,,30.59,3시즌 1주 3일,150,7,6,7,6,20,TRUE,5,6,1,1,3,1,3,605,2018-07-25,4,KP,680000,0,,,7.15,5.87,6.07,4.22,3.94,3.53
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.81,3시즌 1주 3일,150,2,6,7,5,20,TRUE,2,7,5,4,5,2,5,680,2018-07-25,4.5,W,310000,16,,,5.27,7.49,7.73,6.77,6.74,5.44
9,Hanguk,Seung-Min Lee,429263815,Quick,,22.50,3시즌 1주 3일,7560,3,3,5,8,20,TRUE,1,10,6,3,6,2,6,1000,2018-07-22,4.5,IM,1330000,2,,,4.66,8.01,8.62,6.68,6.86,4.96
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,27.12,3시즌 1주 3일,5170,4,4,8,7,20,TRUE,1,9,7,2,3,2,4,915,2018-07-25,5.5,IM,870000,4,,,5.49,9.29,10.32,8.06,8.76,5.84
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.78,3시즌 1주 3일,2800,2,4,8,7,20,TRUE,2,8,6,3,5,3,5,804,2018-07-25,5.5,IM,530000,8,,,5.82,8.55,9.19,7.65,8.02,6.29
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,Y×1,27.75,3시즌 1주 3일,1300,5,4,7,7,20,TRUE,1,5,7,3,5,3,4,704,2018-07-22,5,IM,410000,10,,,4.19,6.93,7.57,7.44,8.19,6.42
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×2,23.90,3시즌 1주 3일,10010,2,4,8,8,20,TRUE,1,10,6,6,5,3,4,1011,2018-07-22,6.5,W,1110000,4,,,5.84,10.5,10.67,8.84,8.46,6.82
15,Hanguk,Bong-Joo Kim,429263823,,,25.24,3시즌 1주 3일,12460,4,4,7,7,20,TRUE,1,10,6,7,6,2,4,1056,2018-07-22,6.5,W,1350000,9,,,5.62,10.29,10.27,8.79,8.21,6.45
16,Hanguk,Kil-Sung Park,429263824,,,21.86,3시즌 1주 3일,1860,5,2,7,8,20,TRUE,1,5,3,5,4,7,6,736,2018-07-25,5.5,FW,410000,14,,,3.87,6.15,5.86,5.51,5.14,6.65
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,28.50,3시즌 1주 3일,1160,2,6,6,7,20,TRUE,1,4,5,3,6,6,3,613,2018-07-22,5.5,FW,310000,32,,,3.84,5.74,6.04,6.14,6.6,6.87
31,Česká republika,Leoš Broukal,397610518,Head,,30.32,2시즌 8주 3일,11380,3,7,5,6,18,FALSE,1,9,9,2,8,4,4,895,2018-07-25,5.5,IM,1740000,42,,,4.15,7.53,8.57,7.36,8.35,6.17
33,Hanguk,Dong-Hyeon Lee,431740152,,,19.91,2시즌 7주 2일,3990,5,2,6,7,20,TRUE,1,9,4,2,2,4,1,982,2018-07-25,4.5,CD,470000,4,,,4.54,7.31,7.84,5.4,5.47,4.64
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×1,19.99,1시즌 14주 3일,6790,3,2,7,7,20,TRUE,1,10,4,4,3,3,3,1052,2018-07-25,5.5,CD,670000,0,,,5.16,8.78,9.02,6.46,6.06,4.99
44,Hanguk,Sang-Yong Jang,433566477,,Y×2,20.66,1시즌 13주 2일,5210,2,2,7,7,20,TRUE,1,8,6,6,5,4,2,844,2018-07-15,4.5,WB,410000,4,,,4.64,8.54,8.62,7.7,7.51,6.52
46,Hanguk,Jung-Oh Han,433730490,Technical,Y×2,20.72,1시즌 11주 3일,3410,4,2,7,7,20,TRUE,1,9,3,5,1,3,3,914,2018-07-22,5,WB,450000,3,,,4.91,8.24,8.13,5.86,5.09,4.54
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,19.88,1시즌 9주 2일,1840,1,1,7,7,20,TRUE,1,7,5,4,2,4,5,771,2018-07-25,4,W,330000,0,,,3.91,6.9,7.16,5.89,5.92,5.06
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,19.63,1시즌 2주 2일,960,2,1,6,7,20,TRUE,1,6,5,4,5,4,2,612,2018-07-25,3,WB,250000,8,,,3.38,5.9,6.1,5.54,5.64,5.11
58,Hanguk,Yi-Sub Kang,435570656,,,19.94,14주 3일,1180,5,1,5,6,20,TRUE,1,6,3,5,5,5,4,654,2018-07-25,3,WB,270000,0,,,2.99,5.02,4.82,4.28,3.88,4.47
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,18.79,13주 3일,1090,5,1,7,6,20,TRUE,1,7,4,3,5,2,6,732,2018-07-25,4,CD,250000,3,,,3.85,6.4,6.69,5.38,5.34,4.28
60,Hanguk,Chu-Seok Ahn,435761718,,Y×1,18.66,12주 3일,1010,3,1,7,6,20,TRUE,1,4,5,3,3,7,5,705,2018-07-25,5,FW,350000,1,,,2.99,4.91,5.21,5.07,5.56,5.99
61,Schweiz,Francois Baumgartner,434542904,,,18.46,12주 1일,6290,5,2,7,7,10,FALSE,1,7,7,6,7,6,3,680,2018-07-22,3.5,CD,492000,4,,,3.38,7.2,7.38,7.18,7.34,6.88
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,35.33,11주 2일,8740,6,8,8,5,10,FALSE,1,9,12,11,5,3,14,1180,2018-07-25,7,W,4308000,90,,,4.32,10.17,10.22,10.62,10.64,7.52
64,Hanguk,Koo-Joong Kim,435928762,,Y×2,18.57,10주 3일,2200,3,1,8,6,20,TRUE,1,8,4,3,2,2,3,893,2018-07-22,4.5,CD,370000,3,,,4.24,7.14,7.49,5.46,5.34,3.96
66,Hanguk,Jong-Yong Yoo,436538587,Head,,17.65,6주 3일,210,3,1,7,6,20,TRUE,1,6,3,3,3,2,6,605,2018-07-22,3,CD,250000,1,,,3.47,5.48,5.59,4.43,4.23,3.59
98,Hanguk,Seung-Lip Lee,436988140,,,17.100,1주 3일,90,4,1,6,5,20,TRUE,1,4,3,2,4,3,4,413,,,,250000,0,,,2.58,3.74,3.92,3.49,3.61,3.48
99,Hanguk,In-Guh Park,429263805,,,43.90,3시즌 1주 3일,0,3,6,3,1,20,TRUE,0,0,0,0,0,0,0,340,,,,250000,0,,,0.97,0.97,0.97,0.97,0.97,0.97
