Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,Inj 1,26.61,4 시즌 15 주 0 일,2030,2,5,7,7,20,TRUE,6,5,1,1,1,1,5,627,2019-02-13,4.5,KP,1010000,0,7.72,5.83,5.44,5.51,5.05,5.61,5.79,4.89,4.51,3.94,3.87,3.79,3.94,3.69,3.71,3.44,3.25,3.25,3.25,0,KP,7.72
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.60,4 시즌 15 주 0 일,50,2,6,7,4,20,TRUE,1,6,4,3,4,0,5,590,2019-02-13,4,W,270000,17,4.07,6.31,6.12,6.22,5.93,6.35,6.35,6.04,5.72,5.46,5.46,5.32,5.55,5.4,5.45,5.24,3.88,4.57,3.81,0,CD,6.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,R,28.103,4 시즌 15 주 0 일,5270,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,921,2019-02-10,6,IM,990000,6,5.36,9.34,8.99,9.41,8.66,9.96,9.64,9.61,8.23,7.82,8.04,7.18,8.83,8.48,8.24,8.09,5.69,6.36,5.22,0,CD,9.96
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.54,4 시즌 15 주 0 일,1180,5,5,8,6,20,TRUE,1,5,7,3,5,3,4,705,2019-02-06,5.5,IM,390000,18,4.4,7.14,7.19,7.48,7.28,7.85,7.41,8.21,7.51,7.71,7.93,7.36,8.5,8.48,8.26,8.44,6.67,7.38,6.27,0,IMd,8.5
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.69,4 시즌 15 주 0 일,12050,2,5,7,8,20,TRUE,1,10,6,6,5,3,4,1060,2019-02-10,6.5,W,1650000,11,5.75,10.62,10.23,10.3,9.84,10.4,10.58,9.68,9.22,8.63,8.58,8.45,8.6,8.27,8.4,7.92,6.69,0,6.73,7.12,WBd,10.62
15,Hanguk,Bong-Joo Kim,429263823,,,27.3,4 시즌 15 주 0 일,13790,4,5,7,7,20,TRUE,1,10,6,7,6,2,4,1081,2019-02-10,6.5,W,1790000,23,5.69,10.66,10.31,10.3,9.95,10.29,10.56,9.58,9.38,8.83,8.73,8.77,8.54,8.25,8.49,7.93,6.51,7.19,6.65,0,WBd,10.66
16,Hanguk,Kil-Sung Park,429263824,,,23.65,4 시즌 15 주 0 일,2390,5,3,8,8,20,TRUE,1,5,3,5,4,7,6,778,2019-02-13,6,FW,410000,32,4.25,6.74,6.61,6.49,6.47,6.32,6.59,5.95,6.2,5.95,5.82,6.1,5.59,5.56,5.61,5.56,7.13,6.38,7.32,0,FWtw,7.32
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.29,4 시즌 15 주 0 일,880,2,6,7,6,20,TRUE,1,4,5,3,6,6,3,606,2019-02-10,5.5,FW,300000,38,3.87,5.75,5.78,5.91,5.82,6.08,5.88,6.24,6.06,6.18,6.25,6.08,6.54,6.64,6.43,6.76,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,32.11,4 시즌 5 주 6 일,6690,3,7,5,6,20,FALSE,1,10,9,1,8,4,4,980,2019-02-13,5.5,IM,1500000,46,4.4,8.1,7.8,8.33,7.54,9.02,8.51,8.87,7.54,7.32,7.57,6.7,8.55,8.41,7.97,8.25,6.07,7.07,5.38,0,CD,9.02
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×2,21.78,3 시즌 11 주 6 일,14380,3,2,8,8,20,TRUE,1,11,4,4,3,3,3,1175,2019-02-13,6,W,3310000,1,5.74,10.56,9.86,9.98,9.15,10.16,10.49,8.85,8.07,7.01,6.91,6.7,7.02,6.52,6.59,6,5.28,0,5.3,5.31,WBd,10.56
