Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.35,1시즌 1주 3일,8870,4,3,7,7,20,TRUE,9,3,1,1,1,1,6,913,2017-09-03,5,KP,1970000,0,,,8.68,3.96,4.04,3.23,3.11,2.9
2,Hanguk,Jee-Hoon Kim,428709461,,,19.44,9주 3일,3930,3,1,6,6,20,TRUE,7,5,1,1,1,2,2,757,2017-09-06,4.5,KP,930000,0,,,6.46,3.92,4.07,2.63,2.45,2.38
3,Hanguk,Eun-Seok Hong,427619235,,Bru,29.69,1시즌 1주 3일,320,5,4,4,6,20,TRUE,1,6,6,3,2,2,4,612,2017-08-13,3.5,CD,300000,1,,,3,4.88,5.25,4.62,4.91,3.56
4,Hanguk,Ji-Woon Lee,427619236,,,19.85,1시즌 1주 3일,960,5,2,5,7,20,TRUE,1,7,4,3,5,2,5,712,2017-09-06,3.5,CD,390000,3,,,3.64,5.84,6.09,4.96,4.92,4.01
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.19,1시즌 1주 3일,120,5,5,4,5,20,TRUE,1,6,4,4,2,1,7,591,2017-09-06,2.5,WB,280000,0,,,3.05,4.74,4.8,4.13,3.97,3.04
6,Hanguk,Jae-Shin Cha,427619238,,,27.66,1시즌 1주 3일,1080,5,5,5,7,20,TRUE,1,7,3,6,3,2,6,774,2017-09-03,4,WB,390000,6,,,4.08,6.56,6.25,5.35,4.62,4.25
7,Hanguk,In-Moo Byon,427619239,,,32.54,1시즌 1주 3일,440,1,6,7,6,20,TRUE,2,6,5,5,5,3,6,593,2017-09-06,4,CD,300000,4,,,5.01,7.13,7.17,6.78,6.66,5.9
8,Hanguk,Hong-Chan Son,427619240,,,22.14,1시즌 1주 3일,1090,5,3,6,7,20,TRUE,1,5,6,5,5,1,4,628,2017-09-03,3.5,WB,310000,0,,,3.76,6.46,6.59,6.71,6.78,5.07
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,20.21,1시즌 1주 3일,1030,2,3,5,6,20,TRUE,1,5,6,3,6,3,6,653,2017-09-06,3.5,IM,330000,4,,,3.28,5.33,5.74,5.6,6.04,4.99
10,Hanguk,Kwang-Eul Jeon,427619242,,,24.20,1시즌 1주 3일,1550,4,3,6,7,20,TRUE,1,6,7,3,3,2,5,761,2017-09-03,4.5,IM,430000,4,,,4,6.81,7.44,6.77,7.37,5.18
11,Hanguk,Kwang-Hwan Yun,427619243,,,26.99,1시즌 1주 3일,910,6,4,7,7,20,TRUE,2,5,6,3,5,2,6,644,2017-09-06,4.5,IM,330000,3,,,4.8,6.63,7.12,6.86,7.36,5.67
12,Hanguk,Chan-Myung Lee,427619244,,,25.108,1시즌 1주 3일,760,3,4,4,7,20,TRUE,1,3,7,3,4,3,4,754,2017-09-03,3,W,410000,2,,,2.76,4.42,4.84,5.3,5.96,4.74
13,Hanguk,Sung-Kook Han,427619245,Technical,Bru,21.96,1시즌 1주 3일,1390,2,3,7,7,20,TRUE,1,5,6,6,5,2,5,616,2017-08-23,4,W,330000,7,,,3.77,6.63,6.59,6.9,6.82,5.54
14,Hanguk,Se-Jong Cho,427619246,,,28.96,1시즌 1주 3일,760,4,5,5,7,20,TRUE,1,5,5,6,3,4,4,612,2017-08-30,3.5,WB,290000,8,,,3.59,5.96,5.81,5.83,5.63,5.33
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,23.37,1시즌 1주 3일,2200,5,3,7,7,20,TRUE,1,5,5,7,6,2,4,752,2017-09-06,5,W,350000,7,,,4.05,7.09,6.73,7.21,6.72,5.95
16,Hanguk,Dong-Shik Kim,427619248,,,19.31,1시즌 1주 3일,1390,6,2,6,6,20,TRUE,1,3,3,6,4,7,6,774,2017-09-06,5,FW,410000,13,,,2.97,4.67,4.18,4.79,4.39,6.04
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,34.82,1시즌 1주 3일,60,2,6,6,5,20,TRUE,1,2,4,3,3,6,5,590,2017-09-03,4.5,FW,300000,16,,,3.04,4.12,4.2,4.66,4.99,5.62
18,Hanguk,Kwang-Rae Kim,427619250,Head,,26.103,1시즌 1주 3일,810,3,4,3,7,20,TRUE,1,2,5,3,6,6,2,650,2017-09-06,3.5,FW,310000,9,,,2.19,3.16,3.31,3.92,4.32,4.65
