Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.68,3시즌 12주 3일,40560,3,2,5,7,20,TRUE,14,5,1,1,1,2,8,1445,2018-08-22,7,KP,11930000,0,,,10.78,4.22,4.37,2.94,2.76,2.69
3,Hanguk,Eun-Seok Hong,427619235,,,32.93,4시즌 4주 2일,170,5,5,7,6,20,TRUE,1,6,5,3,2,1,7,590,2018-08-29,4,CD,290000,10,,,4.42,6.92,7.3,6.27,6.44,4.57
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,22.109,4시즌 4주 2일,1130,5,3,6,8,20,TRUE,1,7,4,3,5,2,7,713,2018-08-29,4.5,CD,390000,26,,,4.32,6.81,7.1,5.82,5.77,4.75
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,30.90,4시즌 4주 2일,760,5,6,7,6,20,TRUE,1,7,3,6,3,1,10,730,2018-08-29,5,WB,360000,22,,,4.86,7.77,7.4,6.35,5.47,4.68
8,Hanguk,Hong-Chan Son,427619240,,,25.38,4시즌 4주 2일,1240,5,4,7,7,20,TRUE,1,5,6,5,5,1,8,644,2018-08-29,5,W,310000,3,,,4.23,7.15,7.29,7.42,7.5,5.64
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,27.44,4시즌 4주 2일,1650,4,5,8,7,20,TRUE,1,6,7,3,3,2,9,761,2018-08-29,5,IM,430000,15,,,4.74,7.86,8.56,7.82,8.49,6.05
11,Hanguk,Kwang-Hwan Yun,427619243,,,30.11,4시즌 4주 2일,510,6,5,6,6,20,TRUE,2,5,6,2,5,2,9,612,2018-08-26,4,W,310000,13,,,4.53,6.05,6.67,6.25,6.89,5.23
12,Hanguk,Chan-Myung Lee,427619244,,Y×2,29.20,4시즌 4주 2일,740,3,5,7,7,20,TRUE,1,3,7,3,4,3,8,704,2018-08-26,4.5,IM,390000,9,,,3.71,5.87,6.42,7.02,7.88,6.29
13,Hanguk,Sung-Kook Han,427619245,Technical,,25.8,4시즌 4주 2일,1630,2,4,8,7,20,TRUE,1,5,6,6,5,2,9,649,2018-08-29,5,W,330000,21,,,4.41,7.65,7.6,7.95,7.86,6.42
14,Hanguk,Se-Jong Cho,427619246,,,32.8,4시즌 4주 2일,290,4,6,8,6,20,TRUE,1,5,5,6,3,3,8,590,2018-08-26,4,WB,270000,21,,,4.37,7.2,7.02,7.04,6.77,6.06
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,26.61,4시즌 4주 2일,2000,5,4,6,7,20,TRUE,1,5,5,7,6,2,9,754,2018-08-26,4.5,W,350000,13,,,3.91,6.73,6.4,6.85,6.38,5.67
16,Hanguk,Dong-Shik Kim,427619248,,,22.55,4시즌 4주 2일,1240,6,3,4,7,20,TRUE,1,3,3,6,4,7,10,775,2018-08-22,5.5,FW,410000,30,,,2.68,4.12,3.7,4.22,3.88,5.28
25,Polska,Pylyp Nagorniak,406205227,,,30.55,3시즌 15주 2일,1260,5,3,7,6,20,FALSE,1,6,6,3,6,3,9,613,2018-08-26,4.5,IM,420000,9,,,3.79,6.56,7.1,6.51,6.99,5.6
